step,loss,w1,w2,w3,entropy,var
1,0.011857936877121292,0.3373249165270697,0.28701629100402165,0.37565879246890876,1.0926300863979452,0.0013175485458550116
2,0.011749884293230733,0.33718731564058574,0.287279545672049,0.37553313868736526,1.0926859589583164,0.0013055427031644874
3,0.011643216823813439,0.3370507460669053,0.2875409067160376,0.37540834721705724,1.0927410983142234,0.0012936907620825658
4,0.011537916318335206,0.33691520406196157,0.28780038486505505,0.3752844110729834,1.0927955143686505,0.0012819907058832173
5,0.011433964802888469,0.33678068578221415,0.28805799092930473,0.37516132328848123,1.0928492169207642,0.001270440537465596
6,0.011331344481201391,0.3366471872883751,0.2883137357949173,0.37503907691670774,1.0929022156656336,0.0012590382794661582
7,0.011230037735514595,0.33651470454906257,0.2885676304188722,0.37491766503206536,1.0929545201940156,0.0012477819743560786
8,0.011130027127330824,0.3363832334443816,0.2888196858240448,0.3747970807315736,1.0930061399922057,0.0012366696845245448
9,0.011031295398041705,0.3362527697694324,0.28906991309438057,0.3746773171361872,1.0930570844419465,0.0012256994923483993
10,0.010933825469436456,0.33612330923774636,0.2893183233701918,0.37455836739206183,1.0931073628203989,0.001214869500248659
11,0.010837600444097258,0.3359948474846508,0.2895649278435786,0.37444022467177074,1.0931569843001656,0.0012041778307344513
12,0.010742603605684912,0.3358673800705617,0.2898097377539698,0.37432288217546855,1.0932059579493711,0.0011936226264347468
13,0.01064881841912,0.3357409024842068,0.290052764383784,0.3742063331320092,1.0932542927317914,0.001183202050118495
14,0.010556228530663094,0.3356154101457769,0.2902940190542087,0.3740905708000145,1.0933019975070337,0.001172914284703531
15,0.010464817767898128,0.33549089841000873,0.2905335131210951,0.3739755884688962,1.0933490810307647,0.0011627575332547313
16,0.010374570139623566,0.33536736256919814,0.29077125797096814,0.37386137945983383,1.0933955519549798,0.0011527300189719196
17,0.010285469835654525,0.335244797856145,0.2910072650171485,0.3737479371267065,1.0934414188283204,0.0011428299851678817
18,0.010197501226539733,0.33512319944703023,0.2912415456959875,0.37363525485698235,1.093486690096427,0.0011330556952369151
19,0.01011064886319802,0.3350025624642258,0.29147411146320845,0.37352332607256583,1.0935313741023374,0.0011234054326144406
20,0.010024897476476403,0.3348828819790388,0.29170497379035837,0.3734121442306029,1.0935754790869132,0.0011138775007278996
21,0.009940231976634384,0.334764153014389,0.29193414416136426,0.3733017028242468,1.0936190131893113,0.0011044702229394531
22,0.009856637452757971,0.33464637054742297,0.29216163406919254,0.37319199538338454,1.0936619844474813,0.001095181942480876
23,0.009774099172105814,0.3345295295120631,0.29238745501261193,0.373083015475325,1.093704400798699,0.0010860110223809012
24,0.009692602579391594,0.33441362480149395,0.2926116184930559,0.3729747567054502,1.0937462700801261,0.0010769558453854891
25,0.009612133296005517,0.3342986512705866,0.29283413601158326,0.37286721271783013,1.0937876000294031,0.0010680148138713242
26,0.009532677119177841,0.33418460373826114,0.29305501906593606,0.3727603771958029,1.0938283982852646,0.0010591863497528746
27,0.009454220021087444,0.33407147698978873,0.29327427914769155,0.3726542438625198,1.0938686723881814,0.0010504688943833449
28,0.009376748147918806,0.33395926577903445,0.29349192773950705,0.37254880648145855,1.0939084297810273,0.0010418609084498944
29,0.009300247818869171,0.33384796483064066,0.2937079763124565,0.3724440588569029,1.0939476778097663,0.0010333608718633236
30,0.009224705525109796,0.33373756884215316,0.2939224363234551,0.37233999483439173,1.0939864237241625,0.001024967283642657
31,0.009150107928702949,0.3336280724860905,0.29413531921277236,0.37223660830113725,1.0940246746785087,0.001016678661794808
32,0.009076441861477678,0.33351947041195656,0.2943466364016299,0.37213389318641366,1.0940624377323729,0.0010084935431896671
33,0.009003694323866874,0.333411757248199,0.29455639928988325,0.37203184346191776,1.0940997198513627,0.0010004104834308838
34,0.008931852483707488,0.33330492760411307,0.29476461925378605,0.37193045314210094,1.0941365279079047,0.0009924280567225605
