step,disc_loss,disc_loss_real,disc_loss_fake,disc_grad_norm,gen_loss,gen_grad_norm,real_score_mean,real_score_std,real_score_min,real_score_max,fake_score_mean_disc,fake_score_std_disc,fake_score_min_disc,fake_score_max_disc,fake_score_mean_gen,fake_score_std_gen,fake_score_min_gen,fake_score_max_gen
1,0.699430760553867,0.6210513140623082,0.7689212991292782,0.23549206370825976,0.5956435975059159,0.057531100486563645,0.5397433741502362,0.048290046544706734,0.398880290111874,0.6176406259472187,0.5338192230088252,0.04954747320117171,0.430686048639516,0.6310685283379962,0.5517314050966241,0.024049423547150575,0.5064171488064336,0.6023416440872397
2,0.7124646102485068,0.6139337728344021,0.7864265317431725,0.2534642321457022,0.5985625384285029,0.06553639885970117,0.541853332065735,0.02640181058151839,0.5116836660454569,0.5903420147773915,0.5436047029827394,0.029714727732249986,0.4608481833076514,0.593038747759645,0.5498942145165495,0.017924064482286194,0.5133182010702436,0.5880956973666326
3,0.6896646159217814,0.5959267094273575,0.7859641642182433,0.2535088521178537,0.6011898589390596,0.0547912871273122,0.552532831901873,0.04021691336488364,0.48796742093560974,0.6226677809347563,0.543106519639496,0.03396393719657057,0.45772087322385246,0.5906256910179901,0.5495218562263327,0.03887095235434749,0.4802490909456578,0.6156790686693079
4,0.6906260574254818,0.6020329237069111,0.7649438790984127,0.25791791909166906,0.6082161650479809,0.05254733129777982,0.5481375964923525,0.022094930145606373,0.5130084577904555,0.5963743846869289,0.5318918403096928,0.05585504862960558,0.3293606959480371,0.5843565482567015,0.5451490291866177,0.030215458902072334,0.4923390468988087,0.6170978581125152
5,0.6952214352606724,0.5892400355495082,0.7828146151190598,0.25687905508708825,0.6048945299842681,0.05689743619523336,0.555908219969655,0.03634898220929417,0.4937016457267895,0.6471234406037326,0.54176495918446,0.032546334030451964,0.46062692704497754,0.5987961020191546,0.5467097340316548,0.02503686250002807,0.49151657301061913,0.5922779387817556
6,0.7160112663080669,0.6179432762459189,0.8063611395410658,0.27377850321755826,0.6244973053377134,0.06746151057984717,0.5409173627925955,0.04375083344732614,0.4305672323048549,0.6056510604904878,0.5521222718763996,0.03531231856381203,0.4697741467275081,0.6122710988198787,0.5368127657017198,0.0357237972530418,0.4380473468697641,0.5793581021445913
7,0.7043236112510141,0.640136610376339,0.7708092752193216,0.2780490321434298,0.5923256196970583,0.07259064102458339,0.5284558067497112,0.03564866065218158,0.45499218361780397,0.5890402141670863,0.5368402200858549,0.0220038937540906,0.4841066639806168,0.584446705895276,0.5552531103160534,0.048887865881935784,0.4370881585317228,0.6528165306739449
8,0.6944228141393471,0.5925588441179843,0.7991874922829274,0.25512278911684466,0.6156029338604647,0.04639461409302694,0.5542178205547962,0.03774597798375865,0.4681087019081589,0.6204231506109432,0.5488365095381531,0.0366368520760082,0.47078067202323437,0.6139271595949516,0.5407735853440665,0.022506004218955246,0.510918412995192,0.5963342558720869
9,0.6953806576389278,0.636551429311162,0.7724072656462455,0.272909938666803,0.5872201018564838,0.07039250149206244,0.5316144114792793,0.050854245811169665,0.4418425414611441,0.6201734714420079,0.5372621965256039,0.02817564563048857,0.45962265793378265,0.5908131672426225,0.556484848165222,0.026559949588385038,0.5263561600935025,0.6190956185051666
10,0.7051516613224469,0.6245529587521574,0.8034918656933985,0.2495002482032617,0.625510288322846,0.05766002266384511,0.5386434181526678,0.05710323318960964,0.4127274917840572,0.6386173321646478,0.5513554811693265,0.027598317579656705,0.5166088308057922,0.6051488432535198,0.5361907444952472,0.035935311572533574,0.4487511755644049,0.633642225916047
11,0.721151795090592,0.6146504705725467,0.7958928928521755,0.24773990155491094,0.6405966562699112,0.056317530377602475,0.5440555734322502,0.057288364270402965,0.4018520039265244,0.6383204708167171,0.547383232175645,0.03493080171511075,0.4707239599810997,0.6488042401090537,0.5279742574121579,0.03239346376730953,0.45856060287800465,0.6015754470270775
12,0.6976678884057796,0.6322856045253364,0.771109015384992,0.24784400959037073,0.6240854476367902,0.048089641926896375,0.5324772888003584,0.034549848938061276,0.4782798874215562,0.6101858074273224,0.5362957234318408,0.033396267681719854,0.4539607177310037,0.6107322483151154,0.53611858329013,0.019794254115773527,0.49959820405328,0.5699112166528699
13,0.6969471530923627,0.6187705454522243,0.7901063605886467,0.28887946543876,0.5956901584830401,0.06969428246986888,0.5409831333964235,0.05034135992114916,0.44798421832172386,0.6445739179648107,0.5455503116346595,0.024360225452127786,0.4971059400073533,0.5925948859303918,0.5516049607146623,0.021927108021903542,0.5208718488908782,0.6146057038739996
