step,loss,score_mean,score_std
1,0.19767422749259345,0.5668741145634111,0.10038025231607371
2,0.18891313579709207,0.6239699937288906,0.2179783713347603
3,0.2514127385849779,0.5040879626249398,0.07405396696266563
4,0.40955110534641076,0.3725395682539798,0.12587498698732766
5,0.21178019027902562,0.5529548998205169,0.10922851686405792
6,0.21376695025344972,0.551924256043393,0.1139959567043931
7,0.2734073990631031,0.4955239150981692,0.13751828641541214
8,0.24734952544836541,0.5093264084308489,0.08117236125889651
9,0.22897204262844462,0.5281290227332921,0.07943439853601669
10,0.2462747995529385,0.5201232540278777,0.1264638623260439
11,0.2313718357571079,0.5329884316873675,0.11520430135483316
12,0.17093442009928025,0.5929939525830568,0.07266703266441843
13,0.22206737217664924,0.5474576032630846,0.1314258405121494
14,0.2623517226786947,0.5210224486821553,0.1814723898410111
15,0.31141102262383913,0.46863711040891204,0.1704831443300465
16,0.24989367284376954,0.5440362412416783,0.20491638244085375
17,0.2663198970351185,0.4874267362299616,0.05990447871043577
18,0.25007911457095977,0.5080521216579585,0.08981313832509608
19,0.24984803871841038,0.5130476487288402,0.11280712105070106
20,0.14585766573644163,0.6272504966254271,0.08315932669465621
21,0.21051818154734958,0.560290915464395,0.13105000089556637
22,0.27017145007722565,0.5100347685899913,0.17350943016658713
23,0.2211580399095156,0.5389833876468137,0.0928532350813131
24,0.3217176743212484,0.44767506289628595,0.12905362643623947
25,0.24531300269081954,0.5121168274295886,0.0853405698291424
26,0.18668940100952142,0.5838281518252111,0.1161481553146296
27,0.18704625127942487,0.582109706031169,0.1114179234823333
28,0.272539842320843,0.48825893065090675,0.10325173381028215
29,0.28734504454718357,0.4701837528612406,0.08148490106964401
30,0.2968292625100635,0.45606583485959856,0.03106262706062223
31,0.25635638669900945,0.5039752040040102,0.10156667126820011
32,0.3203994568878147,0.45414400911067665,0.1498021842913149
33,0.20917632756178128,0.5641224715735753,0.1385175367375157
34,0.22104323836778864,0.5491310176602904,0.13326814830553682
35,0.1743271892143242,0.5919961669146494,0.08865698831063934
36,0.2113893858995025,0.5742581225013493,0.173589284965449
37,0.22909325674366424,0.5619081483881108,0.19279208107187354
38,0.2912206456488348,0.482801701326575,0.15403430069101537
39,0.22774849753287968,0.5324662549560153,0.0957115197130129
40,0.1898511707655556,0.6071848560680864,0.18854027064040405
41,0.2512350774532781,0.5281323600716142,0.16904439681021238
42,0.2658782129402955,0.5425867894071661,0.2380154784490485
43,0.23775911041288328,0.517643049925558,0.07135042652657814
44,0.21595482965979787,0.5442831734112694,0.09097804042542115
45,0.11913168941648243,0.6603336739240802,0.061306414555909516
46,0.17699361546416265,0.6000733987297191,0.13058456737899035
47,0.18223024006353483,0.5845992482236708,0.09834864345493374
48,0.1954059208734223,0.5673059483443541,0.09045318529852574
49,0.18210444367676681,0.5861107603299511,0.10392372753235954
50,0.15586155128313045,0.6224064672439525,0.1152591664892633
51,0.13243001188699888,0.6428573581905526,0.06985087988563636
52,0.16634946440159998,0.6068048578933893,0.10838378472682937
53,0.21850923080363777,0.5598869322687905,0.15751101115277896
54,0.2185731761953459,0.5629557900988023,0.1660287174128525
55,0.26696255113658995,0.49737988874506106,0.11973126227358208
56,0.15943341740181993,0.6392246448651304,0.17109810252764973
57,0.20143888512642766,0.5743268549853051,0.14227177844240624
58,0.146182509779882,0.6535129515698684,0.16164539955173546
59,0.20167296353468053,0.5724983439371678,0.1375328971551513
60,0.12938854694202723,0.6532209498626786,0.09556588019409948
61,0.18857326039269814,0.6131787409055929,0.19733872933078545
62,0.2640981070083627,0.5069618235671542,0.14495331611327458
63,0.18146737641226238,0.6291512588543047,0.20961533289428716
64,0.27040273761544875,0.53294049007272,0.22860042010534568
65,0.16963429396269872,0.6039682482208704,0.11310678898760647
66,0.20293371560553247,0.5796186710975437,0.16190507749502805
67,0.13708431719667366,0.6517162355372099,0.12562936259245205
68,0.16555825663676071,0.6032577659714242,0.09029870730156564
69,0.25355857149235833,0.543133787655979,0.21173529645372022
70,0.16010681279436573,0.6124465625639983,0.09954469391188898
71,0.12497714147662128,0.6595615562245163,0.0952827770445703
72,0.1832858828129565,0.5892176288274152,0.12059737364499772
73,0.20775813801995577,0.6113353510399202,0.2381132690054291
74,0.17670785821303142,0.6066395282289769,0.14824101199673967
75,0.19828735373634163,0.5884368543078784,0.1700092086995126
76,0.42398450686539124,0.41974522186372754,0.2954469491116824
77,0.23012012143506694,0.5463928967833438,0.15607920289577595
78,0.1612268459447893,0.6065353740429018,0.080077676205401
79,0.19936789214666611,0.5925470421521613,0.18261976751458578
80,0.2932471637684708,0.4727317200694954,0.12343145887837927
81,0.18093256174300512,0.6079588521024999,0.1650342397175453
82,0.2678564665274876,0.5381174406261415,0.23349725510506164
83,0.1437298008490257,0.6363322969818213,0.1071242399003947
84,0.121577071062631,0.6602628454719037,0.078458505067077
85,0.26604631503419307,0.5199847423641525,0.18876352332225188
86,0.2833940801343695,0.513913245675755,0.21705701483316486
87,0.23818458314203275,0.5344509471561079,0.14645361988142286
88,0.152922244522351,0.6358656373429519,0.14257773531522605
89,0.18489726425549224,0.6385924487874194,0.2329846483503054
90,0.20781403388887498,0.5634104589648935,0.13116252039147494
91,0.1471712046715938,0.6414846049719876,0.13652075427081867
92,0.1723787156877672,0.620116938146945,0.16753380308849303
93,0.1606078582228022,0.6249203260299483,0.14114919963616432
94,0.159750112934351,0.6305410028691845,0.15248003978617392
95,0.16713264225879249,0.6172191521202324,0.14356693533809017
96,0.35290242415471745,0.4424419505309639,0.20501572129937698
97,0.2585781004379448,0.5279963046104743,0.1891840697182371
98,0.1401418026258862,0.6375860064882315,0.09379712187951089
99,0.22941946219908094,0.5520022464218616,0.16946231208573176
100,0.19564434596334232,0.5917669126521503,0.17026477190960432
