run_dir,final_loss,final_entropy,final_var,min_loss,min_loss_step,steps_logged
logs\qgen_pce_20251206_154744,0.0015519431003257,1.0978421020636742,0.0001724381227757,0.0015519431003257,300,300
logs\qgen_pce_20251206_154750,0.0017857163950506,1.097727192424307,0.0001984129333786,0.0017857163950506,300,300
logs\qgen_pce_20251206_154802,0.001844766020466,1.097698077726473,0.0002049740028889,0.001844766020466,300,300
logs\qgen_pce_20251206_154738,0.002425689845478,1.0974126469307168,0.0002695210947505,0.002425689845478,300,300
logs\qgen_pce_20251206_154756,0.002681488370894,1.0972851187325274,0.0002979431532153,0.002681488370894,300,300
