step,loss_d,loss_g,score_real,score_fake_d,score_fake_g,grad_norm_d,grad_norm_g,real_mean,real_std,real_min,real_max,real_near_zero_frac,real_near_one_frac,real_clip_frac,fake_d_mean,fake_d_std,fake_d_min,fake_d_max,fake_d_near_zero_frac,fake_d_near_one_frac,fake_g_mean,fake_g_std,fake_g_min,fake_g_max,fake_g_near_zero_frac,fake_g_near_one_frac
1,0.6970536112785339,0.7456505298614502,0.4742313027381897,0.47442224621772766,0.47454941272735596,0.07070339471101761,0.006579185836017132,0.3931690752506256,0.21107007563114166,0.050466060638427734,1.0,0.0,0.02083333395421505,0.010416666666666666,0.5082810521125793,0.013448200188577175,0.48668184876441956,0.5335874557495117,0.0,0.0,0.5124037861824036,0.013238774612545967,0.48710551857948303,0.538593053817749,0.0,0.0
2,0.6940644979476929,0.7463128566741943,0.4760380685329437,0.47411441802978516,0.4742497503757477,0.06276367604732513,0.006880015600472689,0.43663910031318665,0.23347154259681702,0.05403589829802513,1.0,0.0,0.02083333395421505,0.020833333333333332,0.5130934715270996,0.012973308563232422,0.4909915328025818,0.5382099151611328,0.0,0.0,0.5163593292236328,0.01363311056047678,0.4903625249862671,0.5401971936225891,0.0,0.0
3,0.6918449401855469,0.7439711689949036,0.47951844334602356,0.4752337634563446,0.47534385323524475,0.07838642597198486,0.0071092830039560795,0.43125173449516296,0.24102722108364105,0.029040740802884102,0.9115108847618103,0.03125,0.0,0.0,0.5171036124229431,0.014123848639428616,0.487187922000885,0.542366623878479,0.0,0.0,0.5163741111755371,0.0164690762758255,0.48744314908981323,0.5503314137458801,0.0,0.0
4,0.6918697357177734,0.7418786287307739,0.4797782897949219,0.4762278199195862,0.47641438245773315,0.06102116405963898,0.00842995848506689,0.4461117684841156,0.22630152106285095,0.05801970139145851,0.9966835379600525,0.0,0.02083333395421505,0.0,0.5165863633155823,0.016806710511446,0.48518645763397217,0.5440046191215515,0.0,0.0,0.5154769420623779,0.021481245756149292,0.470773845911026,0.557579755783081,0.0,0.0
5,0.6889698505401611,0.7337731122970581,0.48649320006370544,0.4801740050315857,0.48039400577545166,0.06678294390439987,0.012530623935163021,0.4856642484664917,0.2520163059234619,0.059128161519765854,1.0,0.0,0.0416666679084301,0.03125,0.5161972641944885,0.022316211834549904,0.4691717028617859,0.5569701194763184,0.0,0.0,0.5135555267333984,0.026333918794989586,0.45825129747390747,0.5708674192428589,0.0,0.0
6,0.6904645562171936,0.72868812084198,0.48735401034355164,0.48253700137138367,0.4830332398414612,0.06785724312067032,0.016391463577747345,0.4716115891933441,0.26861855387687683,0.0388973206281662,1.0,0.02083333395421505,0.0729166641831398,0.03125,0.5146306157112122,0.02846268005669117,0.4550013542175293,0.5719724297523499,0.0,0.0,0.5143352746963501,0.037968773394823074,0.434514582157135,0.58716881275177,0.0,0.0
7,0.6883032321929932,0.7236486077308655,0.49152663350105286,0.4849262237548828,0.4855665862560272,0.05660073831677437,0.017359457910060883,0.48052504658699036,0.24785307049751282,0.05579375848174095,1.0,0.0,0.0520833320915699,0.010416666666666666,0.5136178135871887,0.036983292549848557,0.4297695755958557,0.5886727571487427,0.0,0.0,0.5128912329673767,0.048834770917892456,0.40996086597442627,0.5987924933433533,0.0,0.0
8,0.6876899600028992,0.7238557934761047,0.4928533136844635,0.4849005937576294,0.4856576919555664,0.07984162867069244,0.021483220160007477,0.4754956066608429,0.288169264793396,0.07082191854715347,1.0,0.0,0.0520833320915699,0.041666666666666664,0.5126705765724182,0.04702972620725632,0.40641820430755615,0.6008445620536804,0.0,0.0,0.5096063017845154,0.058181412518024445,0.37836188077926636,0.6169286370277405,0.0,0.0
9,0.6862184405326843,0.7256787419319153,0.4935109317302704,0.4838278889656067,0.48503971099853516,0.09141991287469864,0.026608405634760857,0.4344404637813568,0.25334233045578003,0.07093928009271622,1.0,0.0,0.0520833320915699,0.052083333333333336,0.5090507864952087,0.0543360710144043,0.38991406559944153,0.6006965041160583,0.0,0.0,0.5031960606575012,0.07152025401592255,0.35511651635169983,0.6202598214149475,0.0,0.0
10,0.6852956414222717,0.7375864386558533,0.49139803647994995,0.47811540961265564,0.4795597195625305,0.10473509877920151,0.034159526228904724,0.37781259417533875,0.1940692514181137,0.04517294093966484,0.8786069750785828,0.010416666977107525,0.0,0.0,0.503622829914093,0.06823505461215973,0.3547968566417694,0.6232926845550537,0.0,0.0,0.49240684509277344,0.08403801918029785,0.3333304822444916,0.6257678270339966,0.0,0.0
