step,loss_d,loss_g,score_real,score_fake_d,score_fake_g,grad_norm_d,grad_norm_g,real_mean,real_std,real_min,real_max,real_near_zero_frac,real_near_one_frac,real_clip_frac,fake_d_mean,fake_d_std,fake_d_min,fake_d_max,fake_d_near_zero_frac,fake_d_near_one_frac,fake_g_mean,fake_g_std,fake_g_min,fake_g_max,fake_g_near_zero_frac,fake_g_near_one_frac
1,0.6970535516738892,0.7399753332138062,0.47440624237060547,0.47712114453315735,0.4896852970123291,0.07070338726043701,0.008566917851567268,0.3931690752506256,0.21107007563114166,0.050466060638427734,1.0,0.0,0.02083333395421505,0.010416666666666666,0.5082810521125793,0.013448200188577175,0.48668184876441956,0.5335874557495117,0.0,0.0,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
2,0.707938015460968,0.7139923572540283,0.47562095522880554,0.4896852970123291,0.4896852970123291,0.20013456046581268,0.0,0.43663910031318665,0.23347154259681702,0.05403589829802513,1.0,0.0,0.02083333395421505,0.020833333333333332,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
3,0.7068599462509155,0.7139923572540283,0.47665831446647644,0.4896852970123291,0.4896852970123291,0.19820204377174377,0.0,0.43125173449516296,0.24102722108364105,0.029040740802884102,0.9115108847618103,0.03125,0.0,0.0,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
4,0.7080272436141968,0.7139923572540283,0.47553586959838867,0.4896852970123291,0.4896852970123291,0.2014797478914261,0.0,0.4461117684841156,0.22630152106285095,0.05801970139145851,0.9966835379600525,0.0,0.02083333395421505,0.0,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
5,0.7057710886001587,0.7139923572540283,0.4776957631111145,0.4896852970123291,0.4896852970123291,0.17554569244384766,0.0,0.4856642484664917,0.2520163059234619,0.059128161519765854,1.0,0.0,0.0416666679084301,0.03125,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
6,0.7080168128013611,0.7139923572540283,0.47554925084114075,0.4896852970123291,0.4896852970123291,0.19910043478012085,0.0,0.4716115891933441,0.26861855387687683,0.0388973206281662,1.0,0.02083333395421505,0.0729166641831398,0.03125,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
7,0.7065033912658691,0.7139923572540283,0.4769934117794037,0.4896852970123291,0.4896852970123291,0.19008231163024902,0.0,0.48052504658699036,0.24785307049751282,0.05579375848174095,1.0,0.0,0.0520833320915699,0.010416666666666666,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
8,0.7064228653907776,0.7139923572540283,0.4770735502243042,0.4896852970123291,0.4896852970123291,0.18909133970737457,0.0,0.4754956066608429,0.288169264793396,0.07082191854715347,1.0,0.0,0.0520833320915699,0.041666666666666664,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
9,0.7079405784606934,0.7139923572540283,0.4756222665309906,0.4896852970123291,0.4896852970123291,0.20790278911590576,0.0,0.4344404637813568,0.25334233045578003,0.07093928009271622,1.0,0.0,0.0520833320915699,0.052083333333333336,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
10,0.7094417214393616,0.7139923572540283,0.47419050335884094,0.4896852970123291,0.4896852970123291,0.2242521494626999,0.0,0.37781259417533875,0.1940692514181137,0.04517294093966484,0.8786069750785828,0.010416666977107525,0.0,0.0,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
11,0.7090890407562256,0.7139923572540283,0.4745231866836548,0.4896852970123291,0.4896852970123291,0.21383284032344818,0.0,0.4182296693325043,0.23333516716957092,0.040744900703430176,1.0,0.02083333395421505,0.03125,0.03125,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
12,0.7083487510681152,0.7139923572540283,0.4752349853515625,0.4896852970123291,0.4896852970123291,0.21179239451885223,0.0,0.40848401188850403,0.22985558211803436,0.04468752071261406,1.0,0.010416666977107525,0.03125,0.03125,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
13,0.7078192234039307,0.7139923572540283,0.4757387042045593,0.4896852970123291,0.4896852970123291,0.20149970054626465,0.0,0.4411865174770355,0.26629701256752014,0.054731741547584534,1.0,0.0,0.0520833320915699,0.052083333333333336,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
14,0.7071676850318909,0.7139923572540283,0.47635844349861145,0.4896852970123291,0.4896852970123291,0.193456768989563,0.0,0.4583812952041626,0.2801460921764374,0.04369417950510979,1.0,0.010416666977107525,0.0625,0.052083333333333336,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
15,0.7083519697189331,0.7139923572540283,0.47522854804992676,0.4896852970123291,0.4896852970123291,0.2009977251291275,0.0,0.4573868215084076,0.2596598267555237,0.02763579972088337,1.0,0.010416666977107525,0.0625,0.041666666666666664,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
16,0.7085573673248291,0.7139923572540283,0.47503790259361267,0.4896852970123291,0.4896852970123291,0.2120903581380844,0.0,0.40972116589546204,0.2539658546447754,0.022573940455913544,1.0,0.010416666977107525,0.0416666679084301,0.020833333333333332,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184,0.8333333134651184,0.374634325504303,0.0,1.0,0.1666666716337204,0.8333333134651184
