step,loss,score_mean,score_std
1,0.3017580636685139,0.4782377923940818,0.17182043733057697
2,0.28329104071461264,0.5316938228323544,0.2529434035995592
3,0.2703074751860371,0.545469146885311,0.2524067729344395
4,0.29420433011184843,0.5014936830600293,0.21376571843258257
5,0.44349873032353127,0.3813850812904524,0.24660558208809852
6,0.3205655492317817,0.46828633241328554,0.19454080614059416
7,0.26336064066889747,0.5234333132662498,0.19038076065578097
8,0.45607955663056154,0.3671969198892284,0.23588094219110106
9,0.18385513891484379,0.62684296060479,0.2112083403857447
10,0.3801883057717482,0.41776842139907017,0.20296476302995517
11,0.2650887897372055,0.5321245008320987,0.21489836500234594
12,0.2734003361557854,0.4898276743937977,0.11456236124812037
13,0.30309032235024275,0.5002100437953116,0.23086862569489341
14,0.304060388013854,0.5215307643587216,0.27409410585192306
15,0.4486541813448765,0.38414419289872015,0.263392875099464
16,0.23667908784806518,0.537642098111063,0.15134152981123342
17,0.4584819491153157,0.34977935351824235,0.18893136442275224
18,0.4320983668703865,0.39992258311155227,0.2683383331597872
19,0.40723518380295065,0.38066583238619756,0.15381928694511746
20,0.3428406107546201,0.45901491225347263,0.22399943288620802
21,0.40342634893930396,0.38254248746385255,0.14890456526045015
22,0.20244207219790927,0.6113017606240441,0.2266180732121413
23,0.16941513881498416,0.6566614789927507,0.22701057018772047
24,0.20966841557165117,0.6104569437542899,0.2406753479525295
25,0.44537524081151003,0.3768383473910125,0.23884052414638712
26,0.29346209987914695,0.4944571327199239,0.19464970977334772
27,0.31028117485434525,0.4941054796381221,0.23313495969599235
28,0.32687695857098653,0.5033484378333042,0.2832210880129588
29,0.2537531855361937,0.566716302937432,0.25694050605099156
30,0.47616904076764904,0.366048548103608,0.2725336637596807
31,0.2468439717668354,0.5711780744844128,0.2509098009460443
32,0.20048183926665308,0.6065183042038815,0.21366795393915708
33,0.210855459437649,0.6171191223194876,0.2534910119809083
34,0.38216782643850433,0.4248215469869263,0.2265779645291208
35,0.3358482253392505,0.4537329958270921,0.19349569976372855
36,0.20407582609476668,0.6140690844736731,0.23480450323589117
37,0.36284856243594443,0.4253124730407287,0.18050708893622402
38,0.36994954334024766,0.41513303627255305,0.16697358608604682
39,0.34935100301915323,0.46149062162121557,0.24363631249589915
40,0.35824335846449007,0.4302830008827769,0.18348269602226652
41,0.3471597331398961,0.48768785765169476,0.2910257759882201
42,0.2963628719961512,0.53015526817395,0.27497054436397605
43,0.3358792823775034,0.4666869714659769,0.22684024402484423
44,0.2506153596091228,0.5428138687659768,0.20395146792069105
45,0.28462059851041666,0.5436121708125318,0.2762801986472929
46,0.3317159324933678,0.49061869343230574,0.26878730874889234
47,0.155899404570914,0.6757681724099908,0.22532893002110477
48,0.4581804609505841,0.3586636990389295,0.21649067064965133
49,0.2587464215157198,0.5430667367463637,0.22351379086501438
50,0.1796915125798652,0.5915519464130616,0.11340943647068463
51,0.3461106615761225,0.45479008640578694,0.22103577095308324
52,0.23839104046955623,0.5605462744153424,0.21277091854318775
53,0.5358529377205989,0.3068019757677183,0.23522210239880273
54,0.3727031433893474,0.4095436495888051,0.15512718014952367
55,0.27344424857923005,0.5243166993727484,0.21718574160620688
56,0.21701619111658232,0.5605688569294633,0.15464948054655775
57,0.3957844812774999,0.3864927753197136,0.13926006943261565
58,0.38898362116180096,0.4251150683066789,0.24184899599285126
59,0.2287823316496515,0.5813579881564319,0.2313464886225932
60,0.2345753039946925,0.5474752681584103,0.17261712342918134
61,0.3521230664501773,0.4723624472207554,0.2715173653736169
62,0.19810431810806534,0.6031308492369507,0.20149242040033596
63,0.2950974152379211,0.47971757632806833,0.15621656490615576
64,0.3662338715626774,0.46868561085769656,0.2897220941165036
65,0.3620005402797821,0.44595485605157803,0.2345943714349409
66,0.20899750809926265,0.6048468865871479,0.22989459599649095
67,0.38184417546589683,0.464578311402845,0.3084927733797215
68,0.23447544401874754,0.538013578300581,0.14506546942187748
69,0.2643463007262097,0.515015505066022,0.17069370423126415
