step,loss_d,loss_g,score_real,score_fake,grad_norm_d,grad_norm_g
59,0.5002977848052979,0.29030776023864746,0.455471009016037,0.45141929388046265,0.052153851836919785,0.00446526613086462
60,0.503183126449585,0.2679981291294098,0.46131613850593567,0.4614998996257782,0.08343379944562912,0.0015642426442354918
61,0.5007838010787964,0.25251561403274536,0.4822644591331482,0.48242270946502686,0.04125893488526344,0.0009189463453367352
62,0.5002092123031616,0.24729850888252258,0.4972473978996277,0.49744170904159546,0.016640085726976395,0.001606677775271237
63,0.5003503561019897,0.24734188616275787,0.5024111866950989,0.5027468204498291,0.022851761430501938,0.0012475159019231796
64,0.5003565549850464,0.24993231892585754,0.5024895668029785,0.502831220626831,0.028417879715561867,0.00016190268797799945
65,0.5000792741775513,0.25369349122047424,0.49999430775642395,0.5000736117362976,0.033345915377140045,0.0009329949971288443
66,0.4994833469390869,0.25846073031425476,0.4968396723270416,0.49629849195480347,0.035499416291713715,0.002397632459178567
67,0.49897634983062744,0.26418837904930115,0.49276357889175415,0.4916129410266876,0.028096018359065056,0.004347578622400761
68,0.49744081497192383,0.2753041386604309,0.4892037510871887,0.4863320291042328,0.044689301401376724,0.009299852885305882
69,0.5010079741477966,0.26711511611938477,0.4768878221511841,0.47677597403526306,0.04269668087363243,0.012655537575483322
70,0.5008198022842407,0.2547457814216614,0.48612895607948303,0.486524760723114,0.028784237802028656,0.010415732860565186
71,0.5024765729904175,0.23980596661567688,0.49533167481422424,0.4977595806121826,0.046460893005132675,0.007050320040434599
72,0.5029590129852295,0.23826278746128082,0.5088076591491699,0.5115523338317871,0.07988638430833817,0.0
73,0.5002821683883667,0.23963963985443115,0.5118783116340637,0.5118783116340637,0.011871635913848877,0.0
74,0.5002192258834839,0.2415102869272232,0.5104699730873108,0.5104699730873108,0.010465443134307861,0.0
75,0.5001466274261475,0.24342738091945648,0.5085630416870117,0.5085630416870117,0.008560478687286377,0.0
76,0.500087559223175,0.2451549619436264,0.5066164135932922,0.5066164135932922,0.006615281105041504,0.0
77,0.500039279460907,0.24694277346134186,0.504868745803833,0.5048606395721436,0.006855152081698179,0.003769019152969122
78,0.4999839663505554,0.24916885793209076,0.5034205913543701,0.5033813714981079,0.005931743420660496,0.027534566819667816
79,0.5000104904174805,0.24863597750663757,0.5022916197776794,0.5022916197776794,0.0022916197776794434,0.0019551420118659735
80,0.500004231929779,0.2491442859172821,0.5014520287513733,0.5014520287513733,0.0014520734548568726,0.0
81,0.5000014901161194,0.24954618513584137,0.5008564591407776,0.5008564591407776,0.0008564293384552002,0.0
82,0.5000004172325134,0.24980340898036957,0.5004540085792542,0.5004540085792542,0.0004539787769317627,0.0
83,0.5000534057617188,0.2499534785747528,0.5001433491706848,0.500196635723114,0.011291276663541794,0.0
84,0.5,0.2500346899032593,0.5000465512275696,0.5000465512275696,4.653632640838623e-05,0.0
85,0.5,0.25007128715515137,0.49996525049209595,0.49996525049209595,3.4749507904052734e-05,0.0
86,0.5,0.2500808537006378,0.49992871284484863,0.49992871284484863,7.128715515136719e-05,0.0
87,0.5,0.2500756084918976,0.4999191462993622,0.4999191462993622,8.086860179901123e-05,0.0
88,0.5,0.25006353855133057,0.4999243915081024,0.4999243915081024,7.562339305877686e-05,0.0
89,0.5,0.2500494718551636,0.4999365210533142,0.4999365210533142,6.347894668579102e-05,0.0
90,0.5,0.2500360310077667,0.49995046854019165,0.49995046854019165,4.953145980834961e-05,0.0
91,0.5,0.2500247657299042,0.4999639689922333,0.4999639689922333,3.604590892791748e-05,0.0
92,0.5,0.25001585483551025,0.4999752342700958,0.4999752342700958,2.4750828742980957e-05,0.0
93,0.5,0.2500094175338745,0.4999842047691345,0.4999842047691345,1.5795230865478516e-05,0.0
94,0.5,0.2500048875808716,0.4999905228614807,0.4999905228614807,9.47713851928711e-06,0.0
95,0.5,0.25000202655792236,0.4999951720237732,0.4999951720237732,4.827976226806641e-06,0.0
96,0.5,0.2500002682209015,0.4999980330467224,0.4999980330467224,1.9669532775878906e-06,0.0
97,0.5,0.24999940395355225,0.4999997317790985,0.4999997317790985,2.8312206268310547e-07,0.0
98,0.5,0.2499990165233612,0.500000536441803,0.500000536441803,5.364418029785156e-07,0.0
99,0.5,0.24999892711639404,0.5000010132789612,0.5000010132789612,9.98377799987793e-07,0.0
100,0.5,0.2499990463256836,0.5000010132789612,0.5000010132789612,1.0132789611816406e-06,0.0
