run_id,run_dir,status,score,notes,final_loss_d,final_loss_g,final_score_real,final_score_fake_d,final_score_fake_g,mean_loss_d_last,mean_loss_g_last,std_loss_d_last,std_loss_g_last,max_grad_norm_d,max_grad_norm_g,mean_fake_g_near_zero_last,mean_fake_g_near_one_last,disc_lr,gen_lr,disc_steps_per_gen,grad_clip_norm,training_steps,batch_size,disc_warmup_steps,latent_distribution,label_real,label_fake
run_004,logs\hparam_search_cgan_20260323_201419\runs\cgan_comparable_20260323_201516_run_004,ok,-0.11373947769582288,ok,0.6452898979187012,0.6745253205299377,0.5676388740539551,0.5090227723121643,0.5112853050231934,0.6887132778763772,0.7104918599128723,0.022645403062948367,0.0449218393245852,0.8320335149765015,2.2615466117858887,0.0032552084070630316,0.000520833348855375,0.0005,0.0005,1,1.0,400,16,0,uniform,1.0,0.0
run_002,logs\hparam_search_cgan_20260323_201419\runs\cgan_comparable_20260323_201444_run_002,ok,-0.16919653881154598,ok,0.6446084976196289,0.8056163787841797,0.5033376216888428,0.4454469978809356,0.4557911455631256,0.6675665964682896,0.7390670289595922,0.024553816954436692,0.05442443880548057,0.8181343078613281,2.4192681312561035,0.0,0.0,0.001,0.001,1,1.0,300,16,0,uniform,1.0,0.0
run_001,logs\hparam_search_cgan_20260323_201419\runs\cgan_comparable_20260323_201427_run_001,ok,-0.3159965161430713,balanced-discriminator,0.6952983140945435,0.5365327596664429,0.6072009801864624,0.5848276615142822,0.5895268321037292,0.6876029908657074,0.6713058183590571,0.050561795615760456,0.19878729105588558,1.0483384132385254,2.537760734558105,0.1633680555348595,0.0338541669305414,0.0005,0.0005,1,1.0,300,16,0,uniform,1.0,0.0
run_003,logs\hparam_search_cgan_20260323_201419\runs\cgan_comparable_20260323_201501_run_003,ok,-0.3730360307537006,balanced-discriminator,0.6881165504455566,0.7560366988182068,0.4886117279529571,0.4720708727836609,0.4883133172988891,0.6474776799480121,0.8610828995704651,0.12131981213389906,0.13314810499897253,1.4398139715194702,1.6545299291610718,0.07604166675979893,0.007638888992369168,0.002,0.002,1,1.0,300,16,0,uniform,1.0,0.0
