step,loss_d,loss_g,score_real,score_fake_d,score_fake_g,grad_norm_d,grad_norm_g
1,0.5288888216018677,0.14550182223320007,0.617559552192688,0.6185687184333801,0.6185529232025146,0.04772317409515381,0.0012959601590409875
2,0.5290719866752625,0.14498624205589294,0.6183863878250122,0.6192265748977661,0.6192294955253601,0.044639747589826584,0.0015483282040804625
3,0.5310914516448975,0.14399662613868713,0.6178103685379028,0.6205012798309326,0.6205312609672546,0.05722799152135849,0.00217641843482852
4,0.5322710871696472,0.1430925577878952,0.6180720925331116,0.6216115951538086,0.6217243075370789,0.06665369123220444,0.001208896515890956
5,0.5329871773719788,0.14283409714698792,0.6177626252174377,0.6219978332519531,0.6220660209655762,0.07126682251691818,0.0005902131088078022
6,0.5329949855804443,0.14278098940849304,0.6179798245429993,0.6221373081207275,0.6221362948417664,0.07115989178419113,0.00010309801291441545
7,0.5327975749969482,0.1427725851535797,0.6182543635368347,0.6221467852592468,0.6221473217010498,0.07064391672611237,1.9420571334194392e-05
8,0.5330781936645508,0.14277110993862152,0.6178896427154541,0.6221489310264587,0.6221493482589722,0.07169797271490097,5.242884071776643e-06
9,0.5329669713973999,0.14277103543281555,0.6180353164672852,0.6221481561660767,0.6221494674682617,0.0706658735871315,4.635171990230447e-06
10,0.5327024459838867,0.1427716612815857,0.6183835864067078,0.6221498250961304,0.6221486330032349,0.07013078033924103,9.19323429116048e-06
11,0.5331218838691711,0.14277172088623047,0.6178343892097473,0.6221492886543274,0.6221485137939453,0.07204960286617279,9.980805771192536e-06
12,0.5327080488204956,0.14277079701423645,0.6183762550354004,0.6221497654914856,0.6221498250961304,0.06877714395523071,1.758240841809311e-06
13,0.5326919555664062,0.142770916223526,0.6183974742889404,0.622149646282196,0.622149646282196,0.06954161822795868,3.0556025194528047e-06
14,0.533176064491272,0.1427706927061081,0.6177635788917542,0.6221497654914856,0.6221499443054199,0.07250092178583145,6.088746999921568e-07
15,0.5329179763793945,0.14277081191539764,0.6181010007858276,0.6221497654914856,0.6221497654914856,0.0716947466135025,1.775684381755127e-06
16,0.5327663421630859,0.14277082681655884,0.6183006763458252,0.6221499443054199,0.6221497654914856,0.06928960978984833,2.2528035970026394e-06
17,0.5328300595283508,0.1427706629037857,0.6182162165641785,0.6221497654914856,0.6221499443054199,0.07034283876419067,1.0912977188581863e-07
18,0.5329623222351074,0.14277084171772003,0.6180437803268433,0.6221498847007751,0.6221497654914856,0.07156067341566086,2.3125171537685674e-06
19,0.5332506895065308,0.14277103543281555,0.6176647543907166,0.622149646282196,0.6221494674682617,0.07244980335235596,4.222363259032136e-06
20,0.5328752398490906,0.1427706927061081,0.6181567907333374,0.6221497654914856,0.6221498847007751,0.0711732879281044,4.985481041330786e-07
21,0.5329750776290894,0.1427706778049469,0.6180263757705688,0.6221498847007751,0.6221499443054199,0.07108660042285919,3.83587149599407e-07
22,0.5329112410545349,0.14277076721191406,0.6181106567382812,0.6221499443054199,0.6221497654914856,0.07058499753475189,1.6532117115275469e-06
23,0.5326898694038391,0.1427707076072693,0.6184000968933105,0.6221497654914856,0.6221499443054199,0.07008852064609528,5.787939016954624e-07
24,0.5327878594398499,0.14277076721191406,0.6182719469070435,0.6221497654914856,0.6221498250961304,0.06970476359128952,1.3239615554994089e-06
25,0.5330134034156799,0.1427706629037857,0.6179763674736023,0.6221497058868408,0.6221499443054199,0.07259596884250641,1.449021596044986e-07
26,0.5331354141235352,0.1427709460258484,0.6178167462348938,0.6221499443054199,0.6221495866775513,0.0724237710237503,3.1202873742586235e-06
27,0.5329723358154297,0.14277106523513794,0.6180293560028076,0.6221491694450378,0.6221494674682617,0.07217220962047577,4.240223006490851e-06
28,0.532898485660553,0.1427706778049469,0.6181265115737915,0.6221495866775513,0.6221499443054199,0.07172933220863342,4.186937303529703e-07
29,0.5329707860946655,0.1427708864212036,0.6180322766304016,0.622149646282196,0.622149646282196,0.0712369829416275,2.587313929325319e-06
30,0.5330467224121094,0.1427707076072693,0.6179320812225342,0.6221498847007751,0.6221498847007751,0.07162794470787048,7.128528523026034e-07
31,0.5329716205596924,0.1427709013223648,0.6180315017700195,0.6221497058868408,0.6221497058868408,0.07217708230018616,2.9221773729659617e-06
32,0.5328818559646606,0.1427706927061081,0.6181495785713196,0.6221498847007751,0.6221498847007751,0.07085030525922775,5.68139398637868e-07
33,0.5329501032829285,0.14277082681655884,0.6180595755577087,0.6221499443054199,0.6221497654914856,0.07135213166475296,2.0808479348488618e-06
34,0.5331404805183411,0.14277076721191406,0.6178103089332581,0.6221498847007751,0.6221498250961304,0.07186664640903473,1.370441850667703e-06
35,0.532712459564209,0.14277073740959167,0.6183707118034363,0.6221498250961304,0.6221498847007751,0.06912637501955032,1.0619932027111645e-06
36,0.5328637361526489,0.1427706778049469,0.6181721687316895,0.6221498250961304,0.6221499443054199,0.07014735043048859,2.3353196354491956e-07
37,0.5328364372253418,0.14277079701423645,0.6182084083557129,0.6221498250961304,0.6221498250961304,0.07084377110004425,1.7011361705954187e-06
38,0.533170223236084,0.1427709013223648,0.6177712678909302,0.6221499443054199,0.622149646282196,0.07325206696987152,2.667992021088139e-06
39,0.5330470204353333,0.1427707076072693,0.617932915687561,0.6221498847007751,0.6221498250961304,0.07165978848934174,9.234769891008909e-07
40,0.5329908132553101,0.1427706927061081,0.6180056929588318,0.6221499443054199,0.6221498847007751,0.07208772003650665,5.272514727039379e-07
41,0.5325443744659424,0.1427707076072693,0.6185905933380127,0.6221499443054199,0.6221498847007751,0.06927487254142761,8.318756954395212e-07
42,0.5330959558486938,0.1427707076072693,0.617868185043335,0.6221495866775513,0.6221498847007751,0.0734119564294815,7.448919063790527e-07
43,0.5326790809631348,0.1427707076072693,0.6184151768684387,0.6221499443054199,0.6221498847007751,0.06941275298595428,6.338163984764833e-07
44,0.5328767895698547,0.14277081191539764,0.618154764175415,0.6221497058868408,0.6221497654914856,0.06993822753429413,1.8055217196888407e-06
45,0.5330460071563721,0.14277072250843048,0.6179342269897461,0.6221498847007751,0.6221498250961304,0.07183321565389633,9.11248378088203e-07
46,0.5332075357437134,0.14277076721191406,0.6177220940589905,0.6221498250961304,0.6221497654914856,0.07292500138282776,1.3273782997202943e-06
47,0.5332345962524414,0.1427706778049469,0.61768639087677,0.6221497654914856,0.6221498847007751,0.0726594403386116,4.5355065481089696e-07
48,0.5331645011901855,0.14277073740959167,0.6177787184715271,0.6221499443054199,0.6221498250961304,0.07273811846971512,8.78930734415917e-07
49,0.5328515768051147,0.1427706629037857,0.6181877851486206,0.6221497654914856,0.6221499443054199,0.07092415541410446,1.8612472274526226e-07
50,0.532691240310669,0.1427706778049469,0.6183980107307434,0.6221498847007751,0.6221499443054199,0.06994615495204926,1.0484438917046646e-07
51,0.5328866243362427,0.14277073740959167,0.6181427836418152,0.6221499443054199,0.6221498847007751,0.07086103409528732,9.200471708936675e-07
52,0.532896876335144,0.1427706927061081,0.618128776550293,0.6221498847007751,0.6221499443054199,0.07032186537981033,3.5497097883308015e-07
53,0.5331648588180542,0.14277075231075287,0.6177781820297241,0.6221497654914856,0.6221498847007751,0.07296302914619446,1.2371050388537697e-06
54,0.5329697132110596,0.14277081191539764,0.6180340051651001,0.6221499443054199,0.6221497654914856,0.07192137837409973,1.8544117210694822e-06
55,0.5328971743583679,0.1427706629037857,0.6181290745735168,0.6221499443054199,0.6221499443054199,0.07135381549596786,8.685049834866732e-08
56,0.5331386923789978,0.14277085661888123,0.6178122162818909,0.6221499443054199,0.6221497058868408,0.07225706428289413,2.283604317199206e-06
57,0.5333037972450256,0.14277072250843048,0.6175960302352905,0.6221499443054199,0.6221498847007751,0.07324370741844177,6.93163315190759e-07
58,0.5327641367912292,0.1427706778049469,0.618302583694458,0.6221499443054199,0.6221499443054199,0.07036855816841125,1.8239531129893294e-07
59,0.5333654284477234,0.14277073740959167,0.6175150275230408,0.6221497654914856,0.6221498847007751,0.0740753710269928,1.0126539109478472e-06
60,0.5327258110046387,0.1427706629037857,0.6183534264564514,0.6221498847007751,0.6221499443054199,0.06899569928646088,1.5532637576143316e-07
61,0.5327571630477905,0.14277076721191406,0.6183118224143982,0.6221498847007751,0.6221498250961304,0.0689401850104332,1.304409011027019e-06
