step,disc_loss,disc_loss_real,disc_loss_fake,disc_grad_norm,gen_loss,gen_grad_norm,real_score_mean,real_score_std,real_score_min,real_score_max,fake_score_mean_disc,fake_score_std_disc,fake_score_min_disc,fake_score_max_disc,fake_score_mean_gen,fake_score_std_gen,fake_score_min_gen,fake_score_max_gen
1,0.7007354449301864,0.6211453828835841,0.7981106459077205,0.2752778119057915,nan,nan,0.5396938987855193,0.0483012959023574,0.3988511921808451,0.6176249927948938,0.5496487739468545,0.012515478577955505,0.5215641765897108,0.570646564538247,0.5496487739468545,0.012515478577955505,0.5215641765897108,0.570646564538247
2,0.7212417844001129,0.6227141230996204,0.8291887602907673,0.30176478449745536,nan,nan,0.5399011936772378,0.06009479851602757,0.4246090674404333,0.6457273172901156,0.5628267972375358,0.025715776691078725,0.5141244247640636,0.6135033276135398,0.5628267972375358,0.025715776691078725,0.5141244247640636,0.6135033276135398
3,0.7030587587126599,0.5862433561203452,0.8027816527463043,0.3018839466582287,nan,nan,0.5581512962097553,0.043498700383114104,0.4735475869556888,0.6278277109488868,0.5514370743458363,0.020931307947522185,0.5013950318371329,0.5889845567005518,0.5514370743458363,0.020931307947522185,0.5013950318371329,0.5889845567005518
4,0.7134969432749414,0.6348488646092881,0.795834981987155,0.2809266016518057,nan,nan,0.5327712880906864,0.05367497227786009,0.42575175841577223,0.6266953640011894,0.5482084775918044,0.022906661414938176,0.5163345273025484,0.5902797410980364,0.5482084775918044,0.022906661414938176,0.5163345273025484,0.5902797410980364
5,0.7140254259601206,0.651266043789549,0.7724874051319761,0.3064903592873014,nan,nan,0.522968263807255,0.03972187546766446,0.43016893792334016,0.5875877484579926,0.5377683003895991,0.018707350411156638,0.485481511267055,0.56782817863121,0.5377683003895991,0.018707350411156638,0.485481511267055,0.56782817863121
6,0.7169130650130313,0.629728660950544,0.7886052536020312,0.2969554445465226,nan,nan,0.5351110326558879,0.04965875272440999,0.44382118076721616,0.6134505503908732,0.5448359388289743,0.024813413902600258,0.490292147185988,0.5997802716991874,0.5448359388289743,0.024813413902600258,0.490292147185988,0.5997802716991874
7,0.7027918881498272,0.6317577026272909,0.7859537059202837,0.29961183638442435,nan,nan,0.5339230364794243,0.04790969757019816,0.41729606506799244,0.600800838431639,0.5438420693108421,0.02097249674368888,0.4922451566625395,0.5790669734687401,0.5438420693108421,0.02097249674368888,0.4922451566625395,0.5790669734687401
8,0.7024621683296389,0.6459137856282062,0.7746173659935036,0.30982432787929204,nan,nan,0.5269056156288443,0.05372888874321468,0.4562263751706849,0.629595777226144,0.5383721949125515,0.025490431820956998,0.5061935708639229,0.6130378083268158,0.5383721949125515,0.025490431820956998,0.5061935708639229,0.6130378083268158
9,0.6707169903249548,0.5127237949072456,0.7669933685920669,0.2999448635045755,nan,nan,0.601067887092082,0.05181407692774689,0.5057957393449316,0.6985985173502884,0.5353842868675526,0.013884119395347574,0.5151580857919953,0.5575740013902127,0.5353842868675526,0.013884119395347574,0.5151580857919953,0.5575740013902127
10,0.6932601319094166,0.5867490019358449,0.7867804146593358,0.30740115845541033,nan,nan,0.5619227761647096,0.077843297151846,0.39671905857823847,0.6883602910664686,0.5442583471943462,0.019974667153734617,0.4962955772311838,0.5800313783387431,0.5442583471943462,0.019974667153734617,0.4962955772311838,0.5800313783387431
11,0.7042106093405592,0.6081740833292573,0.76750586602399,0.2927467804049107,nan,nan,0.5479287479685817,0.06205269144903316,0.41352243664378996,0.6859426253231471,0.5356089590228983,0.014443176202424522,0.5001431893857586,0.5582412561508627,0.5356089590228983,0.014443176202424522,0.5001431893857586,0.5582412561508627
12,0.6937720754276753,0.6020460523514777,0.7603202390849576,0.2903760432866691,nan,nan,0.5506026421384194,0.057424435054270834,0.4538160889880826,0.6867418128534928,0.5319350234874274,0.022567138189552284,0.49003035950854457,0.5809774868959575,0.5319350234874274,0.022567138189552284,0.49003035950854457,0.5809774868959575
13,0.7121686754328193,0.6687805404209239,0.7811951430343642,0.27437215279742155,nan,nan,0.5169543142600448,0.06772166610859735,0.3873248728593456,0.6329078032551447,0.5415096293080812,0.023712424956884273,0.4972721948775576,0.6035656923430816,0.5415096293080812,0.023712424956884273,0.4972721948775576,0.6035656923430816
14,0.6921322930703855,0.6028175970812858,0.7544065694105295,0.2785259046382623,nan,nan,0.5541897968061572,0.08565491163839939,0.3649825792961579,0.7239359240552649,0.529215961281578,0.0216391682963827,0.488413185104189,0.5694525729982978,0.529215961281578,0.0216391682963827,0.488413185104189,0.5694525729982978
15,0.7016873320796477,0.6235724636273889,0.7703803503676117,0.2834614468796148,nan,nan,0.5387896710181612,0.053098668454431036,0.43077103252120275,0.6137282911994111,0.5366259032938454,0.02193693211913793,0.494073513240062,0.5968297041392503,0.5366259032938454,0.02193693211913793,0.494073513240062,0.5968297041392503
16,0.7037452573836177,0.6752469911333651,0.7837842537262241,0.3034131288432069,nan,nan,0.5119033909561692,0.05276083560753346,0.3966863664329672,0.5861148837944529,0.5429786055874354,0.017757727858676256,0.5184534545680647,0.5706809462239864,0.5429786055874354,0.017757727858676256,0.5184534545680647,0.5706809462239864
17,0.7110259453918383,0.66348961434579,0.7598906667928644,0.28928133293456093,nan,nan,0.5180657526233051,0.055832540574794635,0.41391878052898573,0.6172350203852828,0.5316898431937624,0.0232718576133991,0.49325109516816507,0.5907732442719799,0.5316898431937624,0.0232718576133991,0.49325109516816507,0.5907732442719799
18,0.6999016800171773,0.6232558619744044,0.7476832922008897,0.27356998316417935,nan,nan,0.5382945471241889,0.04599980566146247,0.40984179537133325,0.6251174834283295,0.5261963785567512,0.01790975402724253,0.49919322203524275,0.5637470474499039,0.5261963785567512,0.01790975402724253,0.49919322203524275,0.5637470474499039
19,0.6925495287597073,0.5994157228382253,0.7884586931581237,0.2881896823268451,nan,nan,0.5505188927490008,0.03935107819293337,0.5012242802391497,0.6267919791318517,0.544844808105952,0.023453845276801732,0.5059576714396945,0.5898477238868316,0.544844808105952,0.023453845276801732,0.5059576714396945,0.5898477238868316
20,0.6988977948650565,0.6460147101216726,0.7711961368060019,0.27739535312213076,nan,nan,0.5273936265847867,0.05734815463412104,0.3829192238869477,0.6227206432604182,0.5372218696265698,0.01712795960008835,0.5047305678870218,0.5780245009626682,0.5372218696265698,0.01712795960008835,0.5047305678870218,0.5780245009626682
21,0.6918734794372867,0.6409894618983224,0.751580928279254,0.2733769896323086,0.6392885181286545,0.05189337563458619,0.5288249084189689,0.04601001945155826,0.4392360893612208,0.5925338864399016,0.5281426710069417,0.014983052572487162,0.4950847836559078,0.5580749169349069,0.5278377382227251,0.013350930856558649,0.5041193000567932,0.550474626281998
22,0.6785427975921619,0.6297752403516674,0.7453591711037906,0.28811043767348743,0.6266057716536005,0.07846105529130151,0.5354909889263113,0.05277853751854348,0.41225113848600703,0.6097654840042781,0.5250696804760018,0.018713100920918078,0.49393088093502036,0.5543820492013288,0.5345970031644753,0.014399141673878119,0.5100878768934732,0.5613137943759688
23,0.6753896114107454,0.6177059324237444,0.7475594091304445,0.2940942354410388,0.6498906688836827,0.06539111338216105,0.5402020430510253,0.03315651095475464,0.48558664049685735,0.6029654724480573,0.5259001869959112,0.023282719857220024,0.4840241418135539,0.5828568006109891,0.5222661545334153,0.013038931378502334,0.4966198816092487,0.5457639270992474
24,0.6863891687951109,0.5990051585018424,0.7539074268659005,0.2884127114988724,0.6382250987344994,0.0782449973993521,0.5528880941995711,0.0596609050457856,0.39137652417024027,0.6383616233510923,0.5291014374951859,0.018385141415587506,0.4976878345391631,0.5857443155779086,0.5285704490012346,0.01912497036191671,0.4999544849701487,0.5666579028173709
25,0.6946162068778572,0.6456720412741266,0.7471921173313711,0.2830445753050801,0.6388952853877726,0.07693779982648735,0.5255684872684332,0.03608366259347851,0.4463994982249147,0.5898000380476391,0.5260381943645263,0.015880548828799648,0.4960401795672344,0.5581750353041247,0.5281363370991753,0.016544331845878057,0.4979320691493506,0.5543655834352725
26,0.6872061235952418,0.6172672985304224,0.754658399286267,0.2698568044607851,0.6223682515109168,0.08402067090007476,0.5410268990094842,0.04113978380078981,0.4571396234314894,0.6124156298179317,0.5290471012359975,0.026765716486089865,0.485082016094637,0.5802336450390296,0.5369444150029843,0.017278075165687218,0.5128248646195013,0.5880495242364845
27,0.7170604285332465,0.6581768481038848,0.7612614768440489,0.26471784432224343,0.6255120862786986,0.07773638111299604,0.5217518800607842,0.06271951074127911,0.3760262912653401,0.6229014534854149,0.5323555438189136,0.022698753029939355,0.49957473548234144,0.5878359310558566,0.5352414423169186,0.0162386152604528,0.487258774783517,0.5648243024467083
28,0.6931381295626506,0.6281480026693054,0.7439210641801836,0.2801836573039336,0.632886692957269,0.07380002032136523,0.535832724021191,0.04739247294433388,0.4050940964836193,0.610994159034647,0.524636075372396,0.010483555297089449,0.5099474796818676,0.5528123469577759,0.531424333165361,0.020037781419468773,0.5080578865515727,0.5867927811389204
29,0.6574497323877815,0.581490422433331,0.7192133367099209,0.28893444776008115,0.6573921698971282,0.05814839655885971,0.5602387510675652,0.03635469846933881,0.4878598654551852,0.6442156096571621,0.512538141858572,0.018005006980418625,0.46859522278709104,0.5418214430983251,0.5185306983368659,0.018281107364956924,0.4741700856811218,0.5466872753683131
30,0.688393652614115,0.6626151279851622,0.7340716306096754,0.2841367439393051,0.6527165970335831,0.058917989102355336,0.5188276788507182,0.05771299254251194,0.41014023134155436,0.6151260506117597,0.5195926304900005,0.020867990922647742,0.4887663152984331,0.5540689982142969,0.5209000396842545,0.01669815086189136,0.47870240469800573,0.5513689798854865
31,0.6700301239619637,0.6051067655966673,0.748848960167132,0.282185843711769,0.6319523044439539,0.0738361509932011,0.5479642588195294,0.04484667506011591,0.43046046577756836,0.6198490182914586,0.5268219677731187,0.015900216532644694,0.5018779045638941,0.5571931439997473,0.5319333840744239,0.02016109818999894,0.4963574546120024,0.5774898242059542
32,0.6621323240208874,0.5966816548646487,0.7341404235315607,0.26091204085382197,0.6546577997932144,0.06095323160550027,0.5518653119615188,0.036567066451781476,0.48790447064200915,0.6159754780671172,0.5198363957277016,0.01536068121524193,0.4880958777002864,0.5472442858806961,0.5200043415850375,0.01998133108564708,0.4843774232528049,0.5621432626762597
33,0.692381212328187,0.6436743221209622,0.734419379101062,0.26841345451855536,0.6518760495831516,0.05415786369485969,0.5278216548701105,0.04954562466209678,0.4132773158772839,0.6124291594381621,0.5198900528040851,0.0176045385465369,0.49037032940353603,0.5549372412678684,0.5212144527541905,0.012408155232941006,0.5045713553259739,0.5484818318699346
34,0.6879426775913113,0.6448298790514824,0.7440160349062231,0.2771408745510873,0.6617940920922893,0.07272168079083224,0.5265425693380159,0.043165055958673974,0.4429820677194214,0.5939512744418577,0.5244816360017115,0.017399881016318362,0.49256724315370337,0.5513498817717233,0.5163394009337094,0.020444220434326404,0.4696521703410954,0.5531151413611494
