k1,k2,distance_km
Madrid|Spanien,Perm|Russland,5616.0972
Köln|Deutschland,Madrid|Spanien,1759.3551
Madrid|Spanien,Odessa|Ukraine,3888.6817
Madrid|Spanien,Wolgograd|Russland,5045.8337
Dnipro|Ukraine,Madrid|Spanien,4116.6438
Krasnodar|Russland,Madrid|Spanien,4932.6207
Amsterdam|Niederlande,Madrid|Spanien,1771.0403000000001
Madrid|Spanien,Neapel|Italien,2151.9646000000002
Donezk|Ukraine,Madrid|Spanien,4366.1506
Madrid|Spanien,Marseille|Frankreich,1090.9543
Madrid|Spanien,Turin|Italien,1451.26
Madrid|Spanien,Saratow|Russland,4982.8792
Madrid|Spanien,Valencia|Spanien,357.8122
Madrid|Spanien,Zagreb|Kroatien,2181.8455
Frankfurt am Main|Deutschland,Madrid|Spanien,1846.9909
Lwiw (Lemberg)|Ukraine,Madrid|Spanien,3086.2659
Madrid|Spanien,Sevilla|Spanien,534.8758
Madrid|Spanien,Saragossa|Spanien,314.4812
Breslau|Polen,Madrid|Spanien,2517.2825
Ischewsk|Russland,Madrid|Spanien,5333.1774000000005
Lodz|Polen,Madrid|Spanien,2754.6072000000004
Athen|Griechenland,Madrid|Spanien,3665.2408
Madrid|Spanien,Palermo|Italien,2847.5052
Madrid|Spanien,Uljanowsk|Russland,4975.347299999999
Madrid|Spanien,Stuttgart|Deutschland,1783.7346
Leipzig|Deutschland,Madrid|Spanien,2235.3966
Madrid|Spanien,Vilnius|Litauen,3355.3462000000004
Machatschkala|Russland,Madrid|Spanien,5504.5103
Krywyj Rih|Ukraine,Madrid|Spanien,3917.5406000000003
Jaroslawl|Russland,Madrid|Spanien,4380.5052000000005
Madrid|Spanien,Tirana|Albanien,2928.4577000000004
Madrid|Spanien,Riga|Lettland,3511.8242
Madrid|Spanien,Malaga|Spanien,531.0992
Bremen|Deutschland,Madrid|Spanien,2063.8606
Madrid|Spanien,Orenburg|Russland,5555.9205999999995
Lissabon|Portugal,Madrid|Spanien,628.6504
Chisinau|Moldau,Madrid|Spanien,3682.6443
Dresden|Deutschland,Madrid|Spanien,2258.6254
Genua|Italien,Madrid|Spanien,1443.5438000000001
Antwerpen|Belgien,Madrid|Spanien,1611.2799
Madrid|Spanien,Posen|Polen,2554.5094
Madrid|Spanien,Rjasan|Russland,4295.932599999999
Madrid|Spanien,Nabereschnyje Tschelny|Russland,5185.191900000001
Madrid|Spanien,Nürnberg|Deutschland,1961.3573000000001
Madrid|Spanien,Skopje|Nordmazedonien,3003.4607
Astrachan|Russland,Madrid|Spanien,5263.9883
Hannover|Deutschland,Madrid|Spanien,2040.2014
Kirow|Russland,Madrid|Spanien,5131.8787999999995
Lyon|Frankreich,Madrid|Spanien,1226.147
Madrid|Spanien,Pensa|Russland,4739.8323
Madrid|Spanien,Toulouse|Frankreich,796.6903000000001
Lipezk|Russland,Madrid|Spanien,4373.4288
Homel|Belarus,Madrid|Spanien,3712.5286
Kiew|Ukraine,Rom|Italien,2436.0787
Kiew|Ukraine,Paris|Frankreich,2359.9857
Kiew|Ukraine,Wien|Österreich,1322.0754
Kiew|Ukraine,Minsk|Belarus,984.8886
Kiew|Ukraine,Warschau|Polen,775.4775
Hamburg|Deutschland,Kiew|Ukraine,1623.5016
Bukarest|Rumänien,Kiew|Ukraine,1001.366
Barcelona|Spanien,Kiew|Ukraine,3108.8648
Budapest|Ungarn,Kiew|Ukraine,1120.4207
Kiew|Ukraine,München|Deutschland,1773.4215
Charkiw|Ukraine,Kiew|Ukraine,479.6307
Kiew|Ukraine,Prag|Tschechin,1394.6335
Kiew|Ukraine,Mailand|Italien,2172.31
Kiew|Ukraine,Sofia|Bulgarien,1363.4483
Kasan|Russland,Kiew|Ukraine,1749.8058999999998
Kiew|Ukraine,Nischni Nowgorod|Russland,1443.0783999999999
Belgrad|Serbien,Kiew|Ukraine,1485.8445
Kiew|Ukraine,Samara|Russland,1658.6841000000002
Kiew|Ukraine,Rostow am Don|Russland,960.343
Kiew|Ukraine,Ufa|Russland,2051.726
Kiew|Ukraine,Woronesch|Russland,716.857
Kiew|Ukraine,Perm|Russland,2437.0186
Kiew|Ukraine,Köln|Deutschland,1884.1959
Kiew|Ukraine,Odessa|Ukraine,475.1822
Kiew|Ukraine,Wolgograd|Russland,1259.9106000000002
Dnipro|Ukraine,Kiew|Ukraine,492.767
Kiew|Ukraine,Neapel|Italien,2635.0389
Donezk|Ukraine,Kiew|Ukraine,742.2738
Kiew|Ukraine,Marseille|Frankreich,2782.3026
Kiew|Ukraine,Turin|Italien,2308.552
Kiew|Ukraine,Saratow|Russland,1240.2648000000002
Kiew|Ukraine,Valencia|Spanien,3448.41
Kiew|Ukraine,Zagreb|Kroatien,1484.8731
Frankfurt am Main|Deutschland,Kiew|Ukraine,1862.1316000000002
Kiew|Ukraine,Lwiw (Lemberg)|Ukraine,540.8602
Kiew|Ukraine,Sevilla|Spanien,4095.4697
Kiew|Ukraine,Saragossa|Spanien,3384.8082999999997
Ischewsk|Russland,Kiew|Ukraine,2144.1562000000004
Kiew|Ukraine,Palermo|Italien,3330.5794
Kiew|Ukraine,Uljanowsk|Russland,1607.0492
Kiew|Ukraine,Vilnius|Litauen,1059.5015
Kiew|Ukraine,Machatschkala|Russland,1880.6336000000001
Kiew|Ukraine,Krywyj Rih|Ukraine,504.2765
Jaroslawl|Russland,Kiew|Ukraine,1352.6621
Kiew|Ukraine,Tirana|Albanien,1878.0906
Kiew|Ukraine,Riga|Lettland,1423.6569
Kiew|Ukraine,Malaga|Spanien,4064.5193
Bremen|Deutschland,Kiew|Ukraine,1699.2618
Kiew|Ukraine,Orenburg|Russland,1941.3289
Kiew|Ukraine,Lissabon|Portugal,4099.1629
Chisinau|Moldau,Kiew|Ukraine,650.8744
Dresden|Deutschland,Kiew|Ukraine,1381.1308999999999
Genua|Italien,Kiew|Ukraine,2324.5955
Antwerpen|Belgien,Kiew|Ukraine,2040.3511
Kiew|Ukraine,Posen|Polen,1081.822
Kiew|Ukraine,Rjasan|Russland,1095.5876
Kiew|Ukraine,Nabereschnyje Tschelny|Russland,1955.7955
Kiew|Ukraine,Nürnberg|Deutschland,1683.1165
Kiew|Ukraine,Skopje|Nordmazedonien,1594.5908
Astrachan|Russland,Kiew|Ukraine,1640.1116000000002
Hannover|Deutschland,Kiew|Ukraine,1594.1972
Kiew|Ukraine,Kirow|Russland,2044.6217
Kiew|Ukraine,Lyon|Frankreich,2466.5484
Kiew|Ukraine,Pensa|Russland,1225.5628000000002
Kiew|Ukraine,Toulouse|Frankreich,2947.7057
Kiew|Ukraine,Lipezk|Russland,838.4018000000001
Homel|Belarus,Kiew|Ukraine,909.8779000000001
Paris|Frankreich,Rom|Italien,1422.931
Rom|Italien,Wien|Österreich,1118.4708999999998
Minsk|Belarus,Rom|Italien,2385.6292000000003
Rom|Italien,Warschau|Polen,1849.8535
Hamburg|Deutschland,Rom|Italien,1709.4427
Bukarest|Rumänien,Rom|Italien,2029.7592
Barcelona|Spanien,Rom|Italien,1360.1571999999999
Budapest|Ungarn,Rom|Italien,1217.9894
München|Deutschland,Rom|Italien,918.7186999999999
Charkiw|Ukraine,Rom|Italien,2953.7252999999996
Prag|Tschechin,Rom|Italien,1299.1975
Mailand|Italien,Rom|Italien,573.4313000000001
Rom|Italien,Sofia|Bulgarien,1675.5212
Kasan|Russland,Rom|Italien,3981.4687999999996
Nischni Nowgorod|Russland,Rom|Italien,3582.799
Belgrad|Serbien,Rom|Italien,1283.1771999999999
Rom|Italien,Samara|Russland,4164.4045
Rom|Italien,Rostow am Don|Russland,3434.4377000000004
Rom|Italien,Ufa|Russland,4478.254599999999
Rom|Italien,Woronesch|Russland,3429.5564
Perm|Russland,Rom|Italien,4611.0234
Köln|Deutschland,Rom|Italien,1401.1223
Odessa|Ukraine,Rom|Italien,2587.5241
Rom|Italien,Wolgograd|Russland,3734.0053
Dnipro|Ukraine,Rom|Italien,2966.8617000000004
Krasnodar|Russland,Rom|Italien,3782.8386
Amsterdam|Niederlande,Rom|Italien,1653.2653
Neapel|Italien,Rom|Italien,223.4376
Donezk|Ukraine,Rom|Italien,3216.3685
Marseille|Frankreich,Rom|Italien,895.0337
Rom|Italien,Turin|Italien,693.6449
Rom|Italien,Saratow|Russland,3977.8055
Rom|Italien,Valencia|Spanien,1699.7024
Rom|Italien,Zagreb|Kroatien,890.5868
Frankfurt am Main|Deutschland,Rom|Italien,1237.33
Lwiw (Lemberg)|Ukraine,Rom|Italien,1942.2368000000001
Rom|Italien,Sevilla|Spanien,2344.742
Rom|Italien,Saragossa|Spanien,1636.1007
Breslau|Polen,Rom|Italien,1639.0402
Ischewsk|Russland,Rom|Italien,4328.1035999999995
Lodz|Polen,Rom|Italien,1730.7169
Athen|Griechenland,Rom|Italien,1357.4281
Palermo|Italien,Rom|Italien,918.9780999999999
Rom|Italien,Uljanowsk|Russland,3970.2735
Rom|Italien,Stuttgart|Deutschland,1079.1687
Leipzig|Deutschland,Rom|Italien,1357.1543000000001
Rom|Italien,Vilnius|Litauen,2350.2725
Machatschkala|Russland,Rom|Italien,4354.7282000000005
Krywyj Rih|Ukraine,Rom|Italien,2592.7028
Jaroslawl|Russland,Rom|Italien,3375.4315
Rom|Italien,Tirana|Albanien,1637.199
Riga|Lettland,Rom|Italien,2506.7505
Malaga|Spanien,Rom|Italien,2315.8117
Bremen|Deutschland,Rom|Italien,1682.556
Orenburg|Russland,Rom|Italien,4550.8469000000005
Lissabon|Portugal,Rom|Italien,2515.5417
Chisinau|Moldau,Rom|Italien,2292.8571
Dresden|Deutschland,Rom|Italien,1380.3831
Genua|Italien,Rom|Italien,504.24440000000004
Antwerpen|Belgien,Rom|Italien,1516.6562
Posen|Polen,Rom|Italien,1741.3301000000001
Rjasan|Russland,Rom|Italien,3290.8588
Nabereschnyje Tschelny|Russland,Rom|Italien,4180.1182
Nürnberg|Deutschland,Rom|Italien,1089.0195
Rom|Italien,Skopje|Nordmazedonien,1712.202
Astrachan|Russland,Rom|Italien,4114.2063
Hannover|Deutschland,Rom|Italien,1517.0746000000001
Kirow|Russland,Rom|Italien,4126.8051000000005
Lyon|Frankreich,Rom|Italien,990.7494
Pensa|Russland,Rom|Italien,3734.7586
Rom|Italien,Toulouse|Frankreich,1266.0378
Lipezk|Russland,Rom|Italien,3368.3551
Homel|Belarus,Rom|Italien,2707.4548
Paris|Frankreich,Wien|Österreich,1235.9322
Minsk|Belarus,Paris|Frankreich,2122.2975
Paris|Frankreich,Warschau|Polen,1586.5217
Hamburg|Deutschland,Paris|Frankreich,906.2906999999999
Bukarest|Rumänien,Paris|Frankreich,2299.8737
Barcelona|Spanien,Paris|Frankreich,1036.2915
Budapest|Ungarn,Paris|Frankreich,1484.4477
München|Deutschland,Paris|Frankreich,829.325
Charkiw|Ukraine,Paris|Frankreich,2835.1019
Paris|Frankreich,Prag|Tschechin,1029.6396
Mailand|Italien,Paris|Frankreich,850.5255999999999
Paris|Frankreich,Sofia|Bulgarien,2200.5501
Kasan|Russland,Paris|Frankreich,3718.1371
Nischni Nowgorod|Russland,Paris|Frankreich,3319.4672
Belgrad|Serbien,Paris|Frankreich,1808.2061
Paris|Frankreich,Samara|Russland,3901.0728
Paris|Frankreich,Rostow am Don|Russland,3315.8143
Paris|Frankreich,Ufa|Russland,4214.922799999999
Paris|Frankreich,Woronesch|Russland,3166.2246
Paris|Frankreich,Perm|Russland,4347.6917
Köln|Deutschland,Paris|Frankreich,490.9497
Odessa|Ukraine,Paris|Frankreich,2679.8707999999997
Paris|Frankreich,Wolgograd|Russland,3777.4283
Dnipro|Ukraine,Paris|Frankreich,2848.2383
Amsterdam|Niederlande,Paris|Frankreich,502.6348
Neapel|Italien,Paris|Frankreich,1633.5874
Donezk|Ukraine,Paris|Frankreich,3097.7451
Marseille|Frankreich,Paris|Frankreich,774.159
Paris|Frankreich,Turin|Italien,773.4241
Paris|Frankreich,Saratow|Russland,3714.4737
Paris|Frankreich,Valencia|Spanien,1375.8367
Paris|Frankreich,Zagreb|Kroatien,1415.9121
Frankfurt am Main|Deutschland,Paris|Frankreich,571.9096
Lwiw (Lemberg)|Ukraine,Paris|Frankreich,1877.4549
Paris|Frankreich,Sevilla|Spanien,1735.5851
Paris|Frankreich,Saragossa|Spanien,1057.2188999999998
Breslau|Polen,Paris|Frankreich,1299.446
Ischewsk|Russland,Paris|Frankreich,4064.7718999999997
Lodz|Polen,Paris|Frankreich,1486.2016999999998
Athen|Griechenland,Paris|Frankreich,2899.011
Palermo|Italien,Paris|Frankreich,2329.1279
Paris|Frankreich,Uljanowsk|Russland,3706.9417999999996
Leipzig|Deutschland,Paris|Frankreich,979.0021999999999
Paris|Frankreich,Vilnius|Litauen,2086.9408
Krywyj Rih|Ukraine,Paris|Frankreich,2708.7296
Jaroslawl|Russland,Paris|Frankreich,3112.0997
Paris|Frankreich,Tirana|Albanien,2474.9284
Paris|Frankreich,Riga|Lettland,2243.4188
Malaga|Spanien,Paris|Frankreich,1803.8627
Orenburg|Russland,Paris|Frankreich,4287.5152
Lissabon|Portugal,Paris|Frankreich,1739.2783
Chisinau|Moldau,Paris|Frankreich,2473.8333
Genua|Italien,Paris|Frankreich,912.6171999999999
Antwerpen|Belgien,Paris|Frankreich,342.87440000000004
Paris|Frankreich,Posen|Polen,1286.104
Paris|Frankreich,Rjasan|Russland,3027.5271000000002
Nabereschnyje Tschelny|Russland,Paris|Frankreich,3916.7864
Nürnberg|Deutschland,Paris|Frankreich,759.4319
Paris|Frankreich,Skopje|Nordmazedonien,2237.2309
Astrachan|Russland,Paris|Frankreich,3995.5827999999997
Hannover|Deutschland,Paris|Frankreich,771.796
Kirow|Russland,Paris|Frankreich,3863.4732999999997
Lyon|Frankreich,Paris|Frankreich,464.876
Paris|Frankreich,Pensa|Russland,3471.4269
Paris|Frankreich,Toulouse|Frankreich,677.3062
Lipezk|Russland,Paris|Frankreich,3105.0234
Homel|Belarus,Paris|Frankreich,2444.1231000000002
Minsk|Belarus,Wien|Österreich,1230.398
Warschau|Polen,Wien|Österreich,694.6221999999999
Hamburg|Deutschland,Wien|Österreich,970.684
Bukarest|Rumänien,Wien|Österreich,1058.0709
Barcelona|Spanien,Wien|Österreich,1789.4295
Budapest|Ungarn,Wien|Österreich,242.6449
München|Deutschland,Wien|Österreich,403.4045
Charkiw|Ukraine,Wien|Österreich,1798.4941000000001
Prag|Tschechin,Wien|Österreich,336.5685
Mailand|Italien,Wien|Österreich,855.0396
Sofia|Bulgarien,Wien|Österreich,1006.7169
Kasan|Russland,Wien|Österreich,2826.2376
Nischni Nowgorod|Russland,Wien|Österreich,2427.5677
Belgrad|Serbien,Wien|Österreich,614.4626999999999
Samara|Russland,Wien|Österreich,3009.1733
Rostow am Don|Russland,Wien|Österreich,2279.2065
Ufa|Russland,Wien|Österreich,3323.0233
Wien|Österreich,Woronesch|Russland,2274.3251
Perm|Russland,Wien|Österreich,3455.7922000000003
Köln|Deutschland,Wien|Österreich,896.7839
Odessa|Ukraine,Wien|Österreich,1615.8358
Wien|Österreich,Wolgograd|Russland,2578.7741
Dnipro|Ukraine,Wien|Österreich,1811.6305
Krasnodar|Russland,Wien|Österreich,2627.6074
Amsterdam|Niederlande,Wien|Österreich,1148.9268
Neapel|Italien,Wien|Österreich,1317.7684
Donezk|Ukraine,Wien|Österreich,2061.1373
Marseille|Frankreich,Wien|Österreich,1360.8836999999999
Turin|Italien,Wien|Österreich,991.2815
Saratow|Russland,Wien|Österreich,2822.5742
Valencia|Spanien,Wien|Österreich,2128.9747
Wien|Österreich,Zagreb|Kroatien,369.6784
Frankfurt am Main|Deutschland,Wien|Österreich,716.8062
Lwiw (Lemberg)|Ukraine,Wien|Österreich,787.0056
Sevilla|Spanien,Wien|Österreich,2774.0143
Saragossa|Spanien,Wien|Österreich,2065.3729
Breslau|Polen,Wien|Österreich,533.9069000000001
Ischewsk|Russland,Wien|Österreich,3172.8723999999997
Lodz|Polen,Wien|Österreich,575.4857
Athen|Griechenland,Wien|Österreich,1705.1778
Palermo|Italien,Wien|Österreich,2013.3089
Uljanowsk|Russland,Wien|Österreich,2815.0422999999996
Stuttgart|Deutschland,Wien|Österreich,620.8901
Leipzig|Deutschland,Wien|Österreich,585.9017
Vilnius|Litauen,Wien|Österreich,1195.0413
Machatschkala|Russland,Wien|Österreich,3199.497
Krywyj Rih|Ukraine,Wien|Österreich,1618.2802
Jaroslawl|Russland,Wien|Österreich,2220.2002
Tirana|Albanien,Wien|Österreich,1281.0952
Riga|Lettland,Wien|Österreich,1351.5193000000002
Malaga|Spanien,Wien|Österreich,2745.084
Bremen|Deutschland,Wien|Österreich,943.7973000000001
Orenburg|Russland,Wien|Österreich,3395.6157000000003
Lissabon|Portugal,Wien|Österreich,2863.7162999999996
Chisinau|Moldau,Wien|Österreich,1321.1688000000001
Dresden|Deutschland,Wien|Österreich,478.9711
Genua|Italien,Wien|Österreich,1007.3251
Antwerpen|Belgien,Wien|Österreich,1112.9403
Posen|Polen,Wien|Österreich,721.7005
Rjasan|Russland,Wien|Österreich,2135.6276000000003
Nabereschnyje Tschelny|Russland,Wien|Österreich,3024.8869
Nürnberg|Deutschland,Wien|Österreich,498.83070000000004
Skopje|Nordmazedonien,Wien|Österreich,1043.3978
Astrachan|Russland,Wien|Österreich,2958.975
Hannover|Deutschland,Wien|Österreich,838.7325999999999
Kirow|Russland,Wien|Österreich,2971.5737999999997
Lyon|Frankreich,Wien|Österreich,1233.6938
Pensa|Russland,Wien|Österreich,2579.5274
Toulouse|Frankreich,Wien|Österreich,1714.8511
Lipezk|Russland,Wien|Österreich,2213.1239
Homel|Belarus,Wien|Österreich,1552.2236
Minsk|Belarus,Warschau|Polen,548.9525
Hamburg|Deutschland,Minsk|Belarus,1389.2291
Barcelona|Spanien,Minsk|Belarus,2951.2992999999997
Budapest|Ungarn,Minsk|Belarus,1419.461
Minsk|Belarus,München|Deutschland,1611.5986
Charkiw|Ukraine,Minsk|Belarus,966.1451999999999
Minsk|Belarus,Prag|Tschechin,1305.2133999999999
Minsk|Belarus,Sofia|Bulgarien,2183.533
Kasan|Russland,Minsk|Belarus,1595.0011000000002
Minsk|Belarus,Nischni Nowgorod|Russland,1196.3311999999999
Belgrad|Serbien,Minsk|Belarus,1791.2786999999998
Minsk|Belarus,Samara|Russland,1777.9368
Minsk|Belarus,Rostow am Don|Russland,1594.5968
Minsk|Belarus,Ufa|Russland,2091.7868
Minsk|Belarus,Woronesch|Russland,1030.7067
Minsk|Belarus,Perm|Russland,2224.5557000000003
Köln|Deutschland,Minsk|Belarus,1649.9234
Minsk|Belarus,Odessa|Ukraine,1449.1263999999999
Minsk|Belarus,Wolgograd|Russland,1616.9024
Dnipro|Ukraine,Minsk|Belarus,1156.4176
Krasnodar|Russland,Minsk|Belarus,1888.6987
Amsterdam|Niederlande,Minsk|Belarus,1732.1212
Minsk|Belarus,Neapel|Italien,2545.6187999999997
Donezk|Ukraine,Minsk|Belarus,1352.3102
Marseille|Frankreich,Minsk|Belarus,2624.7371000000003
Minsk|Belarus,Turin|Italien,2176.3372999999997
Minsk|Belarus,Zagreb|Kroatien,1597.5288
Frankfurt am Main|Deutschland,Minsk|Belarus,1627.8591000000001
Lwiw (Lemberg)|Ukraine,Minsk|Belarus,650.6965
Minsk|Belarus,Sevilla|Spanien,3861.1972
Minsk|Belarus,Saragossa|Spanien,3227.2428
Breslau|Polen,Minsk|Belarus,892.4609
Ischewsk|Russland,Minsk|Belarus,1941.6359
Lodz|Polen,Minsk|Belarus,674.5514000000001
Athen|Griechenland,Minsk|Belarus,2881.9939
Minsk|Belarus,Palermo|Italien,3241.1593
Minsk|Belarus,Uljanowsk|Russland,1583.8058
Minsk|Belarus,Stuttgart|Deutschland,1665.0722
Leipzig|Deutschland,Minsk|Belarus,1262.7002
Minsk|Belarus,Vilnius|Litauen,190.24710000000002
Machatschkala|Russland,Minsk|Belarus,2408.4331
Krywyj Rih|Ukraine,Minsk|Belarus,1303.5956
Jaroslawl|Russland,Minsk|Belarus,988.9636999999999
Minsk|Belarus,Tirana|Albanien,2457.9112999999998
Minsk|Belarus,Riga|Lettland,485.1465
Malaga|Spanien,Minsk|Belarus,3906.9538
Bremen|Deutschland,Minsk|Belarus,1464.9893
Minsk|Belarus,Orenburg|Russland,2164.3792000000003
Lissabon|Portugal,Minsk|Belarus,3864.8903999999998
Chisinau|Moldau,Minsk|Belarus,1208.8306
Dresden|Deutschland,Minsk|Belarus,1158.7729
Genua|Italien,Minsk|Belarus,2235.1755
Antwerpen|Belgien,Minsk|Belarus,1806.0786
Minsk|Belarus,Posen|Polen,847.5495
Minsk|Belarus,Rjasan|Russland,904.3910999999999
Minsk|Belarus,Nabereschnyje Tschelny|Russland,1793.6504
Minsk|Belarus,Nürnberg|Deutschland,1460.7586000000001
Minsk|Belarus,Skopje|Nordmazedonien,2220.2138
Astrachan|Russland,Minsk|Belarus,2042.8203
Hannover|Deutschland,Minsk|Belarus,1359.9247
Kirow|Russland,Minsk|Belarus,1740.3373000000001
Lyon|Frankreich,Minsk|Belarus,2308.9829
Minsk|Belarus,Pensa|Russland,1348.2909
Minsk|Belarus,Toulouse|Frankreich,2790.1402000000003
Lipezk|Russland,Minsk|Belarus,969.5055
Homel|Belarus,Minsk|Belarus,308.6052
Hamburg|Deutschland,Warschau|Polen,852.8566999999999
Bukarest|Rumänien,Warschau|Polen,1671.3571000000002
Barcelona|Spanien,Warschau|Polen,2414.9269
Budapest|Ungarn,Warschau|Polen,855.9311
München|Deutschland,Warschau|Polen,1075.2261
Charkiw|Ukraine,Warschau|Polen,1252.4413
Prag|Tschechin,Warschau|Polen,741.6835
Mailand|Italien,Warschau|Polen,1524.0636000000002
Sofia|Bulgarien,Warschau|Polen,1620.0031000000001
Kasan|Russland,Warschau|Polen,2143.0184
Nischni Nowgorod|Russland,Warschau|Polen,1744.3485
Belgrad|Serbien,Warschau|Polen,1227.7488999999998
Samara|Russland,Warschau|Polen,2325.954
Rostow am Don|Russland,Warschau|Polen,1733.1536
Ufa|Russland,Warschau|Polen,2639.8041000000003
Warschau|Polen,Woronesch|Russland,1591.1059
Perm|Russland,Warschau|Polen,2772.573
Köln|Deutschland,Warschau|Polen,1113.551
Odessa|Ukraine,Warschau|Polen,1238.4066
Warschau|Polen,Wolgograd|Russland,2202.3095
Dnipro|Ukraine,Warschau|Polen,1265.5777
Krasnodar|Russland,Warschau|Polen,2081.5546
Amsterdam|Niederlande,Warschau|Polen,1195.7488
Neapel|Italien,Warschau|Polen,1982.0889
Donezk|Ukraine,Warschau|Polen,1515.0845
Marseille|Frankreich,Warschau|Polen,2088.3647
Turin|Italien,Warschau|Polen,1639.9649
Saratow|Russland,Warschau|Polen,2139.355
Valencia|Spanien,Warschau|Polen,2754.4721
Warschau|Polen,Zagreb|Kroatien,1033.9989
Frankfurt am Main|Deutschland,Warschau|Polen,1091.4867
Lwiw (Lemberg)|Ukraine,Warschau|Polen,478.8633
Sevilla|Spanien,Warschau|Polen,3324.8248
Saragossa|Spanien,Warschau|Polen,2690.8704
Breslau|Polen,Warschau|Polen,356.0885
Ischewsk|Russland,Warschau|Polen,2489.6532
Lodz|Polen,Warschau|Polen,138.179
Athen|Griechenland,Warschau|Polen,2318.464
Palermo|Italien,Warschau|Polen,2677.6295
Uljanowsk|Russland,Warschau|Polen,2131.823
Stuttgart|Deutschland,Warschau|Polen,1128.6998
Leipzig|Deutschland,Warschau|Polen,726.3278
Vilnius|Litauen,Warschau|Polen,511.822
Machatschkala|Russland,Warschau|Polen,2653.4442000000004
Krywyj Rih|Ukraine,Warschau|Polen,1267.5009
Jaroslawl|Russland,Warschau|Polen,1536.981
Tirana|Albanien,Warschau|Polen,1894.3814
Riga|Lettland,Warschau|Polen,668.3
Malaga|Spanien,Warschau|Polen,3370.5814
Bremen|Deutschland,Warschau|Polen,928.6169
Orenburg|Russland,Warschau|Polen,2712.3964
Lissabon|Portugal,Warschau|Polen,3328.518
Chisinau|Moldau,Warschau|Polen,966.0015
Dresden|Deutschland,Warschau|Polen,622.4005
Genua|Italien,Warschau|Polen,1671.6456
Antwerpen|Belgien,Warschau|Polen,1269.7061999999999
Posen|Polen,Warschau|Polen,311.1771
Rjasan|Russland,Warschau|Polen,1452.4083999999998
Nabereschnyje Tschelny|Russland,Warschau|Polen,2341.6677
Nürnberg|Deutschland,Warschau|Polen,924.3861999999999
Skopje|Nordmazedonien,Warschau|Polen,1656.6839
Astrachan|Russland,Warschau|Polen,2412.9222
Hannover|Deutschland,Warschau|Polen,823.5522
Kirow|Russland,Warschau|Polen,2288.3546
Lyon|Frankreich,Warschau|Polen,1772.6105
Pensa|Russland,Warschau|Polen,1896.3081000000002
Toulouse|Frankreich,Warschau|Polen,2253.7677999999996
Lipezk|Russland,Warschau|Polen,1529.9046
Homel|Belarus,Warschau|Polen,869.0044
Bukarest|Rumänien,Hamburg|Deutschland,1977.3075
Barcelona|Spanien,Hamburg|Deutschland,1805.5111000000002
Budapest|Ungarn,Hamburg|Deutschland,1161.8815
Hamburg|Deutschland,München|Deutschland,791.8459
Charkiw|Ukraine,Hamburg|Deutschland,2100.384
Hamburg|Deutschland,Prag|Tschechin,637.8214
Hamburg|Deutschland,Mailand|Italien,1139.7835
Hamburg|Deutschland,Sofia|Bulgarien,1925.9533999999999
Hamburg|Deutschland,Kasan|Russland,2983.4192000000003
Hamburg|Deutschland,Nischni Nowgorod|Russland,2584.7493999999997
Belgrad|Serbien,Hamburg|Deutschland,1533.6992
Hamburg|Deutschland,Samara|Russland,3166.3549
Hamburg|Deutschland,Rostow am Don|Russland,2581.0964
Hamburg|Deutschland,Ufa|Russland,3480.2048999999997
Hamburg|Deutschland,Woronesch|Russland,2431.5067000000004
Hamburg|Deutschland,Perm|Russland,3612.9737999999998
Hamburg|Deutschland,Köln|Deutschland,425.7842
Hamburg|Deutschland,Odessa|Ukraine,2086.3494
Hamburg|Deutschland,Wolgograd|Russland,3042.7104
Dnipro|Ukraine,Hamburg|Deutschland,2113.5204
Hamburg|Deutschland,Krasnodar|Russland,2929.4973
Amsterdam|Niederlande,Hamburg|Deutschland,464.6708
Hamburg|Deutschland,Neapel|Italien,1909.0354
Donezk|Ukraine,Hamburg|Deutschland,2363.0272
Hamburg|Deutschland,Marseille|Frankreich,1478.9488999999999
Hamburg|Deutschland,Turin|Italien,1255.6847
Hamburg|Deutschland,Saratow|Russland,2979.7558
Hamburg|Deutschland,Valencia|Spanien,2145.0564
Hamburg|Deutschland,Zagreb|Kroatien,1280.22
Frankfurt am Main|Deutschland,Hamburg|Deutschland,482.071
Hamburg|Deutschland,Lwiw (Lemberg)|Ukraine,1227.4955
Hamburg|Deutschland,Sevilla|Spanien,2642.6981
Hamburg|Deutschland,Saragossa|Spanien,1964.3319
Breslau|Polen,Hamburg|Deutschland,649.4866
Hamburg|Deutschland,Lodz|Polen,751.4839000000001
Athen|Griechenland,Hamburg|Deutschland,2624.4143
Hamburg|Deutschland,Uljanowsk|Russland,2972.2239
Hamburg|Deutschland,Stuttgart|Deutschland,665.9296999999999
Hamburg|Deutschland,Leipzig|Deutschland,392.9403
Hamburg|Deutschland,Vilnius|Litauen,1352.2229
Hamburg|Deutschland,Machatschkala|Russland,3501.3869
Hamburg|Deutschland,Krywyj Rih|Ukraine,2115.4436
Hamburg|Deutschland,Jaroslawl|Russland,2377.3817999999997
Hamburg|Deutschland,Tirana|Albanien,2200.3318
Hamburg|Deutschland,Riga|Lettland,1508.7008999999998
Hamburg|Deutschland,Malaga|Spanien,2761.1656000000003
Bremen|Deutschland,Hamburg|Deutschland,120.7453
Hamburg|Deutschland,Orenburg|Russland,3552.7972999999997
Hamburg|Deutschland,Lissabon|Portugal,2646.3913
