k1,k2,distance_km
Chisinau|Moldau,Hamburg|Deutschland,1823.8738
Genua|Italien,Hamburg|Deutschland,1295.233
Antwerpen|Belgien,Hamburg|Deutschland,565.059
Hamburg|Deutschland,Posen|Polen,551.3860999999999
Hamburg|Deutschland,Nabereschnyje Tschelny|Russland,3182.0685
Hamburg|Deutschland,Nürnberg|Deutschland,608.8119
Hamburg|Deutschland,Skopje|Nordmazedonien,1962.6343
Astrachan|Russland,Hamburg|Deutschland,3260.8649
Hamburg|Deutschland,Hannover|Deutschland,150.68689999999998
Hamburg|Deutschland,Kirow|Russland,3128.7554
Hamburg|Deutschland,Lyon|Frankreich,1163.1947
Hamburg|Deutschland,Pensa|Russland,2736.709
Hamburg|Deutschland,Toulouse|Frankreich,1584.4192
Hamburg|Deutschland,Lipezk|Russland,2370.3055
Hamburg|Deutschland,Homel|Belarus,1709.4052
Barcelona|Spanien,Bukarest|Rumänien,2739.0322
Budapest|Ungarn,Bukarest|Rumänien,822.9356
Bukarest|Rumänien,München|Deutschland,1468.7004
Bukarest|Rumänien,Charkiw|Ukraine,1215.5585
Bukarest|Rumänien,Sofia|Bulgarien,357.2099
Bukarest|Rumänien,Kasan|Russland,2747.4784
Bukarest|Rumänien,Nischni Nowgorod|Russland,2440.751
Belgrad|Serbien,Bukarest|Rumänien,628.247
Bukarest|Rumänien,Samara|Russland,2656.3566
Bukarest|Rumänien,Rostow am Don|Russland,1438.2585
Bukarest|Rumänien,Ufa|Russland,3049.3985
Bukarest|Rumänien,Woronesch|Russland,1714.5295
Bukarest|Rumänien,Perm|Russland,3434.6912
Bukarest|Rumänien,Köln|Deutschland,1962.0798
Bukarest|Rumänien,Odessa|Ukraine,545.2691
Bukarest|Rumänien,Wolgograd|Russland,1856.0692
Bukarest|Rumänien,Dnipro|Ukraine,994.9145
Bukarest|Rumänien,Krasnodar|Russland,1786.6595
Amsterdam|Niederlande,Bukarest|Rumänien,2214.2227000000003
Bukarest|Rumänien,Neapel|Italien,2230.7935
Bukarest|Rumänien,Turin|Italien,1904.3065
Bukarest|Rumänien,Lwiw (Lemberg)|Ukraine,808.6555
Bukarest|Rumänien,Sevilla|Spanien,3723.617
Bukarest|Rumänien,Saragossa|Spanien,3014.9757
Breslau|Polen,Bukarest|Rumänien,1536.5693999999999
Bukarest|Rumänien,Ischewsk|Russland,3141.8287
Bukarest|Rumänien,Lodz|Polen,1578.1481999999999
Athen|Griechenland,Bukarest|Rumänien,1148.4991
Bukarest|Rumänien,Palermo|Italien,2926.334
Bukarest|Rumänien,Uljanowsk|Russland,2604.7217
Bukarest|Rumänien,Stuttgart|Deutschland,1686.186
Bukarest|Rumänien,Leipzig|Deutschland,1593.2716
Bukarest|Rumänien,Vilnius|Litauen,2197.7038
Bukarest|Rumänien,Krywyj Rih|Ukraine,849.6338000000001
Bukarest|Rumänien,Jaroslawl|Russland,2350.3346
Bukarest|Rumänien,Tirana|Albanien,871.8521999999999
Bremen|Deutschland,Bukarest|Rumänien,1951.1673
Bukarest|Rumänien,Orenburg|Russland,2939.0014
Bukarest|Rumänien,Dresden|Deutschland,1486.341
Antwerpen|Belgien,Bukarest|Rumänien,2178.2362000000003
Bukarest|Rumänien,Posen|Polen,1724.363
Bukarest|Rumänien,Rjasan|Russland,2093.2601
Bukarest|Rumänien,Skopje|Nordmazedonien,588.3525
Astrachan|Russland,Bukarest|Rumänien,2204.5301
Bukarest|Rumänien,Hannover|Deutschland,1846.1026000000002
Bukarest|Rumänien,Kirow|Russland,3042.2942000000003
Bukarest|Rumänien,Lyon|Frankreich,2204.5098
Bukarest|Rumänien,Pensa|Russland,2223.2354
Bukarest|Rumänien,Toulouse|Frankreich,2644.9127999999996
Bukarest|Rumänien,Lipezk|Russland,1836.0744
Bukarest|Rumänien,Homel|Belarus,1764.8653
Barcelona|Spanien,Budapest|Ungarn,1923.2828
Barcelona|Spanien,München|Deutschland,1377.268
Barcelona|Spanien,Charkiw|Ukraine,3582.4148
Barcelona|Spanien,Prag|Tschechin,1716.2253999999998
Barcelona|Spanien,Mailand|Italien,980.0847
Barcelona|Spanien,Sofia|Bulgarien,2380.8146
Barcelona|Spanien,Kasan|Russland,4536.266
Barcelona|Spanien,Nischni Nowgorod|Russland,4137.5961
Barcelona|Spanien,Belgrad|Serbien,1988.4706
Barcelona|Spanien,Samara|Russland,4719.201599999999
Barcelona|Spanien,Rostow am Don|Russland,4063.1272000000004
Barcelona|Spanien,Ufa|Russland,5033.0517
Barcelona|Spanien,Woronesch|Russland,3984.3535
Barcelona|Spanien,Perm|Russland,5165.8206
Barcelona|Spanien,Köln|Deutschland,1376.9863
Barcelona|Spanien,Odessa|Ukraine,3373.3421000000003
Barcelona|Spanien,Wolgograd|Russland,4595.5571
Barcelona|Spanien,Dnipro|Ukraine,3595.5512000000003
Barcelona|Spanien,Krasnodar|Russland,4411.5280999999995
Amsterdam|Niederlande,Barcelona|Spanien,1539.0935
Barcelona|Spanien,Neapel|Italien,1565.9993
Barcelona|Spanien,Donezk|Ukraine,3845.058
Barcelona|Spanien,Marseille|Frankreich,504.989
Barcelona|Spanien,Turin|Italien,865.2946999999999
Barcelona|Spanien,Saratow|Russland,4532.602599999999
Barcelona|Spanien,Valencia|Spanien,350.0988
Barcelona|Spanien,Zagreb|Kroatien,1595.8802
Barcelona|Spanien,Frankfurt am Main|Deutschland,1331.6513
Barcelona|Spanien,Lwiw (Lemberg)|Ukraine,2570.9262999999996
Barcelona|Spanien,Sevilla|Spanien,995.1384
Barcelona|Spanien,Saragossa|Spanien,310.377
Barcelona|Spanien,Breslau|Polen,2001.9429
Barcelona|Spanien,Ischewsk|Russland,4882.900799999999
Barcelona|Spanien,Lodz|Polen,2221.8338
Athen|Griechenland,Barcelona|Spanien,3079.2754
Barcelona|Spanien,Palermo|Italien,2261.5398
Barcelona|Spanien,Uljanowsk|Russland,4525.0706
Barcelona|Spanien,Stuttgart|Deutschland,1268.395
Barcelona|Spanien,Leipzig|Deutschland,1720.057
Barcelona|Spanien,Vilnius|Litauen,2905.0696000000003
Barcelona|Spanien,Machatschkala|Russland,4983.4177
Barcelona|Spanien,Krywyj Rih|Ukraine,3402.201
Barcelona|Spanien,Jaroslawl|Russland,3930.2286
Barcelona|Spanien,Tirana|Albanien,2342.4924
Barcelona|Spanien,Riga|Lettland,3061.5476
Barcelona|Spanien,Malaga|Spanien,966.2081
Barcelona|Spanien,Bremen|Deutschland,1765.0998
Barcelona|Spanien,Orenburg|Russland,5105.644
Barcelona|Spanien,Lissabon|Portugal,1252.8614
Barcelona|Spanien,Chisinau|Moldau,2998.1505
Barcelona|Spanien,Dresden|Deutschland,1743.2858
Barcelona|Spanien,Genua|Italien,857.5785
Antwerpen|Belgien,Barcelona|Spanien,1379.3331
Barcelona|Spanien,Posen|Polen,2104.2327999999998
Barcelona|Spanien,Rjasan|Russland,3845.656
Barcelona|Spanien,Nabereschnyje Tschelny|Russland,4734.9153
Barcelona|Spanien,Nürnberg|Deutschland,1446.0176999999999
Barcelona|Spanien,Skopje|Nordmazedonien,2417.4954
Astrachan|Russland,Barcelona|Spanien,4742.8957
Barcelona|Spanien,Hannover|Deutschland,1661.8387
Barcelona|Spanien,Kirow|Russland,4681.6022
Barcelona|Spanien,Lyon|Frankreich,640.1817
Barcelona|Spanien,Pensa|Russland,4289.5557
Barcelona|Spanien,Toulouse|Frankreich,403.31809999999996
Barcelona|Spanien,Lipezk|Russland,3923.1522
Barcelona|Spanien,Homel|Belarus,3262.252
Budapest|Ungarn,München|Deutschland,652.6176999999999
Budapest|Ungarn,Charkiw|Ukraine,1595.8047
Budapest|Ungarn,Prag|Tschechin,527.8556
Budapest|Ungarn,Mailand|Italien,955.1418000000001
Budapest|Ungarn,Sofia|Bulgarien,772.8732
Budapest|Ungarn,Kasan|Russland,3012.8174
Budapest|Ungarn,Nischni Nowgorod|Russland,2614.1475
Belgrad|Serbien,Budapest|Ungarn,380.619
Budapest|Ungarn,Samara|Russland,3195.7531
Budapest|Ungarn,Rostow am Don|Russland,1944.1221
Budapest|Ungarn,Ufa|Russland,3509.6031000000003
Budapest|Ungarn,Woronesch|Russland,1834.6908
Budapest|Ungarn,Perm|Russland,3642.372
Budapest|Ungarn,Köln|Deutschland,1145.997
Budapest|Ungarn,Odessa|Ukraine,1381.9921000000002
Budapest|Ungarn,Wolgograd|Russland,2335.4627
Budapest|Ungarn,Dnipro|Ukraine,1474.308
Budapest|Ungarn,Krasnodar|Russland,2292.523
Amsterdam|Niederlande,Budapest|Ungarn,1398.14
Budapest|Ungarn,Neapel|Italien,1417.8707
Budapest|Ungarn,Donezk|Ukraine,1741.3802
Budapest|Ungarn,Marseille|Frankreich,1460.986
Budapest|Ungarn,Turin|Italien,1091.3838
Budapest|Ungarn,Saratow|Russland,2358.0986000000003
Budapest|Ungarn,Valencia|Spanien,2265.6547
Budapest|Ungarn,Zagreb|Kroatien,344.13329999999996
Budapest|Ungarn,Frankfurt am Main|Deutschland,966.0194
Budapest|Ungarn,Lwiw (Lemberg)|Ukraine,576.4359000000001
Budapest|Ungarn,Sevilla|Spanien,2910.6942000000004
Budapest|Ungarn,Saragossa|Spanien,2202.0528999999997
Breslau|Polen,Budapest|Ungarn,720.4866999999999
Budapest|Ungarn,Ischewsk|Russland,3359.4522
Budapest|Ungarn,Lodz|Polen,762.0655
Athen|Griechenland,Budapest|Ungarn,1471.3341
Budapest|Ungarn,Palermo|Italien,2113.4112
Budapest|Ungarn,Uljanowsk|Russland,3001.6221
Budapest|Ungarn,Stuttgart|Deutschland,870.1031999999999
Budapest|Ungarn,Leipzig|Deutschland,777.1888
Budapest|Ungarn,Vilnius|Litauen,1381.6211
Budapest|Ungarn,Machatschkala|Russland,2864.4126
Budapest|Ungarn,Krywyj Rih|Ukraine,1356.0951
Budapest|Ungarn,Jaroslawl|Russland,2406.78
Budapest|Ungarn,Tirana|Albanien,1047.2515
Budapest|Ungarn,Riga|Lettland,1538.0991000000001
Budapest|Ungarn,Malaga|Spanien,2881.764
Bremen|Deutschland,Budapest|Ungarn,1135.0845
Budapest|Ungarn,Orenburg|Russland,3582.1955
Budapest|Ungarn,Lissabon|Portugal,3112.9294
Budapest|Ungarn,Chisinau|Moldau,1087.3251
Budapest|Ungarn,Dresden|Deutschland,670.2583000000001
Budapest|Ungarn,Genua|Italien,1107.4273999999998
Antwerpen|Belgien,Budapest|Ungarn,1362.1535
Budapest|Ungarn,Posen|Polen,908.2803
Budapest|Ungarn,Rjasan|Russland,2322.2074
Budapest|Ungarn,Nabereschnyje Tschelny|Russland,3211.4667000000004
Budapest|Ungarn,Nürnberg|Deutschland,748.0438
Budapest|Ungarn,Skopje|Nordmazedonien,809.554
Astrachan|Russland,Budapest|Ungarn,2710.3937
Budapest|Ungarn,Hannover|Deutschland,1030.0198
Budapest|Ungarn,Kirow|Russland,3158.1536
Budapest|Ungarn,Lyon|Frankreich,1391.5871000000002
Budapest|Ungarn,Pensa|Russland,2766.1072000000004
Budapest|Ungarn,Toulouse|Frankreich,1831.9901
Budapest|Ungarn,Lipezk|Russland,2399.7036000000003
Budapest|Ungarn,Homel|Belarus,1738.8034
Charkiw|Ukraine,München|Deutschland,2247.161
München|Deutschland,Prag|Tschechin,380.9715
Mailand|Italien,München|Deutschland,491.97090000000003
München|Deutschland,Sofia|Bulgarien,1332.8797
Kasan|Russland,München|Deutschland,3255.1373
München|Deutschland,Nischni Nowgorod|Russland,2856.4674
Belgrad|Serbien,München|Deutschland,940.5356999999999
München|Deutschland,Samara|Russland,3438.0729
München|Deutschland,Rostow am Don|Russland,2727.8732999999997
München|Deutschland,Ufa|Russland,3751.923
München|Deutschland,Woronesch|Russland,2703.2248
München|Deutschland,Perm|Russland,3884.6919
Köln|Deutschland,München|Deutschland,575.6821
München|Deutschland,Odessa|Ukraine,2038.0883000000001
München|Deutschland,Wolgograd|Russland,3027.4409
Dnipro|Ukraine,München|Deutschland,2260.2972999999997
Krasnodar|Russland,München|Deutschland,3076.2743
Amsterdam|Niederlande,München|Deutschland,827.825
München|Deutschland,Neapel|Italien,1116.9565
Donezk|Ukraine,München|Deutschland,2509.8041000000003
Marseille|Frankreich,München|Deutschland,1051.2153
München|Deutschland,Turin|Italien,607.8721999999999
München|Deutschland,Saratow|Russland,3251.4739
München|Deutschland,Valencia|Spanien,1717.3228000000001
München|Deutschland,Zagreb|Kroatien,547.9453000000001
Frankfurt am Main|Deutschland,München|Deutschland,395.7045
Lwiw (Lemberg)|Ukraine,München|Deutschland,1235.6724
München|Deutschland,Sevilla|Spanien,2362.3623
München|Deutschland,Saragossa|Spanien,1653.721
Breslau|Polen,München|Deutschland,720.8141999999999
Ischewsk|Russland,München|Deutschland,3601.7721
Lodz|Polen,München|Deutschland,940.7051
Athen|Griechenland,München|Deutschland,2031.3406
München|Deutschland,Palermo|Italien,1812.497
München|Deutschland,Uljanowsk|Russland,3243.9419
München|Deutschland,Stuttgart|Deutschland,218.4709
Leipzig|Deutschland,München|Deutschland,438.9283
München|Deutschland,Vilnius|Litauen,1623.9408999999998
Machatschkala|Russland,München|Deutschland,3648.1639
Krywyj Rih|Ukraine,München|Deutschland,2066.9471000000003
Jaroslawl|Russland,München|Deutschland,2649.0998999999997
München|Deutschland,Tirana|Albanien,1607.258
München|Deutschland,Riga|Lettland,1780.4189
Malaga|Spanien,München|Deutschland,2333.432
Bremen|Deutschland,München|Deutschland,764.3299000000001
München|Deutschland,Orenburg|Russland,3824.5153
Lissabon|Portugal,München|Deutschland,2461.2971000000002
Chisinau|Moldau,München|Deutschland,1730.6312
Dresden|Deutschland,München|Deutschland,462.157
Genua|Italien,München|Deutschland,647.4205
Antwerpen|Belgien,München|Deutschland,791.8385
München|Deutschland,Posen|Polen,823.1041
München|Deutschland,Rjasan|Russland,2564.5272999999997
München|Deutschland,Nabereschnyje Tschelny|Russland,3453.7866
München|Deutschland,Nürnberg|Deutschland,170.7935
München|Deutschland,Skopje|Nordmazedonien,1369.5605
Astrachan|Russland,München|Deutschland,3407.6419
Hannover|Deutschland,München|Deutschland,632.0951
Kirow|Russland,München|Deutschland,3400.4735
Lyon|Frankreich,München|Deutschland,741.0561
München|Deutschland,Pensa|Russland,3008.427
München|Deutschland,Toulouse|Frankreich,1312.432
Lipezk|Russland,München|Deutschland,2642.0235
Homel|Belarus,München|Deutschland,1981.1233
Charkiw|Ukraine,Prag|Tschechin,1871.7782
Charkiw|Ukraine,Mailand|Italien,2649.4548
Charkiw|Ukraine,Sofia|Bulgarien,1576.2284
Charkiw|Ukraine,Kasan|Russland,1506.4128999999998
Charkiw|Ukraine,Nischni Nowgorod|Russland,1199.6853999999998
Belgrad|Serbien,Charkiw|Ukraine,1852.4907
Charkiw|Ukraine,Samara|Russland,1415.2911000000001
Charkiw|Ukraine,Rostow am Don|Russland,533.0679
Charkiw|Ukraine,Ufa|Russland,1808.333
Charkiw|Ukraine,Woronesch|Russland,473.464
Charkiw|Ukraine,Perm|Russland,2193.6256000000003
Charkiw|Ukraine,Köln|Deutschland,2361.3407
Charkiw|Ukraine,Odessa|Ukraine,673.6068
Charkiw|Ukraine,Wolgograd|Russland,807.1468000000001
Charkiw|Ukraine,Dnipro|Ukraine,218.0404
Charkiw|Ukraine,Krasnodar|Russland,827.1698
Amsterdam|Niederlande,Charkiw|Ukraine,2443.5385
Charkiw|Ukraine,Neapel|Italien,3112.1836000000003
Charkiw|Ukraine,Donezk|Ukraine,354.69640000000004
Charkiw|Ukraine,Marseille|Frankreich,3259.4473
Charkiw|Ukraine,Turin|Italien,2785.6967
Charkiw|Ukraine,Saratow|Russland,996.8718
Charkiw|Ukraine,Valencia|Spanien,3925.5548
Charkiw|Ukraine,Zagreb|Kroatien,1962.0178999999998
Charkiw|Ukraine,Frankfurt am Main|Deutschland,2339.2763999999997
Charkiw|Ukraine,Lwiw (Lemberg)|Ukraine,1018.005
Charkiw|Ukraine,Sevilla|Spanien,4572.6144
Charkiw|Ukraine,Saragossa|Spanien,3861.953
Breslau|Polen,Charkiw|Ukraine,1603.8781000000001
Charkiw|Ukraine,Ischewsk|Russland,1900.7631999999999
Charkiw|Ukraine,Lodz|Polen,1385.9686000000002
Athen|Griechenland,Charkiw|Ukraine,2367.5176
Charkiw|Ukraine,Palermo|Italien,3807.7242
Charkiw|Ukraine,Uljanowsk|Russland,1363.6562
Charkiw|Ukraine,Stuttgart|Deutschland,2349.8914
Charkiw|Ukraine,Leipzig|Deutschland,1974.1173999999999
Charkiw|Ukraine,Vilnius|Litauen,1171.2296000000001
Charkiw|Ukraine,Machatschkala|Russland,1419.2938000000001
Charkiw|Ukraine,Krywyj Rih|Ukraine,365.21840000000003
Charkiw|Ukraine,Jaroslawl|Russland,1109.2691
Charkiw|Ukraine,Tirana|Albanien,2090.8707
Charkiw|Ukraine,Riga|Lettland,1466.129
Charkiw|Ukraine,Malaga|Spanien,4541.6641
Bremen|Deutschland,Charkiw|Ukraine,2176.4066000000003
Charkiw|Ukraine,Orenburg|Russland,1697.9359
Charkiw|Ukraine,Lissabon|Portugal,4576.307599999999
Charkiw|Ukraine,Chisinau|Moldau,863.6545
Charkiw|Ukraine,Dresden|Deutschland,1858.2756000000002
Charkiw|Ukraine,Genua|Italien,2801.7403
Antwerpen|Belgien,Charkiw|Ukraine,2517.4959
Charkiw|Ukraine,Posen|Polen,1558.9668000000001
Charkiw|Ukraine,Rjasan|Russland,852.1945999999999
Charkiw|Ukraine,Nabereschnyje Tschelny|Russland,1712.4025
Charkiw|Ukraine,Nürnberg|Deutschland,2160.2612999999997
Charkiw|Ukraine,Skopje|Nordmazedonien,1807.371
Astrachan|Russland,Charkiw|Ukraine,1187.3477
Charkiw|Ukraine,Hannover|Deutschland,2071.3419
Charkiw|Ukraine,Kirow|Russland,1801.2287
Charkiw|Ukraine,Lyon|Frankreich,2943.6932
Charkiw|Ukraine,Pensa|Russland,982.1698
Charkiw|Ukraine,Toulouse|Frankreich,3424.8504
Charkiw|Ukraine,Lipezk|Russland,595.0088000000001
Charkiw|Ukraine,Homel|Belarus,666.4849
Mailand|Italien,Prag|Tschechin,885.0849000000001
Prag|Tschechin,Sofia|Bulgarien,1291.1771999999999
Kasan|Russland,Prag|Tschechin,2898.9526
Nischni Nowgorod|Russland,Prag|Tschechin,2500.2828
Belgrad|Serbien,Prag|Tschechin,898.923
Prag|Tschechin,Samara|Russland,3081.8882999999996
Prag|Tschechin,Rostow am Don|Russland,2351.9215
Prag|Tschechin,Ufa|Russland,3395.7383999999997
Prag|Tschechin,Woronesch|Russland,2347.0402000000004
Perm|Russland,Prag|Tschechin,3528.5072999999998
Köln|Deutschland,Prag|Tschechin,691.5106
Odessa|Ukraine,Prag|Tschechin,1662.1363999999999
Prag|Tschechin,Wolgograd|Russland,2651.4891000000002
Dnipro|Ukraine,Prag|Tschechin,1884.3455
Krasnodar|Russland,Prag|Tschechin,2700.3224
Amsterdam|Niederlande,Prag|Tschechin,877.3578
Neapel|Italien,Prag|Tschechin,1500.3223
Prag|Tschechin,Turin|Italien,1000.9861999999999
Prag|Tschechin,Saratow|Russland,2895.2893
Prag|Tschechin,Valencia|Spanien,2058.1214
Prag|Tschechin,Zagreb|Kroatien,646.5048
Frankfurt am Main|Deutschland,Prag|Tschechin,511.533
Lwiw (Lemberg)|Ukraine,Prag|Tschechin,859.7206
Prag|Tschechin,Sevilla|Spanien,2703.161
Prag|Tschechin,Saragossa|Spanien,1994.5196
Breslau|Polen,Prag|Tschechin,295.29470000000003
Ischewsk|Russland,Prag|Tschechin,3245.5874
Lodz|Polen,Prag|Tschechin,515.1856
Athen|Griechenland,Prag|Tschechin,1989.6381000000001
Palermo|Italien,Prag|Tschechin,2195.8628
Prag|Tschechin,Uljanowsk|Russland,2887.7572999999998
Prag|Tschechin,Stuttgart|Deutschland,482.4581
Leipzig|Deutschland,Prag|Tschechin,252.3303
Prag|Tschechin,Vilnius|Litauen,1267.7563
Machatschkala|Russland,Prag|Tschechin,3272.212
Krywyj Rih|Ukraine,Prag|Tschechin,1690.9953
Jaroslawl|Russland,Prag|Tschechin,2292.9152999999997
Prag|Tschechin,Tirana|Albanien,1565.5555
Malaga|Spanien,Prag|Tschechin,2674.2307
Bremen|Deutschland,Prag|Tschechin,610.2259
Orenburg|Russland,Prag|Tschechin,3468.3307
Dresden|Deutschland,Prag|Tschechin,145.39970000000002
Genua|Italien,Prag|Tschechin,1040.5345
Antwerpen|Belgien,Prag|Tschechin,907.667
Posen|Polen,Prag|Tschechin,560.4284
Prag|Tschechin,Rjasan|Russland,2208.3426
Nabereschnyje Tschelny|Russland,Prag|Tschechin,3097.602
Nürnberg|Deutschland,Prag|Tschechin,293.55740000000003
Prag|Tschechin,Skopje|Nordmazedonien,1327.858
Astrachan|Russland,Prag|Tschechin,3031.6901000000003
Hannover|Deutschland,Prag|Tschechin,505.1612
Kirow|Russland,Prag|Tschechin,3044.2889
Lyon|Frankreich,Prag|Tschechin,1076.2598
Pensa|Russland,Prag|Tschechin,2652.2424
Prag|Tschechin,Toulouse|Frankreich,1557.417
Lipezk|Russland,Prag|Tschechin,2285.8388999999997
Homel|Belarus,Prag|Tschechin,1624.9386000000002
Mailand|Italien,Sofia|Bulgarien,1417.4701
Kasan|Russland,Mailand|Italien,3704.8701
Mailand|Italien,Nischni Nowgorod|Russland,3306.2003
Belgrad|Serbien,Mailand|Italien,1025.1261
Mailand|Italien,Samara|Russland,3887.8057999999996
Mailand|Italien,Rostow am Don|Russland,3176.3866000000003
Mailand|Italien,Ufa|Russland,4201.655900000001
Mailand|Italien,Woronesch|Russland,3152.9577000000004
Mailand|Italien,Perm|Russland,4334.4248
Köln|Deutschland,Mailand|Italien,825.6266999999999
Mailand|Italien,Odessa|Ukraine,2329.473
Mailand|Italien,Wolgograd|Russland,3475.9542
Dnipro|Ukraine,Mailand|Italien,2708.8106000000002
Krasnodar|Russland,Mailand|Italien,3524.7875
Amsterdam|Niederlande,Mailand|Italien,1077.7697
Mailand|Italien,Neapel|Italien,774.685
Donezk|Ukraine,Mailand|Italien,2958.3174
Mailand|Italien,Marseille|Frankreich,514.9377000000001
Mailand|Italien,Turin|Italien,140.258
Mailand|Italien,Zagreb|Kroatien,632.5356999999999
Frankfurt am Main|Deutschland,Mailand|Italien,661.8344000000001
Lwiw (Lemberg)|Ukraine,Mailand|Italien,1684.1857
Mailand|Italien,Sevilla|Spanien,1964.6459
Mailand|Italien,Saragossa|Spanien,1256.0046
Breslau|Polen,Mailand|Italien,1170.5471
Ischewsk|Russland,Mailand|Italien,4051.5049
Lodz|Polen,Mailand|Italien,1390.4379
Athen|Griechenland,Mailand|Italien,2115.931
Mailand|Italien,Palermo|Italien,1470.2255
Mailand|Italien,Uljanowsk|Russland,3693.6748
Mailand|Italien,Stuttgart|Deutschland,500.3629
Leipzig|Deutschland,Mailand|Italien,888.6612
Mailand|Italien,Vilnius|Litauen,2073.6738
Machatschkala|Russland,Mailand|Italien,4096.6771
Krywyj Rih|Ukraine,Mailand|Italien,2334.6517000000003
Jaroslawl|Russland,Mailand|Italien,3098.8327999999997
Mailand|Italien,Tirana|Albanien,1379.1479
Mailand|Italien,Riga|Lettland,2230.1517999999996
Mailand|Italien,Malaga|Spanien,1935.7156
Bremen|Deutschland,Mailand|Italien,1095.2828
Mailand|Italien,Orenburg|Russland,4274.2482
Lissabon|Portugal,Mailand|Italien,2135.4457
Chisinau|Moldau,Mailand|Italien,2034.806
Dresden|Deutschland,Mailand|Italien,911.8899
Genua|Italien,Mailand|Italien,161.379
Antwerpen|Belgien,Mailand|Italien,941.1605999999999
Mailand|Italien,Posen|Polen,1272.837
Mailand|Italien,Rjasan|Russland,3014.2601
Mailand|Italien,Nabereschnyje Tschelny|Russland,3903.5195
Mailand|Italien,Nürnberg|Deutschland,614.6219
Mailand|Italien,Skopje|Nordmazedonien,1454.1508999999999
Astrachan|Russland,Mailand|Italien,3856.1551
Hannover|Deutschland,Mailand|Italien,992.0218000000001
Kirow|Russland,Mailand|Italien,3850.2064
Lyon|Frankreich,Mailand|Italien,440.4613
Mailand|Italien,Pensa|Russland,3458.1599
Mailand|Italien,Toulouse|Frankreich,885.9417
Lipezk|Russland,Mailand|Italien,3091.7563999999998
Homel|Belarus,Mailand|Italien,2430.8561
Kasan|Russland,Sofia|Bulgarien,3777.7409
Nischni Nowgorod|Russland,Sofia|Bulgarien,3379.071
Belgrad|Serbien,Sofia|Bulgarien,396.2406
Samara|Russland,Sofia|Bulgarien,3016.6232
Rostow am Don|Russland,Sofia|Bulgarien,1798.5251
Sofia|Bulgarien,Ufa|Russland,3409.6651
Sofia|Bulgarien,Woronesch|Russland,2074.7961
Perm|Russland,Sofia|Bulgarien,4407.2955
Köln|Deutschland,Sofia|Bulgarien,1861.9144
Odessa|Ukraine,Sofia|Bulgarien,905.5355999999999
Sofia|Bulgarien,Wolgograd|Russland,2216.3358
Dnipro|Ukraine,Sofia|Bulgarien,1355.1811
Krasnodar|Russland,Sofia|Bulgarien,2146.926
Amsterdam|Niederlande,Sofia|Bulgarien,2114.0573999999997
Neapel|Italien,Sofia|Bulgarien,1876.2725
Donezk|Ukraine,Sofia|Bulgarien,1622.2531999999999
Marseille|Frankreich,Sofia|Bulgarien,1919.3878
Sofia|Bulgarien,Turin|Italien,1549.7856000000002
Saratow|Russland,Sofia|Bulgarien,2598.2039
Sofia|Bulgarien,Valencia|Spanien,2724.0565
Sofia|Bulgarien,Zagreb|Kroatien,789.7913000000001
Frankfurt am Main|Deutschland,Sofia|Bulgarien,1681.9368
Lwiw (Lemberg)|Ukraine,Sofia|Bulgarien,1332.4683
Sevilla|Spanien,Sofia|Bulgarien,3369.0961
Saragossa|Spanien,Sofia|Bulgarien,2660.4547000000002
Breslau|Polen,Sofia|Bulgarien,1485.4102
Ischewsk|Russland,Sofia|Bulgarien,4124.3757000000005
Lodz|Polen,Sofia|Bulgarien,1526.989
Athen|Griechenland,Sofia|Bulgarien,789.3708
Palermo|Italien,Sofia|Bulgarien,2571.813
Sofia|Bulgarien,Uljanowsk|Russland,2964.9883
Sofia|Bulgarien,Stuttgart|Deutschland,1566.2841
Leipzig|Deutschland,Sofia|Bulgarien,1542.1124
Sofia|Bulgarien,Vilnius|Litauen,2146.5446
Machatschkala|Russland,Sofia|Bulgarien,2718.8156
Krywyj Rih|Ukraine,Sofia|Bulgarien,1209.9004
Jaroslawl|Russland,Sofia|Bulgarien,3171.7035
Sofia|Bulgarien,Tirana|Albanien,512.724
Riga|Lettland,Sofia|Bulgarien,2303.0226000000002
Malaga|Spanien,Sofia|Bulgarien,3340.1657999999998
Bremen|Deutschland,Sofia|Bulgarien,1900.008
Orenburg|Russland,Sofia|Bulgarien,3299.268
Lissabon|Portugal,Sofia|Bulgarien,3539.8958
Chisinau|Moldau,Sofia|Bulgarien,844.4336999999999
Dresden|Deutschland,Sofia|Bulgarien,1435.1818
Genua|Italien,Sofia|Bulgarien,1565.8292
Antwerpen|Belgien,Sofia|Bulgarien,2078.0708999999997
Posen|Polen,Sofia|Bulgarien,1673.2038
Rjasan|Russland,Sofia|Bulgarien,3087.1309
Nabereschnyje Tschelny|Russland,Sofia|Bulgarien,3976.3902000000003
Nürnberg|Deutschland,Sofia|Bulgarien,1463.9612
Skopje|Nordmazedonien,Sofia|Bulgarien,229.22420000000002
Astrachan|Russland,Sofia|Bulgarien,2564.7967000000003
Hannover|Deutschland,Sofia|Bulgarien,1794.9433000000001
Kirow|Russland,Sofia|Bulgarien,3923.0771
Lyon|Frankreich,Sofia|Bulgarien,1849.9888999999998
Pensa|Russland,Sofia|Bulgarien,2583.5018999999998
Sofia|Bulgarien,Toulouse|Frankreich,2290.3919
Lipezk|Russland,Sofia|Bulgarien,2196.3408999999997
