step,loss,w1,w2,w3,entropy,var
1,0.011153608869676684,0.3365508221770259,0.2886993562991569,0.37474982152381725,1.0929928364571038,0.0012392898781263902
2,0.011049074207361956,0.3364405578620381,0.2889513281477616,0.37460811399020044,1.0930465598120112,0.001227674915612131
3,0.010945850994530671,0.336331182767577,0.28920146151378173,0.37446735571864126,1.0930995941874915,0.0012162056697075806
4,0.010843921614424035,0.33622269289494966,0.2894497683705909,0.37432753873445956,1.0931519490991202,0.001204880182995089
5,0.010743268647520062,0.3361150841776802,0.28969626072563454,0.3741886550966853,1.0932036339496896,0.0011936965199722076
6,0.010643874871415212,0.336008352484584,0.28994095061602404,0.37405069689939213,1.0932546580295066,0.0011826527670385377
7,0.010545723260604142,0.33590249362276686,0.2901838501042634,0.37391365627296974,1.0933050305167398,0.001171747032471257
8,0.010448796986163052,0.33579750334055525,0.29042497127410555,0.3737775253853393,1.0933547604778115,0.001160977446389938
9,0.010353079415339903,0.33569337733035204,0.29066432622653743,0.3736422964431106,1.093403856867838,0.0011503421607110158
10,0.010258554111056719,0.33559011123142557,0.29090192707589024,0.37350796169268424,1.0934523285311064,0.0011398393490924868
11,0.01016520483132778,0.33548770063262634,0.2911377859460732,0.3733745134213005,1.0935001842015977,0.001129467206869266
12,0.01007301552859751,0.3353861410750383,0.29137191496692805,0.3732419439580338,1.0935474325035415,0.0011192239509796175
13,0.009981970349002611,0.33528542805456046,0.2916043262707022,0.37311024567473744,1.093594081952013,0.0011091078198831692
14,0.009892053631561683,0.335185557024424,0.29183503198863814,0.37297941098693793,1.0936401409535585,0.0010991170734708715
15,0.009803249907296363,0.33508652339764294,0.2920640442476765,0.3728494323546807,1.0936856178068548,0.001089249992967346
16,0.009715543898287517,0.33498832254940064,0.2922913751672706,0.3727203022833288,1.0937305207033992,0.0010795048808260165
17,0.009628920516669845,0.3348909498193738,0.29251703685631036,0.37259201332431596,1.0937748577282278,0.0010698800606174007
18,0.009543364863568346,0.33479440051399273,0.2927410414101528,0.37246455807585455,1.0938186368606584,0.0010603738769109378
19,0.009458862227980064,0.3346986699086422,0.2929634009077568,0.3723379291836011,1.093861865975061,0.0010509846951507389
