step,gen_loss,gen_grad_norm,fake_mean_0,fake_mean_1,fake_mean_2,fake_mean_3,fake_mean_4,fake_mean_5
20,0.017332299983476334,0.01701985939827801,0.5587723211820059,0.4728909432078405,0.4887149798298975,0.4911541619760956,0.4372002369944284,0.5582134061039256
21,0.026932069962177025,0.017207653953670205,0.5039818016324586,0.5056360278991205,0.4565899695957345,0.5443997510432745,0.4911679542714336,0.4809178440938017
22,0.030387653230190877,0.021096415157750757,0.47152506579967646,0.528510586387463,0.5096194630487562,0.4684942003429436,0.4574766818924525,0.4980287881338888
23,0.01890798214957616,0.015647732213037505,0.4581270138766639,0.5107796744623948,0.44552691720025356,0.48726501679077866,0.48762027612588454,0.5143034854099131
24,0.03140201710552857,0.022704034766194616,0.5205740196783136,0.505071589865186,0.5575024371390319,0.4878223432644847,0.47388672534085785,0.4513530522267093
25,0.01307916838040181,0.009285167740787215,0.5007095810157587,0.4855787914709571,0.5540478997598071,0.49308588678881554,0.45406781578355765,0.5167914897512405
26,0.021885648155872604,0.013096285022198258,0.5294371773471152,0.5379117349745441,0.4865228028345905,0.4681781606650466,0.49583107726001946,0.5100644736779497
27,0.017280557322779385,0.01526190722365258,0.523280275246763,0.4979744746782687,0.5057128712262003,0.46864498595763393,0.5593546073186874,0.4936817086872663
28,0.023461034747334086,0.01826241305234459,0.4982504140496228,0.5151434277037281,0.5115429512922237,0.5009011501829203,0.5442106321974168,0.5299044069978949
29,0.020404473936494433,0.013722259315101131,0.5224335270077768,0.5604479889408966,0.5171098866697923,0.4722935230593453,0.44581215552175135,0.48522216557031006
30,0.013230383358875058,0.007368294280906878,0.5569555795237637,0.49284998488353343,0.49376583072502034,0.5461873730178037,0.5432677191761597,0.48807209557627323
31,0.02141373328062483,0.014852668410540793,0.4878024166903987,0.5020808392368044,0.49888651005127405,0.5132065811122561,0.5735182821707928,0.4870726263667655
32,0.02582184829544411,0.01860810776512273,0.4545667879712041,0.5457383619399331,0.45088282880397906,0.4620763811060619,0.4951832308968993,0.5511492085672313
33,0.030456720807989307,0.019766148611609028,0.4930908780728337,0.5482992064358334,0.46502650315000443,0.5584114686378254,0.5088265330256195,0.5356877194377038
34,0.022879624278871354,0.016279920820335744,0.4969555559158943,0.5087324905821429,0.49036976200708937,0.4988255472838085,0.47720567054288726,0.5368788928126024
35,0.020107392471781834,0.013802057017419845,0.502015905580449,0.49354572437479266,0.5144959032139396,0.5011558719984129,0.4716731340032339,0.5072828791097935
36,0.019545903512280024,0.016405496345925887,0.5174046426317778,0.5112261629914685,0.4858619828222384,0.5062451172372607,0.43606868299467594,0.5368204934688579
37,0.017149245129479004,0.01703837787048126,0.5096554723764342,0.5398373472771708,0.5228339139910717,0.535291169814895,0.47387432877532243,0.550036300722024
38,0.01589272028338272,0.01125747214923715,0.5325980463959605,0.5299040440429789,0.47537305767596655,0.5307192283154705,0.46076068450919977,0.4646792311888388
39,0.01926465252283915,0.021244440418504488,0.449245742553853,0.5031838875803476,0.5143643896014455,0.501420012178165,0.4701919928712329,0.5275892228208072
40,0.019533235550823112,0.018382191162626224,0.4390583466081773,0.4872303402423834,0.50241585842762,0.466534499554561,0.4347331273983729,0.5127488055795434
41,0.015947744898087774,0.018350802954205298,0.4819909208133792,0.4899235188753737,0.5280916242951125,0.4988425577425901,0.42023732037755446,0.5240970637540441
42,0.027675491975844225,0.02027878002020433,0.4406375339545048,0.5062563883320843,0.5007601810837323,0.48928940293929374,0.5521449895296348,0.445705172818173
43,0.021699992612963986,0.015323792664354643,0.4957209161178157,0.4686523841146201,0.5000012655567126,0.48456044832903855,0.545226883889474,0.5044268256958092
44,0.013075483255449917,0.008129688697577851,0.4768987476150166,0.47089517303090583,0.4879807992319313,0.5218759293030784,0.4901891739987761,0.5241347570185182
45,0.02355694101204232,0.02261807987832161,0.5093522091251899,0.5008084025985424,0.5093405367174861,0.4948947035603434,0.4961578578389399,0.4998925217651556
46,0.01900699371736875,0.01851098610372201,0.5321279313186978,0.5069203208294248,0.49965387396550887,0.47769352024569134,0.5379257869825463,0.4908961343495772
47,0.026410052782110217,0.020558456853998774,0.534973915827366,0.4679586753310448,0.5311691999281871,0.5284274547755041,0.44776506482915807,0.4956801460017061
48,0.0142866301716711,0.01218042332965156,0.45819399134819927,0.4975693869761549,0.4958366577765616,0.5433184084694133,0.5113099661935613,0.4981765641191191
49,0.026086183488582004,0.024684366426252713,0.5021594126559412,0.49842320657979394,0.5492395022875557,0.4746258804276248,0.49150380567557833,0.48776262361922273
50,0.014353842644684174,0.0100425297416877,0.5163957530805954,0.48872053941996857,0.48911950444976743,0.5114378322391007,0.49831563035344717,0.5278881684843612
51,0.028236347533106956,0.018981605945303875,0.49205881520593636,0.5002032620470226,0.5042685035963296,0.508810668988072,0.5019017828657094,0.5236457152280033
52,0.026338111233201417,0.02115934750969235,0.521159202834775,0.47893252700293204,0.46103304955233776,0.4828786463998517,0.5248110830437949,0.45088565158287836
53,0.02786031527412079,0.025494928576741474,0.4854007254385895,0.47478057461463213,0.4939577981012675,0.535770560696045,0.556723642050563,0.5404429751553153
54,0.016791053406967148,0.014878880686353053,0.48547832580859285,0.49653084917126733,0.45182908016673795,0.4829709727901558,0.4829081021220199,0.4875590087058803
55,0.017592228196579806,0.02336797753382656,0.5253783644221272,0.4934730638430983,0.4544353333831158,0.5311911410512938,0.5602777356779559,0.4690315987994235
56,0.015491957053623462,0.012489055891875121,0.4895284180668074,0.45914696411684675,0.5044684052755983,0.5270358364672052,0.4898357391588487,0.49937980369471013
57,0.012911280735701454,0.009972558772033619,0.5250937197000758,0.4898566217413563,0.4950018306668481,0.515568972368088,0.5251812756095934,0.4382536019813006
58,0.025280327669490118,0.019425502077157594,0.5199516592623518,0.4967339843001519,0.48721859993006705,0.5198583585916453,0.5351525681532998,0.4576392038323518
59,0.01528583225739201,0.012554642970763096,0.49316139323997404,0.4889573282098449,0.4596984842704641,0.4656349897352895,0.5514240575198281,0.5168776549712324
60,0.017921441202467952,0.015259388516565078,0.5503212196799003,0.5121575712629708,0.4853522278644844,0.5130491371781708,0.5287530683941932,0.564961475031018
61,0.025473466356009656,0.019075084937706915,0.5265994466511266,0.48302307521381266,0.45703890131899205,0.5059202651265818,0.48428682884760055,0.554532831477459
62,0.034397530625764984,0.026165243436448726,0.5271668749823755,0.48262564274905306,0.5091020316925249,0.5228967700681462,0.5009012262743167,0.5027224592619146
63,0.026122761866843074,0.023797987826186157,0.45508076373242784,0.4903215065787326,0.47528967362905794,0.5452088207409681,0.48499700693401177,0.5045949738972991
64,0.02321737615901231,0.016140513210514195,0.5578125840063739,0.4901179970666457,0.46319761602388965,0.5093884951653473,0.5324832543686765,0.49643697915332685
65,0.030530105974354294,0.021328293210075053,0.5193009270716532,0.45191358764340406,0.47807153897224725,0.48913785519509084,0.4452581447052476,0.49358372836278724
66,0.024136287092988807,0.01411849271901184,0.5154438170028209,0.487184544409755,0.5037355815037584,0.4780302030096679,0.47026288827373075,0.5018872190973396
67,0.03263278336249149,0.021076787606381174,0.5150691534988059,0.5275314757414836,0.4926692419310624,0.4783884510572237,0.42003563141185235,0.5213425640528436
68,0.018279273810557013,0.011664336004173393,0.5398831700460472,0.4661331125698056,0.5010116842417631,0.49420975436409836,0.5508761246970767,0.4806662830229995
69,0.03268625998339238,0.022350565970951718,0.524230484483843,0.48900761685384636,0.5112247404768184,0.5140897681384419,0.4760583519813905,0.4581080327852324
70,0.01672609454468229,0.018124448243266342,0.5025293524173623,0.46707729698220035,0.48306491454082334,0.5019168217522422,0.5089504954700664,0.4534887814691027
71,0.030580934148960317,0.021496633599621385,0.574581608073992,0.45709193583215807,0.4996368932763201,0.4933495778240682,0.5978505835043318,0.46716912019658874
72,0.02117269591373533,0.016507795862289877,0.6063471222193736,0.534058247502522,0.43164140649950583,0.49021420917002595,0.5321431632299265,0.4963684158471505
73,0.02927913460169465,0.01780693874643252,0.4947348357723674,0.5203470267435046,0.5062604604893262,0.5132501573503734,0.48573828357146415,0.4689413639069727
74,0.015929555003422826,0.014285240327272717,0.5357523124894634,0.5213771979593136,0.48010871727196935,0.43716018046030963,0.46884499619345166,0.5859854270844571
75,0.018888634709696973,0.012598530545983809,0.4545580086524085,0.5098978958006227,0.49234417084899534,0.4919507378344601,0.5019895549055055,0.5677085694851911
76,0.018722504404689186,0.013523620596897915,0.4783550098354918,0.5261237245997142,0.5389993685551026,0.4884102624837368,0.49510533762185205,0.5665642106018669
77,0.017501049460516355,0.013751829125728884,0.46818640142679163,0.4824073637506521,0.5367860099267368,0.47538114310534346,0.5666305011929247,0.46965170211528945
78,0.016142000927923675,0.012408539059297128,0.5066512016396291,0.5224378262949916,0.5052657215639288,0.55992834839473,0.4545771122638071,0.5884627004672579
79,0.023079790334639045,0.012451404617802291,0.5293561801851188,0.49575955177396175,0.5185805225689396,0.5300282111364825,0.5675025736559429,0.4675412714794597
80,0.021351036109491475,0.013681232530551429,0.5453180278942086,0.4934222180898172,0.521883604818445,0.4881919830819883,0.46995729205727466,0.44862918565526794
81,0.02998248510596516,0.016487509701831035,0.4767017255114774,0.488972694481858,0.5410322818013614,0.49697683802897485,0.5324394392195719,0.5260785458183659
82,0.02153813559392223,0.012687981213220683,0.4995524215299946,0.5036413312616302,0.5099396656970976,0.49859692589664084,0.49578613079670164,0.5733086326360396
83,0.01971298453236812,0.015480391469742396,0.5080126526534827,0.5095340872323323,0.520521353882165,0.5062109386981716,0.45035362656952316,0.49331543889522017
84,0.03010978807556791,0.02569187172333698,0.5236495487454368,0.5164261427291748,0.5350357876106123,0.4627698930679991,0.4908398512706646,0.45411997941927607
85,0.021570818249699638,0.01654746460504136,0.4733621343696661,0.5387280181485516,0.5154020016908323,0.48607928667380057,0.48334805943666276,0.47713801995002914
86,0.02185435388907302,0.014481989697859422,0.47376126494757165,0.5225179042320507,0.46835257874271924,0.4868106604489825,0.5419673298360578,0.5757617440709834
87,0.024587118272532016,0.018011432870435353,0.4814221470022308,0.4715751263827008,0.4897846969699258,0.5688756233701161,0.5595008055222503,0.47729179895633617
88,0.03300967748456305,0.016682721370850803,0.5010023425954712,0.5062236256234017,0.5227488700537449,0.46828460073289985,0.5067122647861763,0.5208233847932088
89,0.021611910968756875,0.019362514715344333,0.45787963587215913,0.502636369653344,0.4682081316901573,0.5764523020203741,0.450544026029679,0.4952562754472945
90,0.01817001401606377,0.02008603857870485,0.5887716243427755,0.5668121706071552,0.4385745409635161,0.5338364262886304,0.5128544594034777,0.47737421506164496
91,0.028761079856383615,0.01943273932416793,0.5080530522708158,0.4647895688196705,0.528115720460657,0.5378649572246245,0.45339323639544543,0.5227558653247963
92,0.011062319604941409,0.011159951119383246,0.4944956718291561,0.4622256970306493,0.4805989440958976,0.48206493727937705,0.46733984044988314,0.47932014623754066
93,0.019551564770969573,0.015501991930239998,0.5644265679268734,0.5218806602214076,0.5262610347405516,0.43796954007723005,0.42327989058869003,0.4698134195437572
94,0.021243495181595583,0.014462060314589995,0.43246386562566586,0.4834355185214362,0.5451307282759635,0.5615554308086615,0.44980358549695254,0.4617893685754073
95,0.01183167873968559,0.008723768031877719,0.5220039695006671,0.5398996766065349,0.48974869152819595,0.5403550768877385,0.5284661953714477,0.4373984113574144
96,0.011452545781004833,0.009123427900463115,0.5521043250279565,0.5306452694785521,0.5298825660618331,0.47736294460683254,0.5526462418794946,0.4447857628358396
97,0.021702213874165557,0.026321053498218915,0.48488160200773417,0.48087611400907904,0.5099195496062764,0.4741089825836873,0.5019403987093232,0.5260755311396251
98,0.03637153834358766,0.026756561509663875,0.4607467008569925,0.5176674547982668,0.48756927055366645,0.4853848549422195,0.48345989906959674,0.48873744079742987
99,0.021791877715178137,0.011878682438603775,0.4950704304929635,0.4637799373398687,0.4920284399191002,0.4669515146106919,0.5193855927852736,0.5528443204607452
100,0.01261081256827766,0.010498450060278807,0.47989251702110763,0.4964439602602688,0.45051182355937125,0.521238946149106,0.5471366153565522,0.5467144049590821
101,0.0134300889435303,0.013344912261035442,0.5236842649187222,0.5049487404761914,0.4991645141770084,0.5414875869842967,0.5037219186336503,0.5171278470846431
102,0.022852133760430243,0.015209478048701926,0.5478900220680246,0.5054027295312036,0.43361419309876365,0.5477910934900199,0.505811886904431,0.42352047570467133
103,0.020805513013421015,0.016569414036265908,0.5372633092125243,0.5149562444299759,0.5109552252315087,0.5363642019825379,0.5188787527668577,0.5336042282369723
104,0.02862052045828331,0.015813111702447476,0.526573904140473,0.5072541027907083,0.4753569103487145,0.5042288558927527,0.48414204615465906,0.4748143082122642
105,0.022202518662711595,0.015054029950172491,0.5158886531600734,0.5170012452114525,0.4686427943062486,0.4745199501647732,0.4290074806093526,0.48228560565556355
106,0.014563258676092344,0.013268612726343483,0.4676211113201421,0.5026558675611275,0.5145152404130905,0.5227504401345193,0.42158026122996956,0.5341429240412365
107,0.01801547736692793,0.01809223847503825,0.4844230278194257,0.5045046110685201,0.4844100770035102,0.4948573968168074,0.45736669519782025,0.5269012466532489
108,0.03771292861113528,0.024314923232978135,0.5375640690848664,0.5075223841664225,0.5050403281198782,0.5271866731024198,0.507342942236734,0.4863812834108518
109,0.014319272435016064,0.012676826794699676,0.4745770559168143,0.5411089953938972,0.5053243190424851,0.5343560173171774,0.47323404549914044,0.43536836505999643
110,0.021239612098906752,0.02370997766266099,0.5338163543729396,0.5222282051574823,0.49520440904230917,0.5425224204653051,0.44374140798662987,0.5625555661033816
111,0.02789462583728387,0.01760403623310184,0.4205124917466476,0.5737684601848574,0.4699767751567655,0.4967576772942536,0.45927426937100424,0.561517466501243
112,0.02821557315095655,0.017533301700646608,0.46515268446109087,0.48269966953650406,0.5019129623086541,0.4527045387731973,0.498787659195973,0.5346652065250577
113,0.02459319814419719,0.018944455308137088,0.5126695511282859,0.47585379867452604,0.44668655082940234,0.5492608999569253,0.5403643225943422,0.4445566954217711
114,0.02554602218617102,0.024991056123896925,0.4654933195283958,0.47969147756456687,0.5415277947709854,0.4695741372071323,0.5179775534594501,0.5935934280643111
115,0.023708021810421837,0.020188785121352987,0.46178632026623995,0.5303708109143623,0.47857427136368585,0.48440674116126964,0.47023812094588896,0.4731250393221346
116,0.017362699211358846,0.017285504558367488,0.5208255996112183,0.4893629346427622,0.4900294957570449,0.49546615499554764,0.4867536405276574,0.4638337473343648
117,0.02595568191483141,0.02048564977815824,0.5128148158924218,0.5184363013148401,0.5459725544012953,0.4881802009513705,0.4189305364263486,0.526233944979875
118,0.013664484806355083,0.015781952620659026,0.5032877774430369,0.49605086148755156,0.47090187748154383,0.48955859497981213,0.45472823524637435,0.4720885609385061
119,0.02105465160568773,0.012301291689984558,0.49250713408471397,0.5051798685502067,0.49402317161470294,0.528591241175994,0.5565195618810672,0.5384145578322951
120,0.02032531690393541,0.015534016809674632,0.4905744669816182,0.5230349686692837,0.5214564719808632,0.5068373980324545,0.48632467386298034,0.5116184447170514
121,0.021435996826961106,0.016826833297960763,0.5097325780928303,0.461105663940733,0.5077469905175382,0.550615065162773,0.5213113378036607,0.5037903462998645
122,0.023906437301519912,0.016043887796528263,0.4613851601516448,0.5025612516931044,0.4907489995509957,0.5336505163253169,0.4941456675655961,0.4860313401722177
123,0.016547971194122397,0.01474713074244965,0.5099013711774855,0.49294362762457594,0.5074067389142342,0.4328662164153765,0.5147908629444068,0.5721052677341879
124,0.015369569052370177,0.016140234908788378,0.5220054545670272,0.4993415199946639,0.5227070391113263,0.5004432446514624,0.5730292829836726,0.49748738862367914
125,0.02928865007249133,0.018866668803200086,0.49929098518678805,0.48252346957105896,0.49380285924493017,0.5073635558297092,0.5005779153554113,0.4809081806201655
126,0.010857418635592567,0.013322621204850444,0.45744489933784366,0.5298106677602002,0.5200630071895862,0.5049833486952346,0.5342718283945237,0.5241418088507009
127,0.02128138862144188,0.014385978970826203,0.5102348089577776,0.4934945544435714,0.4725207024014238,0.5001239249334898,0.5368807916105502,0.48315210791300056
128,0.017311437389733595,0.01835661103823092,0.548501954652921,0.5115855030220666,0.5105059697304727,0.46218681104712145,0.44643956753399927,0.478806365263869
129,0.014149504735998436,0.009092974673623487,0.5854878041184355,0.5116762532748013,0.5079448179077141,0.5407409219792241,0.469497197259092,0.5078163304377807
130,0.014422316422166273,0.012096564558260012,0.4938011427662812,0.5188169719524356,0.520522288645396,0.4914876533273339,0.4912787570335951,0.44975107470848535
131,0.017435816914574635,0.019128399557545795,0.5369525106145905,0.5278846108453201,0.46466523829945927,0.5444549607914668,0.4807195490392333,0.5584724235527397
132,0.015290633828590403,0.013765538709807583,0.48530013775484304,0.5479624420813864,0.4609781272791468,0.49987219355638374,0.5336043917154778,0.5358729602627387
133,0.021915040405062716,0.01701186057611677,0.5045186020526956,0.48223924480649594,0.47274386367579607,0.5067827561295023,0.548429804926004,0.5017260364291161
134,0.0441482615877011,0.03328056237357762,0.4779175944888703,0.5209818210251485,0.5242428202330383,0.4845137090302173,0.49117676358467566,0.530130083290293
135,0.032194907411538444,0.025910905665787635,0.504789412463261,0.5074175347391441,0.49179990677831564,0.5076072389802928,0.4211744325962141,0.5393809919411423
136,0.02364299259476119,0.018611950015067956,0.49746213884602647,0.4883540975704244,0.5071014536800957,0.5469990331131203,0.5499022635050673,0.4758638185463053
137,0.018620054589186783,0.013272919056813413,0.4661253463810077,0.5165706384953828,0.5056174275372062,0.47056207317990906,0.4644675634008738,0.4578472608490704
138,0.014739212506586677,0.01729062552901487,0.5402328019169218,0.4977430423528154,0.5621137955245274,0.4858952046257041,0.5150757362253857,0.4975581454571216
139,0.03562840789698634,0.023537784017857874,0.4600643917044753,0.4799026937952151,0.5087311086623606,0.5161741832845992,0.5282223309014087,0.4981332806647945
140,0.020595425011637903,0.013532387811954772,0.5117194136839919,0.4788987113263562,0.5026121694953957,0.5746647790429178,0.4554461668872738,0.5153969656404889
141,0.02637822365732447,0.01388121670931679,0.4819239837208904,0.4940945418783152,0.47723372855855223,0.4995291618752824,0.5308116703981139,0.4385804258136529
142,0.028959093339198078,0.020567606667409796,0.47076431097806754,0.5361247678622746,0.5357306189010851,0.5053260199737879,0.5161661038290415,0.4458002775580845
143,0.023857712919428137,0.01698774445354635,0.4630867224542318,0.49878237556018074,0.46847549804898525,0.5258849567913961,0.48837139282295516,0.5522066468222133
144,0.02291769527903489,0.017766765611346512,0.4682684371903925,0.5084079807497658,0.4851855494735177,0.5476188620937543,0.5120825787245875,0.5445911305097688
145,0.02429950919464144,0.022998631893210175,0.5175846457565141,0.4935753984643449,0.5291075849438217,0.4975803802828224,0.4994230561527052,0.5222506774909997
146,0.016762860640707512,0.010798419546348685,0.4899400459819919,0.48702053732363887,0.47640408357548303,0.47316521175842463,0.4980462809968067,0.49213328408719226
147,0.030791138601094684,0.018337199136919818,0.4879514650899743,0.4856349437552198,0.4277919801989727,0.5293904590011274,0.47938492845470787,0.48110046047215566
148,0.013789593851144618,0.015310042576844924,0.5151326599052335,0.5085841876513053,0.45086245938175906,0.4786076804909434,0.4980360188163561,0.5410446743441687
149,0.01265953950362927,0.008814029731687182,0.4862550388656645,0.4588557082887967,0.503052607947337,0.5636489034236474,0.4913174488047906,0.5401406409532421
150,0.02869472823826011,0.01870200533970459,0.5424234266026182,0.4982834918488823,0.5433648617052177,0.5127561503715772,0.5069429707191327,0.43225562340629303
151,0.023282124455030428,0.011619118114334146,0.5055770400501733,0.5438572944096102,0.5288427173395894,0.4086176742590021,0.5043279529301635,0.529628183105286
152,0.029984438487985095,0.0237079120559724,0.5013277726122551,0.45506938549530507,0.5232115509695549,0.5783492504768184,0.5732269372990887,0.41383927552464483
153,0.015536107257327972,0.01554219361504904,0.493053869167666,0.5133713482220614,0.47833179025104156,0.4935908755035575,0.5929881142115694,0.532652568634391
154,0.02644319616225584,0.01882572834592007,0.45605065825644425,0.4503797388145469,0.4782963336831745,0.4929231162919733,0.47571894766347456,0.5225521298302993
155,0.015436471374903893,0.011039934204727594,0.5435755310167492,0.49734190502529874,0.5139729148407143,0.4699666625826693,0.511113766313256,0.4638104125596584
156,0.020133360028126046,0.013749668021054522,0.5068165965845924,0.4873588709443396,0.4674635034217061,0.47036543583452584,0.508477735565739,0.5563564892364729
157,0.01617966146479238,0.017329818130782274,0.538925544588013,0.4879136298069095,0.49555219990790433,0.5535394341073682,0.5063805607448729,0.4490836441668827
158,0.014226772205874335,0.012628572007008922,0.5198190183181227,0.5035781577589362,0.5106259578638483,0.4625938013911467,0.48789589317735876,0.4082608928244651
159,0.026493085509588413,0.01364196868464734,0.5035082210865598,0.4638001500853799,0.5529373926967177,0.5219062519373356,0.5318148344138938,0.4933053521069779
160,0.024462999628450142,0.016243912939306018,0.4485051675792212,0.5041423702555067,0.4612294565242422,0.5028481183513752,0.5197897997665406,0.48259943805722266
161,0.025343578165062153,0.017809546807567703,0.5009623523968697,0.5076711080621901,0.43333071996407857,0.5312111316508732,0.48446793413497335,0.44760590042752985
162,0.02033480882005261,0.01705645695548396,0.5072648371525151,0.4675605507972706,0.48136709040322667,0.5063342459002759,0.4744285179753708,0.5569710447026962
163,0.021965717724594835,0.022105683827858828,0.5189174627428677,0.5013264285657164,0.47137283797053575,0.4961661418468678,0.5162699784312172,0.4962098859758227
164,0.01841942048796051,0.02116109387795112,0.5155247993499413,0.5167628882481651,0.5021306579564292,0.4876311991948134,0.49091237951309113,0.49939003406721744
165,0.027654257077033517,0.020371914810985475,0.4741136590270798,0.5034302250424014,0.5457465767792424,0.4653554752659233,0.5267021366573371,0.46033707971540955
166,0.022101926743595502,0.014876652916500728,0.45769010137326754,0.5110950045425212,0.5200171550232944,0.556140377985501,0.4420182574028167,0.5028610361725843
167,0.030612952698746504,0.02239684269762303,0.46290709048525414,0.5155166141956243,0.5058558132932904,0.5203212712056705,0.5321485472113525,0.4044930742010619
168,0.03640044471712343,0.030900050644237398,0.4868071545138264,0.5011630237860092,0.4636287023124797,0.4759225223223572,0.539842666812893,0.4832547609313118
169,0.016565165044468703,0.014898341155430778,0.48317472864425587,0.49305403524913294,0.5258429463810969,0.536900603191925,0.4380475167873572,0.5737513602631238
170,0.01850614446448337,0.011368317629521302,0.4925285545590171,0.5008475504579258,0.4867364157886584,0.4812609116635095,0.4681885848093786,0.5222577044976431
171,0.030195771893043916,0.02294508218048281,0.5479942726433775,0.5135914349439817,0.4723778505061902,0.508420104235436,0.48098287298305764,0.5332410506005144
172,0.01284397340773604,0.013456620391938968,0.4360665641810667,0.5225658846334216,0.5575315178686211,0.47093616275471245,0.5452174692752046,0.47775604583155107
173,0.013577919572482375,0.012177551403852791,0.5301741998308227,0.5083280365335805,0.53069171250251,0.5247674623204469,0.4528492188392063,0.4908698831825312
174,0.01938980336672651,0.01593001038710578,0.4638883682620161,0.5125456972400704,0.47077402015776626,0.5384203441626785,0.4192171675794781,0.4729437078405894
175,0.014127055686473156,0.006855620324370494,0.5575887799698059,0.5099969900670664,0.5008588716914594,0.5149216045468761,0.5535229976443876,0.509226881304169
176,0.019919881906300983,0.01878712746312909,0.4312512661941981,0.5224850937330401,0.568088722383778,0.48573686401178046,0.390389422820453,0.48553537400865576
177,0.013218415047615584,0.015252735901154685,0.5359692856387679,0.5266143586911485,0.4836670601292126,0.46449078199234295,0.47018115476114664,0.4442811284432358
178,0.02431027520380864,0.020105305251662813,0.48071392475288177,0.4828393893554659,0.5230605968562808,0.5250861760153877,0.4893649957764547,0.45805202118673094
179,0.026696520524401936,0.02216240118783702,0.49698247540523793,0.5440815249800951,0.5052732978383278,0.4998469747115063,0.5067067420744104,0.5057439405191148
180,0.029975180293487075,0.017390205125470376,0.47963331502082374,0.5060233086658856,0.5273557188718989,0.5194438206442231,0.5114160088519037,0.4784564100381965
181,0.014747150252020594,0.011176167754326732,0.4723188734654408,0.5193058154408154,0.4765850365676163,0.5046913298472481,0.454859825381846,0.5292992394400283
182,0.01798012156181455,0.01575056131156134,0.4651164526862818,0.5386805779398949,0.4987526715017726,0.4819658208771451,0.5100807697428161,0.4683263979244229
183,0.039100994619053,0.02395844842800733,0.5182924258256011,0.5097903234939071,0.5470661969613649,0.477422695645773,0.49836846879634933,0.5136252164777018
184,0.022358175272628417,0.016424639901217012,0.4340661523479689,0.4375526082967122,0.49599012962593847,0.4909166340318209,0.4691036854066251,0.45471623599994626
185,0.01854724758730149,0.01326939226775121,0.5103702459922264,0.5038850033869038,0.46106862596938447,0.49844755801401236,0.4388107897695896,0.5189649993985699
186,0.01890512763977303,0.02128580739679898,0.4853198944824737,0.5010970358660667,0.4785587340919965,0.5525620332845933,0.4516882351414057,0.44727244436852076
187,0.02399607777774503,0.027610849478683454,0.4964145773104953,0.5058554198201707,0.4801114380322362,0.509973448283028,0.5645411006533722,0.48223284030179614
188,0.023751305741006857,0.01924350614844358,0.5160805664822418,0.4948189971419339,0.5470868434658999,0.5464597574203148,0.4582228912358598,0.5037670156668049
