step,loss_d,loss_g,score_real,score_fake_d,score_fake_g,grad_norm_d,grad_norm_g,real_mean,real_std,real_min,real_max,real_near_zero_frac,real_near_one_frac,real_clip_frac,fake_d_mean,fake_d_std,fake_d_min,fake_d_max,fake_d_near_zero_frac,fake_d_near_one_frac,fake_g_mean,fake_g_std,fake_g_min,fake_g_max,fake_g_near_zero_frac,fake_g_near_one_frac
1,0.694605827331543,0.6487173438072205,0.524268388748169,0.522758424282074,0.5228103995323181,0.10642920434474945,0.007830160669982433,0.4286356270313263,0.26216137409210205,0.034158699214458466,1.0,0.02083333395421505,0.0625,0.0625,0.49709025025367737,0.010005233809351921,0.4796876609325409,0.5161799788475037,0.0,0.0,0.4960409700870514,0.010449521243572235,0.4776347875595093,0.5193708539009094,0.0,0.0
2,0.6943879127502441,0.654979407787323,0.5202062726020813,0.5194715261459351,0.5195467472076416,0.0736398920416832,0.007772701792418957,0.44680020213127136,0.23713243007659912,0.03720090165734291,1.0,0.010416666977107525,0.03125,0.03125,0.4952249526977539,0.010917967185378075,0.47683796286582947,0.5226830244064331,0.0,0.0,0.49396494030952454,0.012696725316345692,0.4750819802284241,0.5258209705352783,0.0,0.0
3,0.6922321319580078,0.660384476184845,0.5192129015922546,0.5166617631912231,0.5167311429977417,0.06318756937980652,0.006376469973474741,0.43435633182525635,0.22160941362380981,0.038515519350767136,1.0,0.010416666977107525,0.0416666679084301,0.020833333333333332,0.49387192726135254,0.013672933913767338,0.4744372069835663,0.5305957794189453,0.0,0.0,0.49128803610801697,0.015285549685359001,0.46854597330093384,0.5269675850868225,0.0,0.0
4,0.6908401250839233,0.6647673845291138,0.5184259414672852,0.5143783092498779,0.5145518779754639,0.07681843638420105,0.011155858635902405,0.4403878152370453,0.24773164093494415,0.03227579966187477,1.0,0.03125,0.03125,0.010416666666666666,0.491457462310791,0.015472568571567535,0.4716107249259949,0.5282403230667114,0.0,0.0,0.4883700907230377,0.01799040473997593,0.4658873975276947,0.5303026437759399,0.0,0.0
5,0.6905630230903625,0.6696096062660217,0.5156580209732056,0.5119333267211914,0.5121371150016785,0.06448138505220413,0.013949345797300339,0.4299978017807007,0.2476375848054886,0.040744900703430176,1.0,0.02083333395421505,0.0416666679084301,0.020833333333333332,0.48823368549346924,0.01803135871887207,0.46412694454193115,0.5354588627815247,0.0,0.0,0.4849661886692047,0.021102644503116608,0.45604416728019714,0.5356448292732239,0.0,0.0
6,0.6902674436569214,0.6757994890213013,0.5126895308494568,0.5087190866470337,0.5089854001998901,0.07945045083761215,0.013430379331111908,0.4486556351184845,0.2524552047252655,0.03804941847920418,1.0,0.02083333395421505,0.0416666679084301,0.03125,0.4858618974685669,0.02065279893577099,0.4584693908691406,0.5350099205970764,0.0,0.0,0.4808516502380371,0.025264952331781387,0.4462593197822571,0.5381695628166199,0.0,0.0
7,0.6903572082519531,0.6790241003036499,0.5108956098556519,0.5071321725845337,0.5072878003120422,0.07484500110149384,0.010779082775115967,0.4300365447998047,0.25428831577301025,0.040744900703430176,1.0,0.02083333395421505,0.0625,0.041666666666666664,0.4806172549724579,0.026025284081697464,0.43473291397094727,0.5448427200317383,0.0,0.0,0.47596943378448486,0.02838854491710663,0.43396711349487305,0.5420295596122742,0.0,0.0
8,0.6895699501037598,0.6823412775993347,0.5098261833190918,0.5054407119750977,0.505752444267273,0.07611989974975586,0.017445463687181473,0.43586835265159607,0.2445555329322815,0.030137380585074425,0.9536664485931396,0.010416666977107525,0.010416666977107525,0.0,0.4765181839466095,0.028407802805304527,0.43014320731163025,0.5463276505470276,0.0,0.0,0.4706147611141205,0.03057735599577427,0.418241411447525,0.5368842482566833,0.0,0.0
9,0.6896765232086182,0.6860097050666809,0.5079533457756042,0.5036182403564453,0.5039867162704468,0.06562410295009613,0.018992088735103607,0.42374387383461,0.22169622778892517,0.036491699516773224,1.0,0.010416666977107525,0.02083333395421505,0.010416666666666666,0.4702887535095215,0.03211741894483566,0.41413575410842896,0.5407189130783081,0.0,0.0,0.46395960450172424,0.03604663908481598,0.4098835289478302,0.5372928977012634,0.0,0.0
10,0.6896136999130249,0.68925940990448,0.5060755014419556,0.5019246935844421,0.5023813247680664,0.057397663593292236,0.01982063800096512,0.4181109368801117,0.21157975494861603,0.06882666051387787,1.0,0.0,0.02083333395421505,0.010416666666666666,0.46361789107322693,0.0350489504635334,0.4123970866203308,0.5383937358856201,0.0,0.0,0.4550952613353729,0.03927360475063324,0.388082891702652,0.5319777131080627,0.0,0.0
