step,loss,score_mean,score_std,w_l0_q0_RX,w_l0_q1_RX,w_l0_q2_RX,w_l0_q3_RX,w_l0_q4_RX,w_l0_q5_RX,w_l0_q0_RY,w_l0_q1_RY,w_l0_q2_RY,w_l0_q3_RY,w_l0_q4_RY,w_l0_q5_RY,w_l1_q0_RX,w_l1_q1_RX,w_l1_q2_RX,w_l1_q3_RX,w_l1_q4_RX,w_l1_q5_RX,w_l1_q0_RY,w_l1_q1_RY,w_l1_q2_RY,w_l1_q3_RY,w_l1_q4_RY,w_l1_q5_RY
53,0.2492838521993733,0.5012136406644617,0.02227151071338599,0.16481927797070323,-0.5213796536083363,0.4266418018402412,0.4707388832823683,-0.9425348263415889,-0.6635955341015028,0.09588190120064047,-0.11123662419949744,0.054656442992694974,-0.42085386866435953,0.4406187936772326,0.5482958233700681,0.03301534878060802,0.6222370935055587,0.2691202416763976,-0.43668545631342226,0.12801465929364875,-0.5081135344258682,0.43922515065363626,-0.04780701405145053,-0.09030480821264497,-0.3464911959489258,0.5828305004002842,-0.0766272631484747
54,0.2570824072085358,0.493445473257909,0.022020874249550525,0.16618648693651886,-0.5228239446773157,0.4275721778751182,0.47063670477663383,-0.9415489702638995,-0.6633540435625318,0.09606075928002027,-0.1108848702120012,0.053743256214135164,-0.4217081625984865,0.4404319245423025,0.5518903851352596,0.03301534878060802,0.6236582994781777,0.27126274731520683,-0.43731588314268466,0.12645385614540497,-0.5084045253448537,0.43922515065363626,-0.04803538248012822,-0.08960303307911305,-0.34570066404013805,0.5822504233130879,-0.07497643179887932
55,0.25653413771411376,0.49403741427246683,0.023151669800611764,0.16718603113571404,-0.5225683123248307,0.428587061077567,0.46974603291359723,-0.9409965650513765,-0.6639311681637045,0.09595633570300842,-0.11134156236334548,0.05513804368636486,-0.42093569609886144,0.4402114079016539,0.5561429633554952,0.03301534878060802,0.6243437731468283,0.2712354045196752,-0.4393999055935631,0.1241769019453696,-0.5090749377977464,0.43922515065363626,-0.0490507161525512,-0.0898870345445977,-0.34522209162029555,0.5807393907528247,-0.07458865845348397
56,0.2503561352872419,0.5001875157257708,0.023315576364769528,0.16765425322249547,-0.5225834228127928,0.4322970666334688,0.4698563405551284,-0.9394917996626548,-0.6643499677978493,0.09809683296772402,-0.11022639251442536,0.056410140212441125,-0.42041868154588685,0.4398761176458984,0.5585392554050632,0.03301534878060802,0.628254510375428,0.2727156894594403,-0.4399645825112087,0.12308348112085207,-0.5107868915609916,0.43922515065363626,-0.04808544599226079,-0.08964197193021194,-0.3453435865995251,0.5807476811457865,-0.07410719525214884
57,0.25253539943311726,0.49765051687431994,0.0134311760101181,0.16844618173200265,-0.5236961145947555,0.43215930218158344,0.47037031588925377,-0.9387590204205897,-0.665124195458763,0.09969433780457532,-0.11036431316307437,0.05689532567771827,-0.4209561843599114,0.4401286192503952,0.5607306715097898,0.03301534878060802,0.6287993967979758,0.27327797154232936,-0.4407514766140899,0.12119009867863968,-0.5136185926892339,0.43922515065363626,-0.051386672260629776,-0.08924936181301527,-0.34443775394185183,0.5790916114090582,-0.07413868279654673
58,0.2541889669018592,0.4963587519996151,0.023118401083617412,0.16931819407953305,-0.5234576592606883,0.43303789435702184,0.47064736997597834,-0.9385681818568208,-0.6645399696984997,0.10065896122979799,-0.10965964769530462,0.057679733776293346,-0.4216576539542539,0.439512422538443,0.5629466251162974,0.03301534878060802,0.6299254183058248,0.27467942512567967,-0.439799667104703,0.12147477349404669,-0.5139370499147091,0.43922515065363626,-0.05118830115848629,-0.08884320296709651,-0.3464334272251034,0.5779717481192823,-0.0742414654900155
59,0.24829601855866007,0.5020567530628838,0.018669269848554573,0.16905874689955117,-0.5240388427362008,0.4343489088199621,0.47048613236808734,-0.9389339499121351,-0.6644471617151771,0.10094384303360493,-0.10817638888829764,0.05930805901104334,-0.42134935917553595,0.43993799742346856,0.564255184702974,0.03301534878060802,0.6311132684196189,0.2760573908384189,-0.44000670648837775,0.12088818755550294,-0.5150043063779541,0.43922515065363626,-0.05237901333653588,-0.08840820475663522,-0.34630066733244025,0.5789612265927506,-0.07331186843823372
60,0.24383280448373573,0.5070789460111236,0.02935369247750165,0.1701380225016505,-0.5242820081960574,0.43577324305983933,0.4703888734184007,-0.9405070024759012,-0.6637245338990448,0.10241535029348249,-0.10826882636771609,0.060177978012705816,-0.4214083450193047,0.439847896375076,0.5657553614030657,0.03301534878060802,0.6320839483664066,0.27585430110891807,-0.44171523589879513,0.1207182883942864,-0.5147952539835345,0.43922515065363626,-0.05217872282246432,-0.0864157349084662,-0.3453876062310376,0.578646943724759,-0.07315536017032724
61,0.2460794114027407,0.5044123064385522,0.02173130551220033,0.16950401872524407,-0.5245599592831809,0.4359934253119549,0.47018292997001565,-0.9405104607540827,-0.6635406167158425,0.10219807900497462,-0.10879715377072659,0.06005979996313812,-0.4213585553760769,0.43936611119507263,0.5675805191180403,0.03301534878060802,0.63230999812642,0.2758365855990664,-0.4421024725303713,0.12035216201674692,-0.5147008608158916,0.43922515065363626,-0.05257872111754745,-0.08469482823712593,-0.34592792459372035,0.576876666084647,-0.07289875762956163
62,0.23634416196544436,0.5144143002167302,0.02346679287377555,0.16965885889598767,-0.5237559547694453,0.43689421778414944,0.47006650344817685,-0.9403015510658316,-0.6639606313145993,0.1014001698913537,-0.10931206239963721,0.06051102787695338,-0.4215590871268634,0.4393870660411336,0.5687355159942535,0.03301534878060802,0.6340658133978619,0.2754547333911995,-0.44225301105206044,0.11964386398964999,-0.5146717390614735,0.43922515065363626,-0.05363861152332271,-0.08602073222081312,-0.3459861085350502,0.5767032462318747,-0.07176168810270467
63,0.24952894840859788,0.5007717579597417,0.017323712290390106,0.16998507420923842,-0.5244442055958368,0.43782181759021255,0.472081685646947,-0.9402419208387437,-0.6636818246086212,0.10235719399684666,-0.10687473790727078,0.062086275147386585,-0.4220007120034558,0.4391429870935,0.5699343855144537,0.03301534878060802,0.6347398786292867,0.27769297938320087,-0.4412219003808722,0.11923105565130628,-0.5158326965268132,0.43922515065363626,-0.053277108993505774,-0.08713632819643409,-0.3454630794807502,0.577159454131764,-0.07256407698518905
64,0.24682424153600402,0.5034973147456263,0.01758764674493691,0.17002803858604051,-0.5240454636748614,0.4391289299847995,0.4717426663193636,-0.9403167185557643,-0.6629292689747669,0.10369529456117446,-0.10557564042875749,0.06343627572880452,-0.4219374697995221,0.4385696651262598,0.5725371372638022,0.03301534878060802,0.6369712203683997,0.2789344126415273,-0.4416001789453781,0.11930334807347152,-0.5167507212233007,0.43922515065363626,-0.051302573167236694,-0.08519464852232106,-0.3454674117564169,0.577370800583483,-0.07394756782547075
65,0.2526354300809669,0.4978008096715242,0.02077025678766785,0.17067064822307657,-0.524654366516174,0.4386505679239307,0.47180670896053584,-0.9399858294343418,-0.6644565041520185,0.1044667675191103,-0.1058387605372116,0.06379014465999451,-0.421652141091144,0.4387746616137954,0.5748327125052225,0.03301534878060802,0.6374250966153328,0.27890924968069647,-0.4414336376104006,0.11729603895064365,-0.5181027005480913,0.43922515065363626,-0.051873120663631866,-0.08536036054270651,-0.34477898148047875,0.5766079208805882,-0.07429230353254306
66,0.2537929372842508,0.49642511613252094,0.014327382032271817,0.1706688234315396,-0.5246209233041842,0.43920545533911165,0.4718668044443818,-0.9386072104417947,-0.6663895657020159,0.10470777850295943,-0.1051764156261133,0.06472655452075042,-0.42176856795469525,0.43833311643059797,0.577384356070153,0.03301534878060802,0.6382747401457667,0.27931957643116756,-0.44147910416077624,0.1151097050044763,-0.5194317760268505,0.43922515065363626,-0.05313591969979796,-0.08380425018579761,-0.3451131363808668,0.5772397034569731,-0.07312484476787094
67,0.24701808782653778,0.5032897869762638,0.01723520674289847,0.17063623791880658,-0.5247306798333665,0.44033292799331714,0.471696285547859,-0.9375050533646645,-0.6659872467095185,0.10484996059514336,-0.10557320736281404,0.06686738915158785,-0.42200588455698723,0.4380146841127221,0.5791883648957312,0.03301534878060802,0.6383913257525385,0.27978337645587537,-0.44182063616625067,0.11513951564362483,-0.519932065032168,0.43922515065363626,-0.05550631644709592,-0.08299145163616467,-0.34481190548307716,0.5771685582313312,-0.07083170917111895
68,0.2536218751843694,0.496824974327267,0.02089901857111509,0.17231676206260974,-0.5275877657183887,0.44130209607782184,0.4721059827228973,-0.937036095549318,-0.6669052276345369,0.10628938910492246,-0.10637708892589212,0.06723015606983544,-0.422021059022149,0.43739047986013885,0.5836293661782307,0.03301534878060802,0.6381617424563698,0.2800699779771048,-0.44164395114715355,0.11321411667737186,-0.5212282077606933,0.43922515065363626,-0.05589693113228019,-0.08268029658135859,-0.3445955034404984,0.5767757585206811,-0.07096670568323638
69,0.2513512119127726,0.5003210440307908,0.04089196896268167,0.1715888951282422,-0.5279810984223126,0.44072421284836755,0.4714534427875445,-0.9369906753889214,-0.667272196763876,0.10534812474863559,-0.1058396751933623,0.06719674742822743,-0.42226264550190984,0.4375066678066409,0.5869134135030785,0.03301534878060802,0.637529061032023,0.2789568162581204,-0.44218959316711914,0.11261116687814858,-0.5207335724307217,0.43922515065363626,-0.05682908741001449,-0.08271196616744626,-0.3446083976506298,0.575630653442411,-0.0709664512572999
70,0.25076985081997016,0.49937947674440564,0.012204210996000671,0.17081329999915262,-0.5260134868324682,0.44119997655896104,0.4706705227831713,-0.9354274005606379,-0.6676745726019423,0.10485686751188188,-0.1050859679883031,0.06753167574010437,-0.42188646618944203,0.43713815521159216,0.5898483572882911,0.03301534878060802,0.6390155337620883,0.27797908376260394,-0.4421313539722413,0.1122115510112366,-0.5197396524761145,0.43922515065363626,-0.05879284273235577,-0.08189556025215503,-0.34490928004080085,0.5738104443619879,-0.0690679643755943
71,0.24735673280185103,0.5028765144134605,0.014999104223166982,0.17114523228938203,-0.5254930350617373,0.4420889672608353,0.4701250461811842,-0.9348745320208743,-0.6688462002336701,0.10388191256882735,-0.10426239846019202,0.06931992706673466,-0.4206400876179952,0.436704237141862,0.5915923680763168,0.03301534878060802,0.6405437071344912,0.2780635368281716,-0.4417433498062485,0.1104468986207314,-0.519776740044236,0.43922515065363626,-0.0599036029852341,-0.08153770590141929,-0.34611486838297373,0.5730916540948984,-0.06938897938943878
72,0.2494932054957534,0.5008512056712927,0.01853879352720879,0.1707621751326103,-0.5259759791413636,0.44312356539744463,0.4703117965748528,-0.9346932132602371,-0.6709200846036777,0.1035898009282586,-0.10428404608063897,0.07105561840959584,-0.4213436817539138,0.4368333547828005,0.5949486098930177,0.03301534878060802,0.6408104503889631,0.2787848280867914,-0.4408206614088379,0.10766000525130254,-0.5185539830419723,0.43922515065363626,-0.06378803039244282,-0.08056285036609247,-0.345553892948756,0.573311013050291,-0.07141154540021825
73,0.2662285851791869,0.4848235226651279,0.028666751581712103,0.17032959868982583,-0.5249538385547271,0.44441984161731496,0.4715583555429309,-0.9352533661276641,-0.671476731717599,0.1031238553517932,-0.10433357475500402,0.07226627800743889,-0.4210976613911108,0.4367069404401912,0.5975762682397683,0.03301534878060802,0.6436014861815166,0.2802011254138006,-0.4397214035842269,0.10626648274417903,-0.5183666979285088,0.43922515065363626,-0.06397472763295854,-0.08273259316355354,-0.345913312646549,0.574382142747345,-0.07214085248775455
74,0.2542302553330529,0.49614562134830004,0.019000544749887736,0.17010780964127595,-0.52604897384993,0.4445322662388976,0.4722891969637165,-0.9352393393085795,-0.6694180192713776,0.10416476300696884,-0.10418971331595835,0.07249983021323786,-0.41937480609769134,0.4370993198102989,0.6009642874350278,0.03301534878060802,0.6432769428143872,0.28108084096557995,-0.4393545718120698,0.10633825900656477,-0.5204307021237622,0.43922515065363626,-0.06392361707521449,-0.08187973586003902,-0.34535874686943635,0.5762333112152636,-0.07163600097364234
75,0.27272745058124404,0.4786504331682867,0.030365770504902946,0.17077014204687896,-0.5256455346539435,0.445367635578041,0.4718594702093326,-0.9346487854585548,-0.6708212978828894,0.10449459578631898,-0.10358257337401224,0.07529876801230247,-0.4184927159313554,0.4372335416877015,0.6038912576437542,0.03301534878060802,0.6448839525591924,0.27958178963056496,-0.439983788323509,0.10480306003100683,-0.5210982098464975,0.43922515065363626,-0.06436382662518905,-0.08100545366802468,-0.34598500162145185,0.5739176692457638,-0.07060910343616274
76,0.24781488222447218,0.5036298110875667,0.03783540711188689,0.17104026223759508,-0.5241490112799715,0.44613646520815947,0.47118267280223847,-0.9338896644597533,-0.6718765967762512,0.10508631022658699,-0.10327422326739737,0.07781274832376521,-0.41829234910767116,0.43750386255588863,0.6063583535356473,0.03301534878060802,0.6461022549924756,0.2789311427245511,-0.44022896340444734,0.10377770164964549,-0.5210193321395273,0.43922515065363626,-0.06436041962986096,-0.08169317025488702,-0.3451253200812308,0.5729837234629112,-0.06935348333504732
77,0.2631976015749983,0.4872282602249215,0.016209402402157368,0.17186200746368047,-0.5245520584960793,0.4456324437387099,0.4704932531124231,-0.9343040544312674,-0.6725976898758296,0.10553973014598789,-0.10378435038772804,0.07756116567849444,-0.41811918054406016,0.4375323263028696,0.6096095144387917,0.03301534878060802,0.6448685181259519,0.27694368240151285,-0.441216891476841,0.10239278681725819,-0.5216410687028502,0.43922515065363626,-0.06657318531853519,-0.0819290657492582,-0.34388307167644433,0.5719503432235417,-0.0697988419299745
78,0.25290476254547345,0.4975534732739962,0.021266183939608607,0.17205218846130424,-0.5250108545392836,0.4455287006978523,0.4706266805398922,-0.934003629920076,-0.6734727514895295,0.10620285246826984,-0.10450337438786285,0.07886966770114838,-0.41757446426631045,0.4372320501449914,0.6107574394005854,0.03301534878060802,0.6442359873517491,0.27707999529964406,-0.4415035274076594,0.1011514920872988,-0.5220844410854056,0.43922515065363626,-0.06855258851211071,-0.08078456448773454,-0.3434346171806358,0.5720138581994794,-0.06848601440026104
79,0.2504889911321571,0.4999937042430021,0.021970334226216397,0.1720259680985817,-0.5255073615011507,0.44693380195267474,0.47103098091713635,-0.9331525630732934,-0.6732077694410309,0.10374849656860943,-0.10279535661650387,0.07765593569028648,-0.41794705673042204,0.43742788630698076,0.6125883623598792,0.03301534878060802,0.6457211187354797,0.27842177509819643,-0.44124201947713887,0.10067717101250999,-0.5229107363017061,0.43922515065363626,-0.0678817900580345,-0.0812941004366705,-0.34363348119265247,0.5700889572851148,-0.06889505371293975
80,0.2521961117144046,0.4980432064077303,0.015345661705127023,0.17158396216890523,-0.5253567732415113,0.4474669661176756,0.4710122608780221,-0.932371612564317,-0.6743523421876993,0.10395992008917022,-0.10244957237807059,0.07871052499813234,-0.41706050287254076,0.43737080530212147,0.6137385104366129,0.03301534878060802,0.6457939872836808,0.2771654676685788,-0.44150936205922586,0.09876609506677804,-0.5231480727409462,0.43922515065363626,-0.06831780615299683,-0.08165224916215409,-0.34439454410058956,0.5701841420573901,-0.06940969498455138
81,0.25986451099694424,0.4905978921070786,0.019339176069761724,0.17221385617236173,-0.5244888026684614,0.44771138043329,0.4704348105728082,-0.9314351066986191,-0.6740332693791429,0.10388751377525585,-0.1011649647169724,0.08121048238394557,-0.4176298455322364,0.4376716858055129,0.614925380894919,0.03301534878060802,0.6455077792405837,0.27706262943907917,-0.4412514914718128,0.09728196022809364,-0.5241880027276472,0.43922515065363626,-0.0666970131752604,-0.0794474554876836,-0.34515987910387724,0.5704927147444255,-0.06888908879806685
82,0.2525898398387781,0.4993101251680715,0.04358313127983944,0.17354142969075567,-0.5238553994936539,0.4481862598881152,0.4706581374160085,-0.9311929198195209,-0.6714065770255244,0.10412882112598433,-0.10093486650132305,0.08180253220685534,-0.41742651766535227,0.43677308022741695,0.6187612558614475,0.03301534878060802,0.6462902258511937,0.27735085310054214,-0.44209528971782835,0.09706176545359889,-0.523637358585298,0.43922515065363626,-0.06598802825961897,-0.08100607377911667,-0.34446711744512526,0.5682960572555914,-0.06694980453661314
83,0.2687306050085815,0.48264374873330285,0.03275842719945803,0.17485477341119565,-0.5227795009488077,0.44980262931781523,0.47064030793086953,-0.9304977236730937,-0.6698836243502087,0.1038431048495773,-0.10039908191209884,0.08129541386185116,-0.4182396910626241,0.4368060533386875,0.622175065832689,0.03301534878060802,0.6496171276542527,0.2780624609337649,-0.44147120937426193,0.09724340166076288,-0.524105969305319,0.43922515065363626,-0.06451015918125262,-0.08040929108707057,-0.3451663852519972,0.5668197496914771,-0.0667460199336381
84,0.2470794996141304,0.5054970574929757,0.050461269436118186,0.17480570883721352,-0.5231228347940103,0.44938733723668645,0.47128417991082755,-0.9302782646618765,-0.6708736093668048,0.10326445012959556,-0.10122421556836961,0.08204755798726654,-0.4163332357259196,0.4368558492839822,0.6245192339148464,0.03301534878060802,0.6493096139369057,0.27777694878307596,-0.44107962796271166,0.09575160967976644,-0.5261409472397794,0.43922515065363626,-0.0684577805404179,-0.08019254915840021,-0.3449872295167412,0.5661406612738861,-0.06676152022413394
85,0.24759569539749277,0.5039582847290388,0.03922132527249889,0.17433654337776366,-0.5236222825209845,0.44981111272539676,0.47102759987071985,-0.9294640293092657,-0.6708703376793745,0.10518595098357506,-0.1026212831772286,0.08289154798461397,-0.4172153665361221,0.43726884719591164,0.627550615122073,0.03301534878060802,0.6483102931432912,0.2779513343224692,-0.4404112633610295,0.09484102612228933,-0.5247048150233385,0.43922515065363626,-0.07113065529642933,-0.08245165489064617,-0.34640630478552614,0.5640788378235677,-0.06548777024152623
86,0.25608215036006876,0.49631287557466375,0.04879991090449568,0.17388254621367333,-0.5233873509209087,0.4504080705062988,0.4705218741756479,-0.9289722089747025,-0.6709775709182195,0.1045123373177809,-0.1021642867109113,0.08510607265222739,-0.41710336323401753,0.43713255753710273,0.6295660909270446,0.03301534878060802,0.6483469547009078,0.27825903273061664,-0.44101046866035004,0.09410202682686922,-0.5247856218563136,0.43922515065363626,-0.07123868913181898,-0.08057576714444985,-0.34720856224248287,0.5622665175583736,-0.06415991803337548
87,0.251833424506124,0.5007040584252892,0.050368516803459835,0.17506843248487897,-0.5233036572526487,0.4511405268550099,0.469864387371544,-0.928738534095356,-0.6706157644717949,0.10387242523354126,-0.10205916265773694,0.0873122738033673,-0.41718716409224815,0.436985970681134,0.6310966798089638,0.03301534878060802,0.6485732847030073,0.277614230700544,-0.4412569631766432,0.09335108191103017,-0.5253086010771182,0.43922515065363626,-0.07371378005047247,-0.07873560674522123,-0.3453219789614033,0.5616672961430423,-0.06211008042986393
88,0.2679792533774593,0.4834419524694963,0.03386793729934712,0.17483441360367727,-0.5237754639608512,0.45130423729554286,0.46994325870164383,-0.9278185807486008,-0.6696320996574957,0.10509690787463453,-0.1020819490448734,0.08831556254720616,-0.415486488126221,0.43611167743292084,0.6337087778152304,0.03301534878060802,0.6485877574766881,0.27751046513619876,-0.44091059763394064,0.09246314623363781,-0.5247727181763895,0.43922515065363626,-0.07469927536265832,-0.07663448725640533,-0.34610052056213503,0.5628636064250442,-0.06053253747801728
89,0.2653086696378393,0.48541770142731144,0.02266556636831314,0.17522182772908979,-0.5228559130324996,0.45040200753987336,0.470480995152418,-0.9278167959304071,-0.6710385429169209,0.10495507145021936,-0.10242274659677526,0.08917935763911936,-0.41611485198944564,0.43616436038510215,0.636611336090268,0.03301534878060802,0.6484774087048082,0.2778758657469963,-0.44043912511865263,0.09117297025081093,-0.5252109314027161,0.43922515065363626,-0.0734554315682644,-0.07649666863620319,-0.3464161791546169,0.5626867503504517,-0.06210862117042395
90,0.26459575189039486,0.4871117477804298,0.03926057679333338,0.1765135713403893,-0.5240227519003694,0.4516214440332308,0.46991503338832413,-0.9265861862914965,-0.6711501610180567,0.10541342858338489,-0.1026309868690904,0.09073294985979878,-0.41570274276129643,0.4354961181371879,0.6381717352126881,0.03301534878060802,0.648209874106791,0.27732537857714046,-0.4415531892008674,0.08983428420298066,-0.5263859257258015,0.43922515065363626,-0.07497458887657371,-0.07535775666867417,-0.3457126439102456,0.5622229188012103,-0.06045900996455567
91,0.2560770474476394,0.49490765479237686,0.030964019706421812,0.17679793192001528,-0.5244196174546466,0.4543027021368718,0.46963708787822356,-0.926473887461369,-0.6728651521436982,0.10736433855798316,-0.10126602459559728,0.09225822066812718,-0.4154497635269195,0.43611306258180504,0.6399609129561392,0.03301534878060802,0.6498060770538723,0.2795066053057013,-0.4436528729867838,0.08855894798009986,-0.527610476167556,0.43922515065363626,-0.074845490326909,-0.07402553409628154,-0.3459969031809965,0.5632822507076323,-0.06234710268116176
92,0.24896656211641985,0.501406502402105,0.019263606061283505,0.17736936510335508,-0.525309023693573,0.4563599653200979,0.4700978385274509,-0.926361762445792,-0.6738397624710979,0.11199501883554579,-0.10126336946792018,0.09470739766696609,-0.4139293542850772,0.4354114670378057,0.6416474530781721,0.03301534878060802,0.6509266073163711,0.2809373632543336,-0.4438904322146111,0.08887376252099591,-0.5271690169634451,0.43922515065363626,-0.07695220296645744,-0.0725849789960077,-0.3459644433682689,0.5648020925079902,-0.06224220264653079
93,0.25967389967585375,0.4908176261082524,0.02017944631282535,0.17904239524264937,-0.5259418279306611,0.4575260486579369,0.469732368399428,-0.9241884670926983,-0.6735999191281128,0.11225441570317132,-0.10124334955552504,0.09629997382082142,-0.41459176629715055,0.43536156117932384,0.643432303296965,0.03301534878060802,0.6508758357138176,0.28073573415212516,-0.4455235584506298,0.08958605519374566,-0.5274315206275731,0.43922515065363626,-0.07811888195973883,-0.07267341480053699,-0.34553877652417037,0.5632983439929973,-0.061370954257146594
94,0.2522378974462108,0.4993515525171729,0.03986263578193921,0.17943773024330917,-0.526342238163758,0.45732525460242834,0.46998892065468706,-0.9233973780267273,-0.6734347894603228,0.10990797922283155,-0.10029845585182769,0.09820301011030143,-0.4156451446801565,0.435482888713,0.6455117660012614,0.03301534878060802,0.6506376481753197,0.28036900308971724,-0.44525662984141984,0.08897847401566869,-0.5275469844327961,0.43922515065363626,-0.0794754089065804,-0.07385335750973732,-0.34380540010002975,0.5633703925437431,-0.06024830053570889
95,0.25367502961223365,0.49670602918078777,0.01924081087009298,0.1797588282627395,-0.5271838754435036,0.4578134576487895,0.46996191744158505,-0.9219190782264773,-0.675389457453347,0.1104025522090183,-0.10082736148899853,0.09754771921273966,-0.4164397110640191,0.43494133159448306,0.6502859485229803,0.03301534878060802,0.6501468258457155,0.28003253257774186,-0.44485739840317534,0.0874543590301615,-0.5273135419539532,0.43922515065363626,-0.08246399204697555,-0.07375540417835569,-0.34517065201086217,0.5627030130704566,-0.060127357451081595
96,0.26426054855481673,0.487043186736163,0.0337024709077287,0.18051719213780068,-0.5291089777748663,0.4579526163055037,0.4698491511543886,-0.9216577436816742,-0.6752041933382232,0.1109974428525052,-0.1019104150940141,0.09908981315089563,-0.4166137273597044,0.43454979656038706,0.652612290622769,0.03301534878060802,0.6486358341991448,0.27995561497020466,-0.44465023327545866,0.0874406375307275,-0.5277130765687811,0.43922515065363626,-0.08186494630681515,-0.07200906025046455,-0.3445995067332643,0.5626389625294904,-0.0607800903167331
97,0.2535554694802678,0.49715420240038066,0.02648723409920204,0.18139465164580393,-0.5287548874729632,0.45899130228940815,0.46994591964482996,-0.9201635140204364,-0.6768402415786464,0.1110662432776626,-0.10232471295846449,0.09995191831925063,-0.4173691042316117,0.4346976546701445,0.65394008347271,0.03301534878060802,0.6495594457000005,0.281084522852233,-0.44559046603498736,0.08672708288043174,-0.5287973950388126,0.43922515065363626,-0.0808019959915777,-0.07134934129580688,-0.34491223649549047,0.5608225767745396,-0.061746416665432444
98,0.2570563462027984,0.49397449263499305,0.03153620706175702,0.1814449414789317,-0.5284702959266114,0.4596090442857452,0.46993598782536006,-0.9199434601536198,-0.6768513863458848,0.11033471256548393,-0.10197128144555578,0.10132050387324384,-0.41792155829538385,0.434576886172409,0.6537795676446024,0.03301534878060802,0.650354734749854,0.28055757056840486,-0.44581454001996695,0.08570733695974034,-0.5292188831830026,0.43922515065363626,-0.08144849118170043,-0.07086047647915676,-0.3442094520804209,0.5595259634241747,-0.05953634776785282
99,0.2535664657232637,0.4968464880730137,0.020075094330294068,0.18209629431309848,-0.5278303411939558,0.45971658744832966,0.46921366820546706,-0.9198365608703785,-0.6771417042140779,0.1089464026400554,-0.10170233631468621,0.1025327905599558,-0.4191695524131177,0.43425061174792445,0.6587138089777893,0.03301534878060802,0.6490299893971277,0.27939174841228387,-0.4451538692093617,0.0847454162441218,-0.5268757928859829,0.43922515065363626,-0.08227439978260026,-0.07176464923455089,-0.3437166011947446,0.5587700715345087,-0.05769448307031737
100,0.26055846036050767,0.49021560812495435,0.026044854034070277,0.18231177863060652,-0.5283798944884802,0.46099065225278096,0.4691631645261281,-0.9191980789403026,-0.6772941078569007,0.10960903156813347,-0.10151785521489383,0.10359100159534583,-0.41864763439130565,0.4344166461783325,0.6599607477863607,0.03301534878060802,0.6501375237052975,0.2787034671803048,-0.44479640673888476,0.08354539672626299,-0.5271935342393946,0.43922515065363626,-0.08300350391084178,-0.06965540973530764,-0.34407736018191026,0.5583455662228229,-0.05587152785498813
