step,loss_d,loss_d_real,loss_d_fake,loss_g,score_real,score_fake_d,real_logit_mean,fake_logit_mean,score_fake_g,grad_norm_d,grad_norm_g,real_mean,real_std,real_min,real_max,real_near_zero_frac,real_near_one_frac,real_clip_frac,fake_d_mean,fake_d_std,fake_d_min,fake_d_max,fake_d_near_zero_frac,fake_d_near_one_frac,fake_g_mean,fake_g_std,fake_g_min,fake_g_max,fake_g_near_zero_frac,fake_g_near_one_frac
18,0.6662877798080444,0.673615425825119,0.6589601933956146,0.7364947199821472,0.5094387829303741,0.4793063998222351,0.037833262234926224,-0.08282343298196793,0.48174169659614563,0.1477356180548668,0.08848857879638672,0.4491189569234848,0.2548815831542015,0.03615859989076853,1.0,0.010416666977107525,0.046874999068677425,0.020833333333333332,0.4585508555173874,0.040171798318624496,0.35769857466220856,0.5315375924110413,0.0,0.0,0.44736483693122864,0.04928569868206978,0.31951704621315,0.5393047332763672,0.0,0.0
19,0.6661899387836456,0.6781352162361145,0.6542446613311768,0.7364497780799866,0.5093464553356171,0.47897976636886597,0.03743946738541126,-0.08413231745362282,0.482513964176178,0.14917773753404617,0.11253012716770172,0.4486023485660553,0.24413937330245972,0.04419085010886192,1.0,0.010416666977107525,0.046875,0.036458333333333336,0.44924676418304443,0.046679629012942314,0.33869993686676025,0.5378431975841522,0.0,0.0,0.43530985713005066,0.051880430430173874,0.3235040605068207,0.5351315140724182,0.0,0.0
20,0.6648642420768738,0.6725788712501526,0.6571495532989502,0.7309688329696655,0.51311194896698,0.48082372546195984,0.05255952663719654,-0.07674451172351837,0.48550915718078613,0.15021402388811111,0.11643248796463013,0.45350266993045807,0.2441270649433136,0.04039003886282444,1.0,0.020833333488553762,0.046875,0.03125,0.4363541454076767,0.052301570773124695,0.3199126124382019,0.5359486639499664,0.0,0.0,0.41928979754447937,0.06015178933739662,0.2670440375804901,0.5362353324890137,0.0,0.0
21,0.6579670608043671,0.6544255614280701,0.6615085601806641,0.7349493503570557,0.5217853784561157,0.4814901500940323,0.08747785352170467,-0.07407618686556816,0.4843062460422516,0.16171187162399292,0.13418380916118622,0.41683511435985565,0.2566227614879608,0.0444575697183609,0.9839189648628235,0.015625000465661287,0.041666666977107525,0.015625,0.42151036858558655,0.05775158852338791,0.29478247463703156,0.5309093296527863,0.0,0.0,0.4038638174533844,0.05967942252755165,0.2847941815853119,0.5175120234489441,0.0,0.0
22,0.661451905965805,0.6661475300788879,0.6567562818527222,0.7285417318344116,0.5177110135555267,0.480941042304039,0.07098223268985748,-0.07627633586525917,0.4882919192314148,0.1501545011997223,0.16042175889015198,0.464374303817749,0.2684985548257828,0.04320092871785164,1.0,0.015625000465661287,0.046875,0.015625,0.40934331715106964,0.05817179195582867,0.2746632397174835,0.5160521268844604,0.0,0.0,0.39043235778808594,0.061273980885744095,0.26075902581214905,0.5018896460533142,0.0,0.0
23,0.6524737477302551,0.6395567655563354,0.6653907299041748,0.7336490750312805,0.5283487439155579,0.48155394196510315,0.11379340291023254,-0.07382158562541008,0.4867000877857208,0.188043013215065,0.1867009699344635,0.40754204988479614,0.254018597304821,0.0320637496188283,1.0,0.031250000931322575,0.046874999068677425,0.03125,0.3877731263637543,0.06192411109805107,0.26276156306266785,0.5022555291652679,0.0,0.0,0.37111398577690125,0.059897322207689285,0.24637570977210999,0.48009562492370605,0.0,0.0
24,0.6624860763549805,0.6588186323642731,0.6661534905433655,0.7216416597366333,0.5234546065330505,0.4855987876653671,0.09421943128108978,-0.05762249603867531,0.4931447505950928,0.17681599408388138,0.21629492938518524,0.46948854625225067,0.24465422332286835,0.04958068020641804,0.9874091148376465,0.0052083334885537624,0.031249999534338713,0.020833333333333332,0.3688662648200989,0.060372550040483475,0.2540596127510071,0.4829140156507492,0.0,0.0,0.3526901304721832,0.056723691523075104,0.2571887969970703,0.46572837233543396,0.0,0.0
25,0.655627429485321,0.6347523927688599,0.6765024662017822,0.7181084752082825,0.5334092378616333,0.4892841726541519,0.1340557336807251,-0.0428728386759758,0.4944625794887543,0.16480335593223572,0.21872907876968384,0.3944503664970398,0.22448281943798065,0.028212429955601692,0.9846588969230652,0.031250000931322575,0.010416666977107525,0.005208333333333333,0.35224197804927826,0.05746029131114483,0.24125079810619354,0.46471886336803436,0.0,0.0,0.34485968947410583,0.05007051303982735,0.23191484808921814,0.44608429074287415,0.0,0.0
26,0.653351753950119,0.6268765032291412,0.6798269748687744,0.725923478603363,0.5329368114471436,0.48688943684101105,0.13262054696679115,-0.052459197118878365,0.4931291937828064,0.17288508266210556,0.24806518852710724,0.4004950374364853,0.22163257747888565,0.02369001042097807,0.9442927241325378,0.010416666977107525,0.010416666977107525,0.005208333333333333,0.33750155568122864,0.05221998132765293,0.2448289394378662,0.44316713511943817,0.0,0.0,0.31348878145217896,0.04703865945339203,0.24686522781848907,0.4232838451862335,0.0,0.0
27,0.6623280644416809,0.6494143903255463,0.6752417385578156,0.7116580009460449,0.5284059345722198,0.4893094301223755,0.11433747410774231,-0.04277132824063301,0.4975129961967468,0.2121061533689499,0.20465245842933655,0.43685780465602875,0.25508134067058563,0.039732879027724266,1.0,0.010416666977107525,0.046875,0.036458333333333336,0.31193454563617706,0.049237629398703575,0.23004678636789322,0.4186100959777832,0.0,0.0,0.29520171880722046,0.04564208909869194,0.21558184921741486,0.4083102345466614,0.0,0.0
28,0.6597275137901306,0.6325492262840271,0.6869058310985565,0.6985448598861694,0.5391237437725067,0.4967305362224579,0.1576303169131279,-0.013078197371214628,0.5035089254379272,0.20222537964582443,0.2462887465953827,0.4291044920682907,0.2414296567440033,0.033569260500371456,1.0,0.020833333488553762,0.026041666977107525,0.020833333333333332,0.294739305973053,0.04529036395251751,0.21707488596439362,0.4001708924770355,0.0,0.0,0.3002501130104065,0.042180269956588745,0.21613933145999908,0.4049081802368164,0.0,0.0
29,0.6435352563858032,0.5915346145629883,0.6955359280109406,0.7078043222427368,0.556747704744339,0.49643249809741974,0.2302664816379547,-0.014270894695073366,0.5000420212745667,0.1844552829861641,0.2613368332386017,0.4354810416698456,0.26549798250198364,0.05166338011622429,1.0,0.0052083334885537624,0.06249999813735485,0.04166666666666667,0.3040993809700012,0.04190912842750549,0.18702247738838196,0.3851557523012161,0.0,0.0,0.29061979055404663,0.03194235637784004,0.21678473055362701,0.34936779737472534,0.0,0.0
30,0.6456550061702728,0.5992140769958496,0.6920959651470184,0.7006564140319824,0.5567247569561005,0.49650849401950836,0.23007690906524658,-0.01396643603220582,0.5023524761199951,0.2273891493678093,0.239834263920784,0.46634870767593384,0.24314263463020325,0.07781155779957771,0.9680624604225159,0.0,0.0364583320915699,0.026041666666666668,0.29007674753665924,0.04161771200597286,0.1784409061074257,0.3710143566131592,0.0,0.0,0.279920756816864,0.04980522766709328,0.1494985818862915,0.40122631192207336,0.0,0.0
31,0.6295748651027679,0.568962574005127,0.6901871860027313,0.7063579559326172,0.5723561942577362,0.494787335395813,0.2944689691066742,-0.02085201535373926,0.501520574092865,0.2052278146147728,0.332751601934433,0.4489845037460327,0.26073864102363586,0.02694301027804613,1.0,0.015625000465661287,0.06770833395421505,0.041666666666666664,0.2872815877199173,0.043498868122696877,0.1775188222527504,0.37984003126621246,0.0,0.0,0.29192572832107544,0.04978848621249199,0.19566325843334198,0.40505385398864746,0.0,0.0
32,0.6269316077232361,0.5621045529842377,0.6917586326599121,0.7081680297851562,0.5763174295425415,0.4947955161333084,0.31096209585666656,-0.02081965608522296,0.5019076466560364,0.22260117530822754,0.3523796796798706,0.4706553965806961,0.23127180337905884,0.03837937954813242,1.0,0.010416666977107525,0.0520833320915699,0.046875,0.29610440135002136,0.051524821668863297,0.17346397787332535,0.4024544507265091,0.0,0.0,0.3067430257797241,0.05790413171052933,0.1988724172115326,0.42205414175987244,0.0,0.0
33,0.6334553956985474,0.5791865289211273,0.6877242624759674,0.7097640037536621,0.5662703216075897,0.49124129116535187,0.2723880410194397,-0.035041872411966324,0.5017068386077881,0.22322554141283035,0.3412618637084961,0.44253626465797424,0.23060277104377747,0.06229197978973389,1.0,0.0052083334885537624,0.036458333022892475,0.03125,0.30316901206970215,0.059810977429151535,0.18543104827404022,0.42268285155296326,0.0,0.0,0.3265219032764435,0.06592655926942825,0.19953788816928864,0.44942864775657654,0.0,0.0
34,0.6358053684234619,0.5853032171726227,0.6863075196743011,0.7242949604988098,0.5610739588737488,0.49019813537597656,0.2528645396232605,-0.03921871818602085,0.495682030916214,0.21062015742063522,0.34610575437545776,0.417910099029541,0.24614790081977844,0.03880446031689644,1.0,0.010416666977107525,0.03645833395421505,0.026041666666666664,0.3187461793422699,0.06925230473279953,0.1861918792128563,0.44598791003227234,0.0,0.0,0.3270109295845032,0.07549922168254852,0.20853452384471893,0.45880764722824097,0.0,0.0
35,0.6113714575767517,0.5467251837253571,0.6760177612304688,0.7348129153251648,0.585442304611206,0.4839862734079361,0.35404761135578156,-0.06408768519759178,0.491190642118454,0.27305057644844055,0.35663431882858276,0.4598979502916336,0.25139858573675156,0.04254867881536484,1.0,0.0052083334885537624,0.03645833395421505,0.03125,0.32622310519218445,0.0792393609881401,0.18222395330667496,0.46753397583961487,0.0,0.0,0.3364235460758209,0.08697157353162766,0.19933603703975677,0.4782172739505768,0.0,0.0
36,0.633023738861084,0.597027987241745,0.669019490480423,0.7322493195533752,0.556445449590683,0.48051905632019043,0.23405909538269043,-0.07797527685761452,0.49072742462158203,0.2575167268514633,0.3341333270072937,0.4160417914390564,0.23572418838739395,0.04065660107880831,1.0,0.0052083334885537624,0.052083334885537624,0.05208333333333333,0.3434375375509262,0.08474190160632133,0.1882428154349327,0.4824097007513046,0.0,0.0,0.36901581287384033,0.08462923765182495,0.18705272674560547,0.4933551251888275,0.0,0.0
37,0.6113342642784119,0.5612005591392517,0.6614679396152496,0.7456362247467041,0.5770089328289032,0.477432444691658,0.32030056416988373,-0.09035743772983551,0.48510250449180603,0.246723473072052,0.331691712141037,0.44832833111286163,0.24431109428405762,0.032446980476379395,1.0,0.020833333488553762,0.046875,0.020833333333333332,0.3632623851299286,0.0900970883667469,0.19424335658550262,0.4963251054286957,0.0,0.0,0.37882086634635925,0.09324554353952408,0.19936703145503998,0.5067924857139587,0.0,0.0
38,0.6153338253498077,0.5747570693492889,0.6559106111526489,0.7478343844413757,0.5714389383792877,0.47361141443252563,0.29825355112552643,-0.10567613691091537,0.4829978048801422,0.308155819773674,0.31088489294052124,0.4314451515674591,0.25384656339883804,0.02589242998510599,1.0,0.015625000465661287,0.05208333395421505,0.04166666666666667,0.38143670558929443,0.0920562595129013,0.19638385623693466,0.5073439478874207,0.0,0.0,0.4058011472225189,0.08532416820526123,0.24461087584495544,0.5162637233734131,0.0,0.0
39,0.5940383672714233,0.5380478799343109,0.6500288546085358,0.7651244401931763,0.588934987783432,0.46970394253730774,0.3681918680667877,-0.12137335166335106,0.47605761885643005,0.28696371614933014,0.3444617688655853,0.45318490266799927,0.2338414415717125,0.05584392137825489,1.0,0.0,0.031250000931322575,0.03125,0.4031526446342468,0.08764804154634476,0.22010201960802078,0.5165446400642395,0.0,0.0,0.42143818736076355,0.08439628034830093,0.2515046298503876,0.5241720080375671,0.0,0.0
40,0.581963449716568,0.536342203617096,0.6275846660137177,0.7787448167800903,0.5931254029273987,0.4565034955739975,0.3913623094558716,-0.174467071890831,0.4703052341938019,0.32094331085681915,0.36465710401535034,0.4577382802963257,0.24985939264297485,0.03466100059449673,1.0,0.026041667442768812,0.0677083320915699,0.036458333333333336,0.41694608330726624,0.0894458033144474,0.22762776911258698,0.5251523852348328,0.0,0.0,0.43783727288246155,0.07925848662853241,0.268359899520874,0.5341399312019348,0.0,0.0
41,0.5988849401473999,0.5757385790348053,0.6220312714576721,0.8223404884338379,0.5653194487094879,0.4488518536090851,0.27679385244846344,-0.20541110634803772,0.44591742753982544,0.32530584931373596,0.23886831104755402,0.43515197932720184,0.24283379316329956,0.037625160068273544,1.0,0.026041666977107525,0.031250000931322575,0.015625,0.43862004578113556,0.07940971478819847,0.2611987292766571,0.5364217758178711,0.0,0.0,0.44629815220832825,0.08231029659509659,0.24705731868743896,0.550630509853363,0.0,0.0
42,0.5820619165897369,0.5797876715660095,0.5843361616134644,0.8294077515602112,0.5718997120857239,0.4366724342107773,0.2987513393163681,-0.2547730356454849,0.45035767555236816,0.31026487052440643,0.46893778443336487,0.4112611263990402,0.24466798454523087,0.026594900526106358,0.9364733695983887,0.026041666977107525,0.015625,0.005208333333333333,0.44829726219177246,0.07979946210980415,0.25852105766534805,0.5495578944683075,0.0,0.0,0.462592214345932,0.07346843928098679,0.27795422077178955,0.5650634169578552,0.0,0.0
43,0.5727060437202454,0.5654090046882629,0.5800030529499054,0.8871459364891052,0.5694789886474609,0.4217534363269806,0.29585444927215576,-0.31572023034095764,0.41752225160598755,0.36370137333869934,0.23005057871341705,0.42625582218170166,0.24692510068416595,0.033120821230113506,1.0,0.015625000465661287,0.04166666604578495,0.026041666666666664,0.4619586020708084,0.07309722527861595,0.2810985743999481,0.5637324750423431,0.0,0.0,0.4710365831851959,0.06662648916244507,0.32564395666122437,0.5595464110374451,0.0,0.0
44,0.5690962374210358,0.5958223044872284,0.5423701703548431,0.8572579622268677,0.5718052387237549,0.4205300211906433,0.3027809038758278,-0.32069090008735657,0.4374959468841553,0.3514605015516281,0.4871293902397156,0.4220834970474243,0.24004194885492325,0.03560625948011875,0.9983417689800262,0.015625000465661287,0.020833333488553762,0.005208333333333333,0.4727301001548767,0.06393129006028175,0.3069675862789154,0.5637126266956329,0.0,0.0,0.4806089401245117,0.055780380964279175,0.33637741208076477,0.563264787197113,0.0,0.0
45,0.5404440760612488,0.522901713848114,0.5579864978790283,0.9264155626296997,0.5939676761627197,0.4092130959033966,0.3954400271177292,-0.3674335926771164,0.40640249848365784,0.4230111986398697,0.35598260164260864,0.44813407957553864,0.24242834746837616,0.03638705983757973,1.0,0.02083333395421505,0.03645833395421505,0.020833333333333332,0.4808676838874817,0.05750897154211998,0.34440474212169647,0.5609462559223175,0.0,0.0,0.4838429391384125,0.05415187031030655,0.3542630672454834,0.5684245824813843,0.0,0.0
46,0.5530090630054474,0.5860685706138611,0.5199495851993561,0.8765571713447571,0.5772065818309784,0.40736058354377747,0.32867564260959625,-0.3751222789287567,0.4275851547718048,0.4276513308286667,0.4363613426685333,0.4746305048465729,0.2655821889638901,0.02610033005475998,1.0,0.015625000465661287,0.0729166641831398,0.046875,0.48658587038517,0.04820777662098408,0.3695567697286606,0.5607796907424927,0.0,0.0,0.49246811866760254,0.04095395281910896,0.3985545039176941,0.5549317598342896,0.0,0.0
47,0.5456064939498901,0.5566883683204651,0.5345246195793152,0.8923269510269165,0.5900599360466003,0.405814066529274,0.3913220763206482,-0.3813769072294235,0.42607372999191284,0.5401514768600464,0.5877144932746887,0.46784476935863495,0.24516966193914413,0.05580171011388302,1.0,0.015625,0.03645833395421505,0.020833333333333332,0.4917664974927902,0.04261992499232292,0.3883301168680191,0.5573382675647736,0.0,0.0,0.4954964220523834,0.03617485240101814,0.40803930163383484,0.5534496903419495,0.0,0.0
48,0.5437732934951782,0.5421916842460632,0.5453548431396484,0.930873453617096,0.588212788105011,0.4039204716682434,0.3886817842721939,-0.38933368027210236,0.40346938371658325,0.5166107565164566,0.3583019971847534,0.4913783520460129,0.24216371774673462,0.048031650483608246,1.0,0.010416666977107525,0.0625,0.03645833333333333,0.49624311923980713,0.03552759438753128,0.4153904318809509,0.5517190992832184,0.0,0.0,0.5000525116920471,0.03122272714972496,0.4336160719394684,0.5483976602554321,0.0,0.0
49,0.49801188707351685,0.49502360820770264,0.5010001510381699,0.9179710745811462,0.6279426217079163,0.3908381462097168,0.5628228932619095,-0.44388899207115173,0.4136287569999695,0.5017559081315994,0.5721594095230103,0.4745057225227356,0.24550911039113998,0.03988407924771309,1.0,0.015625000465661287,0.05208333395421505,0.04166666666666667,0.49990494549274445,0.030373113229870796,0.4332861602306366,0.5479605495929718,0.0,0.0,0.5048108696937561,0.025522680953145027,0.4608880281448364,0.5513651967048645,0.0,0.0
50,0.49189603328704834,0.48400792479515076,0.49978412687778473,0.9968686699867249,0.6224244832992554,0.3714558631181717,0.5428365468978882,-0.5259930789470673,0.3815690875053406,0.5834118872880936,0.4869196116924286,0.45478373765945435,0.24338115006685257,0.046521518379449844,1.0,0.0052083334885537624,0.046875,0.03645833333333333,0.5045149624347687,0.026529889553785324,0.4571811109781265,0.5498413443565369,0.0,0.0,0.5079055428504944,0.027989570051431656,0.46415260434150696,0.5553063154220581,0.0,0.0
51,0.5045907944440842,0.5433646440505981,0.4658169746398926,0.9936531186103821,0.6033207178115845,0.36683183908462524,0.47014571726322174,-0.5458759367465973,0.3871101140975952,0.49836574494838715,0.6071438789367676,0.45196273922920227,0.25405652076005936,0.03870075009763241,1.0,0.02083333395421505,0.0625,0.046875,0.5064888894557953,0.02590050082653761,0.4608091711997986,0.5526831150054932,0.0,0.0,0.5083163380622864,0.030329370871186256,0.45220544934272766,0.5629675984382629,0.0,0.0
52,0.4983445703983307,0.5294661521911621,0.4672229588031769,1.013296365737915,0.6048649847507477,0.36062800884246826,0.466422364115715,-0.5726765990257263,0.3800433576107025,0.5823893249034882,0.59478360414505,0.4561805725097656,0.25712982565164566,0.06031510978937149,1.0,0.0,0.06770833395421505,0.0625,0.5075573623180389,0.029980381950736046,0.4463028311729431,0.5650002062320709,0.0,0.0,0.5075318217277527,0.036756038665771484,0.4351535439491272,0.5763195157051086,0.0,0.0
53,0.47850748896598816,0.4930083900690079,0.46400658786296844,1.0662100315093994,0.6203922033309937,0.3550885319709778,0.512946218252182,-0.5970378816127777,0.35513579845428467,0.5416112244129181,0.46476826071739197,0.4488662928342819,0.2447812780737877,0.03180978074669838,1.0,0.015625000465661287,0.05729166604578495,0.05729166666666667,0.5074148178100586,0.03494463860988617,0.4316491484642029,0.5721024870872498,0.0,0.0,0.5055471062660217,0.037525154650211334,0.42690855264663696,0.573723554611206,0.0,0.0
54,0.4615701735019684,0.4880653917789459,0.43507495522499084,1.013108491897583,0.6434421241283417,0.35408081114292145,0.6394163370132446,-0.6014954447746277,0.3821173906326294,0.603354275226593,0.6535691618919373,0.47028663754463196,0.2571655213832855,0.04484567046165466,1.0,0.0052083334885537624,0.0677083320915699,0.05729166666666667,0.5060244500637054,0.04342239163815975,0.42472317814826965,0.5844183266162872,0.0,0.0,0.5032601952552795,0.04883767291903496,0.4027646481990814,0.5884408354759216,0.0,0.0
55,0.45361217856407166,0.45471304655075073,0.4525113105773926,1.1394816637039185,0.6346439719200134,0.33365675806999207,0.5829876959323883,-0.6922736763954163,0.32296133041381836,0.6592789888381958,0.21505644917488098,0.43079978227615356,0.23172328621149063,0.07056744955480099,1.0,0.0052083334885537624,0.046874999068677425,0.020833333333333332,0.5026137828826904,0.04824056290090084,0.4085129648447037,0.5906516313552856,0.0,0.0,0.5007855296134949,0.044529445469379425,0.4182455837726593,0.5881978273391724,0.0,0.0
