step,loss,score_mean,score_std,w_l0_q0_RX,w_l0_q0_RY,w_l0_q0_RZ,w_l0_q1_RX,w_l0_q1_RY,w_l0_q1_RZ,w_l0_q2_RX,w_l0_q2_RY,w_l0_q2_RZ,w_l0_q3_RX,w_l0_q3_RY,w_l0_q3_RZ,w_l0_q4_RX,w_l0_q4_RY,w_l0_q4_RZ,w_l0_q5_RX,w_l0_q5_RY,w_l0_q5_RZ,w_l1_q0_RX,w_l1_q0_RY,w_l1_q0_RZ,w_l1_q1_RX,w_l1_q1_RY,w_l1_q1_RZ,w_l1_q2_RX,w_l1_q2_RY,w_l1_q2_RZ,w_l1_q3_RX,w_l1_q3_RY,w_l1_q3_RZ,w_l1_q4_RX,w_l1_q4_RY,w_l1_q4_RZ,w_l1_q5_RX,w_l1_q5_RY,w_l1_q5_RZ
1,0.24423862405345742,0.5085257708548591,0.051881657489767884,0.03050857419879943,-0.10490229853429296,0.07503876527875493,0.09403674966656934,-0.19531808885325205,-0.13023052206255523,0.012798473410858527,-0.03142307358638878,-0.0017036956192315938,-0.08543590176986565,0.08948408578710867,0.07774222881659533,0.0065734016260986855,0.11277782444886918,0.04682790875150288,-0.08572383018603413,0.03460640634586575,-0.09627521160034294,0.08784503013072725,-0.0049925910986252904,-0.018486236354526057,-0.06806399364384001,0.1241016245663953,-0.015452948206880215,-0.04300537105788079,-0.03534874047944353,0.05323091855533488,0.03636774918107854,0.039997223628378584,0.043082100300788274,0.21448541415639172,-0.04070636339081431,-0.051224272907153735,-0.08149475807538971,0.061426801316264275,0.11289722927208917
2,0.1971244037222944,0.5613597859457609,0.06869619009719596,0.0305917510015118,-0.10051637766522356,0.07504577290556057,0.0943739385926497,-0.1918942634946161,-0.13025323459032687,0.012763102016959679,-0.03059423104218507,-0.001665400121806305,-0.08564059655851577,0.08981224313804075,0.07770014317872176,0.006618658180190396,0.11279761940163131,0.04681001962113014,-0.08617046099812263,0.03516944058203826,-0.0965091612908895,0.08784503013072725,-0.0049925910986252904,-0.018486236354526057,-0.06861038715537499,0.12899041644453063,-0.015452948206880215,-0.04307923164270488,-0.035390767403267895,0.05323091855533488,0.03641878720095637,0.03953645071089802,0.043082100300788274,0.21527609169890782,-0.040817743630925205,-0.051224272907153735,-0.08170824546460706,0.061547698559017795,0.11289722927208917
3,0.25731390425194717,0.4963543114875351,0.06045597532143785,0.030704648830494702,-0.10204037552802876,0.07504995480265872,0.09487018382096395,-0.18982285296358642,-0.13024075531553922,0.012755135129433805,-0.030485665237613133,-0.0016253037262829492,-0.08593210208608255,0.0896683430548977,0.0778430070873703,0.006636393504665192,0.11263492803946842,0.046801469818421856,-0.08690139043293213,0.03574803796511162,-0.0960098646922501,0.08784503013072725,-0.0049925910986252904,-0.018486236354526057,-0.06927106724585869,0.1311930117756311,-0.015452948206880215,-0.04305169128215845,-0.03564758534114762,0.05323091855533488,0.03685483466811627,0.03830537143361666,0.043082100300788274,0.21601855597450673,-0.04098223349990229,-0.051224272907153735,-0.08200517552757791,0.062194824297094616,0.11289722927208917
4,0.25252765774406,0.49864120605459983,0.03416164121059508,0.03072394966898527,-0.10229942003822343,0.07505526110517777,0.09507242210054499,-0.19194734679328404,-0.1301316455057216,0.012765393975565942,-0.03062734129572185,-0.0016144163506160037,-0.08588171472626566,0.08720997250894494,0.07792112858160018,0.006571115081933844,0.11246049789437608,0.04679786187121099,-0.08673684614380184,0.03647251070998594,-0.09647984585570782,0.08784503013072725,-0.0049925910986252904,-0.018486236354526057,-0.06929108783622889,0.1320001103209482,-0.015452948206880215,-0.043090588318491406,-0.03557570761349163,0.05323091855533488,0.0369853288199616,0.037572163797935564,0.043082100300788274,0.216282282342426,-0.041010695921189416,-0.051224272907153735,-0.08204269094757331,0.06135852617736709,0.11289722927208917
5,0.261240489340659,0.4893451628054548,0.02172848019793468,0.030782765169892985,-0.10008671244244023,0.07507125569110472,0.09518467165064744,-0.18789014120819847,-0.13018083429537594,0.01278824921576835,-0.0300005196581534,-0.0016185263702320975,-0.08598162348011251,0.08571285067420745,0.07790736050096432,0.006556403322470591,0.11233978989551932,0.046791292026376476,-0.08684181810059326,0.03630665662584,-0.09636520004437728,0.08784503013072725,-0.0049925910986252904,-0.018486236354526057,-0.06965456158964803,0.1339528868860855,-0.015452948206880215,-0.043076173512636255,-0.035711350392104865,0.05323091855533488,0.03713872983306299,0.04084527054213809,0.043082100300788274,0.21651622485349684,-0.041088572032882804,-0.051224272907153735,-0.08220361246868874,0.060625284416151434,0.11289722927208917
6,0.19269140444881905,0.5877511328092485,0.15080542477461692,0.03074088487430304,-0.10187081540427276,0.07508338436187846,0.09501042288467039,-0.19033509333345008,-0.13005776009847683,0.01280667076837254,-0.029690531382065302,-0.0016083100096724967,-0.08593228966606273,0.0868905518946542,0.07779151444230317,0.006592046490241452,0.11249838769644602,0.04678373120789182,-0.08693746089046016,0.036539427659464906,-0.09631178601921685,0.08784503013072725,-0.0049925910986252904,-0.018486236354526057,-0.06924975142300616,0.13468198108720103,-0.015452948206880215,-0.04294581440461512,-0.03564260757987359,0.05323091855533488,0.0370926784431656,0.03863536081308786,0.043082100300788274,0.21629658762170448,-0.04099647035425219,-0.051224272907153735,-0.08207967478314432,0.059151937636447716,0.11289722927208917
7,0.22019587379048042,0.5331157777483492,0.0470637548772668,0.030782236571477585,-0.10104844316172734,0.0750734925129959,0.09505064660490072,-0.18853006752634938,-0.13004347135615987,0.01279904258416072,-0.029774242800109006,-0.0015917133619532933,-0.08603966647842917,0.09134655051109225,0.07779447952708152,0.006578605915681162,0.11250977069177086,0.046821067146054225,-0.08687867782744671,0.037166365682063614,-0.09644655791753678,0.08784503013072725,-0.0049925910986252904,-0.018486236354526057,-0.0693692921370063,0.1358000989707207,-0.015452948206880215,-0.043064111097501474,-0.035695113449061504,0.05323091855533488,0.037035194932284396,0.040724213332969286,0.043082100300788274,0.21651321291293016,-0.040980730564103444,-0.051224272907153735,-0.08214414148973524,0.06005551248933665,0.11289722927208917
8,0.2580963079127744,0.5009055532200524,0.094873818118007,0.03080201687278105,-0.09944050808078317,0.07506146104474319,0.0951914589384674,-0.18740871922113442,-0.130212548175274,0.012809494308939745,-0.02961789050158403,-0.0015744421329572677,-0.08625419846926893,0.09683623057773212,0.07753481610552482,0.00654639886060265,0.11230364245360774,0.0468293789478212,-0.08717928905776345,0.03667827501278458,-0.09650977544464956,0.08784503013072725,-0.004992591098625291,-0.018486236354526057,-0.06954539242862091,0.1291637692330816,-0.015452948206880215,-0.042677000826432644,-0.035786018906707476,0.05323091855533488,0.036997929794824365,0.03864045221974826,0.043082100300788274,0.21707331630756999,-0.04111717265549323,-0.051224272907153735,-0.08236621683893254,0.06023741140019792,0.11289722927208917
9,0.24415580163353492,0.5162936385988272,0.1009155974947811,0.03075209463159624,-0.10268181239876951,0.07505530658073606,0.09498548680097076,-0.1860490844113107,-0.13007998481148594,0.01282416925483695,-0.03001468843901059,-0.00156727102546985,-0.0861604764329154,0.09662384414234718,0.07751209617490502,0.006534443130677319,0.11252255394998614,0.046856353475538376,-0.08721293042104122,0.040229719631494826,-0.09659384076709601,0.08784503013072725,-0.004992591098625291,-0.018486236354526057,-0.06913001100140542,0.1307055314862931,-0.015452948206880215,-0.042598150676714644,-0.03569169805594742,0.05323091855533488,0.037046259487051085,0.037526970248565605,0.043082100300788274,0.21683800343086476,-0.040998082143536854,-0.051224272907153735,-0.08226103619588969,0.06064193978993381,0.11289722927208917
10,0.22474674802529368,0.5273554822748722,0.03679549040876785,0.030872699758627133,-0.1040567752993993,0.07507090200100613,0.09503347789356925,-0.18783067589764418,-0.13025819430592192,0.012840935359434879,-0.029811434894282823,-0.0015354140100664684,-0.08665846865753903,0.09944143207924158,0.07746977692709352,0.006540509840086722,0.11267516449753925,0.046854093340057495,-0.08762088444097826,0.03749151723838737,-0.09665783912487735,0.08784503013072725,-0.004992591098625291,-0.018486236354526057,-0.06919073787121863,0.13052898406701433,-0.015452948206880215,-0.043158748039602964,-0.03576947800442737,0.05323091855533488,0.03697798081291438,0.03347063359765709,0.043082100300788274,0.2177206663247663,-0.041199971067537124,-0.051224272907153735,-0.08260752229396265,0.05897551084244461,0.11289722927208917
