step,loss,score_mean,score_std,weight_mean,weight_std,grad_norm,entropy
58,0.38898362116180096,0.4251150683066789,0.24184899599285126,0.007111355273548503,0.08369752904307025,0.10725923914506494,3.3443924825839826
59,0.2287823316496515,0.5813579881564319,0.2313464886225932,0.007082443289675385,0.08368688793189427,0.038347753882203885,3.344614153330418
60,0.2345753039946925,0.5474752681584103,0.17261712342918134,0.0074502067125349165,0.08407378393837558,0.21803607382355505,3.3432643688828323
61,0.3521230664501773,0.4723624472207554,0.2715173653736169,0.007165127473615945,0.08394577577142856,0.13983332233445153,3.3447570389306507
62,0.19810431810806534,0.6031308492369507,0.20149242040033596,0.007402551218644451,0.08420019387162678,0.11228360789024147,3.343895953691746
63,0.2950974152379211,0.47971757632806833,0.15621656490615576,0.007390344135293421,0.08422557807499699,0.10456493077330578,3.3443126875960996
64,0.3662338715626774,0.46868561085769656,0.2897220941165036,0.007588053517987422,0.08432681516444575,0.10522672372338988,3.3430961674759594
65,0.3620005402797821,0.44595485605157803,0.2345943714349409,0.007538331518027477,0.08434730176837262,0.040378365234291176,3.3434094163127708
66,0.20899750809926265,0.6048468865871479,0.22989459599649095,0.00798739617803061,0.08490396756183062,0.27102713007619794,3.341214116668437
67,0.38184417546589683,0.464578311402845,0.3084927733797215,0.008156522589675159,0.08510954048524746,0.10705067920228906,3.3401798028508636
68,0.23447544401874754,0.538013578300581,0.14506546942187748,0.008119825115159306,0.0848870004052782,0.10065958567451441,3.3400182920023043
69,0.2643463007262097,0.515015505066022,0.17069370423126415,0.008140604358721777,0.08491086089279498,0.015388283162226783,3.339786876013874
70,0.3165682020631508,0.4949545837077146,0.24798655177624268,0.008118268755020091,0.08486988547294792,0.10407441555010777,3.340024394326291
71,0.3586922380145029,0.4276011821316488,0.17621529921124707,0.007936307181273465,0.08473273613800356,0.1368019839808895,3.341234784240452
72,0.30254226194898215,0.49221697775856776,0.21142058692303725,0.007845811184902022,0.08473389088308741,0.07101974459727821,3.3419761732290514
73,0.35913297831036206,0.43551541932626503,0.2012216112923576,0.007682204618000849,0.08459243539524428,0.07133426190119621,3.3430634679085363
74,0.29957591545147355,0.5169185260163386,0.2573095514061273,0.007930232680826963,0.08487717213147579,0.21487850808320158,3.3417301559599957
75,0.4231329945958608,0.3777821107150726,0.1896783943226104,0.0075175216700355835,0.08443556591042356,0.18977584227879085,3.343504492526026
76,0.2126210522330789,0.5868804982758642,0.20482511989719837,0.007485003708471728,0.08439211507650707,0.0167993359844957,3.343606403132652
77,0.40419921222341193,0.4124061842045773,0.24276062338564303,0.007329846777419898,0.08435640408532388,0.16915221093910396,3.3439192411550076
78,0.45336048197296536,0.3720254971814253,0.24291666520864688,0.0068072987623856085,0.08383257466706621,0.24614555472307834,3.3455158538926435
79,0.4050883488609889,0.4163176197554603,0.25377791128887833,0.006698174312094122,0.08372840951053163,0.05851339229542444,3.346048819233665
80,0.4441255343992231,0.3717755306895961,0.2223950336743383,0.006241334170822988,0.08333117322897861,0.20170393086616237,3.3472846106284955
81,0.32179823624450055,0.4827313707096642,0.23287636573597587,0.006080664967192392,0.08325214041287585,0.11513869576087643,3.3472312209561945
82,0.15841268020283095,0.6752604652782727,0.23012369489029083,0.00621538071665566,0.08331719714161148,0.05620612975641623,3.346839168474245
83,0.30262362253388925,0.5373383618270394,0.29760348015375326,0.0061943089583329945,0.08350136723779321,0.09852202170067284,3.347506807013541
84,0.38455279652732244,0.4169495074677005,0.21119876910085972,0.006123432961248455,0.08350331546054778,0.035077480424406685,3.3478998452973205
85,0.42291498075534617,0.40501182370692324,0.2624958118707797,0.005982617329714888,0.08336010068248008,0.07181360990066421,3.3482884898996854
86,0.2980945798151726,0.49055281231986003,0.19636227508883544,0.006159036978631124,0.08354039727103656,0.1563901966699749,3.348403136403404
87,0.10651912241882917,0.7254388821751871,0.17645201926908502,0.006253032941227875,0.08353591091952235,0.06306982116201951,3.3480472397600227
88,0.2658933612880329,0.5328732461148288,0.21837114589301618,0.006103253130290095,0.08351266074342031,0.07587767319061028,3.3486441086976573
89,0.27707378221832635,0.5133338608798801,0.20057380569086355,0.006104657593382221,0.08342456700946306,0.08234485452638171,3.348512688015403
90,0.15603500726921232,0.6389639889612768,0.16027478328949393,0.006215054139072766,0.08339568794091101,0.06292795736252113,3.3478206090804847
91,0.2601184243077699,0.5065186390393789,0.12881991675335563,0.005789747349093787,0.08299480104311739,0.22139973282707612,3.348175416028562
92,0.32158394319873657,0.5086454894454574,0.2831160335940485,0.005981109511993711,0.08336978452819377,0.21994641777802326,3.347592633002429
93,0.307941595828389,0.5269817785841368,0.29016436436079457,0.00615470340876935,0.08357655581825149,0.09222858456797685,3.3473707891250735
94,0.4418013991586347,0.3735936961411464,0.222298317776644,0.006050222865494238,0.08349013804661472,0.06710301906255263,3.347234896728097
95,0.31774745503217194,0.4917217545393979,0.24372254828269654,0.005861650651479004,0.0834157924875308,0.1824771237780861,3.346350053932766
96,0.2832851174381211,0.5313867769597088,0.2523623682588127,0.00587792939984212,0.08344324003761734,0.04081309457415044,3.3460950314766325
97,0.2961758879673377,0.4642533614730935,0.09566309408875368,0.0059071392748297254,0.083662097015435,0.09254650351792752,3.3465837942032484
98,0.33269165481867524,0.49498722868652584,0.27866423516779393,0.005590760534159544,0.08335173155269689,0.1525564079721684,3.3469674715196667
99,0.33828356341243127,0.45297886158428746,0.19761436657564335,0.005462615395272537,0.08332144399076027,0.050450269893403635,3.3472547385965083
100,0.21629940909056888,0.6624238579248374,0.3199089833195029,0.0052348850766947876,0.08312394103635078,0.11382727734678559,3.347747597689664
