step,loss_d,loss_d_real,loss_d_fake,loss_g,score_real,score_fake_d,real_logit_mean,fake_logit_mean,score_fake_g,grad_norm_d,grad_norm_g,real_mean,real_std,real_min,real_max,real_near_zero_frac,real_near_one_frac,real_clip_frac,fake_d_mean,fake_d_std,fake_d_min,fake_d_max,fake_d_near_zero_frac,fake_d_near_one_frac,fake_g_mean,fake_g_std,fake_g_min,fake_g_max,fake_g_near_zero_frac,fake_g_near_one_frac
1,0.6970535516738892,0.7457017302513123,0.6484054327011108,0.743311882019043,0.4743901193141937,0.47553229331970215,-0.10253040492534637,-0.09794902056455612,0.4756128787994385,0.07070338726043701,0.008204047568142414,0.3931690752506256,0.21107007563114166,0.050466060638427734,1.0,0.0,0.02083333395421505,0.010416666666666666,0.5082810521125793,0.013448200188577175,0.48668184876441956,0.5335874557495117,0.0,0.0,0.5104441046714783,0.013257475569844246,0.4848317801952362,0.5357031226158142,0.0,0.0
2,0.6946260929107666,0.7437074780464172,0.6455446481704712,0.7437206506729126,0.47592687606811523,0.47534656524658203,-0.09636834263801575,-0.09869377315044403,0.4754190742969513,0.07151194661855698,0.007878378033638,0.43663910031318665,0.23347154259681702,0.05403589829802513,1.0,0.0,0.02083333395421505,0.020833333333333332,0.5110729336738586,0.013034134171903133,0.4884166121482849,0.5355743765830994,0.0,0.0,0.5125814080238342,0.012871895916759968,0.4872090816497803,0.5370301604270935,0.0,0.0
3,0.6930172443389893,0.7408515214920044,0.6451829671859741,0.7447571754455566,0.47718608379364014,0.47486716508865356,-0.09132257103919983,-0.10061612725257874,0.4749091863632202,0.05979009345173836,0.006607423536479473,0.43125173449516296,0.24102722108364105,0.029040740802884102,0.9115108847618103,0.03125,0.0,0.0,0.5131632685661316,0.0131482919678092,0.483749657869339,0.5402352809906006,0.0,0.0,0.5137001872062683,0.013578292913734913,0.48749709129333496,0.543036162853241,0.0,0.0
4,0.693402111530304,0.742597222328186,0.6442070007324219,0.7452467679977417,0.47629401087760925,0.4746187925338745,-0.09489607065916061,-0.10161206126213074,0.4746966063976288,0.06013089790940285,0.007838408462703228,0.4461117684841156,0.22630152106285095,0.05801970139145851,0.9966835379600525,0.0,0.02083333395421505,0.0,0.5138882398605347,0.01379113458096981,0.4898295998573303,0.5386970043182373,0.0,0.0,0.5153631567955017,0.014109590090811253,0.4903525412082672,0.5421658158302307,0.0,0.0
5,0.6912076473236084,0.7386046051979065,0.6438106894493103,0.7427235841751099,0.4799925684928894,0.4758589565753937,-0.08007607609033585,-0.09663929045200348,0.47589266300201416,0.07549292594194412,0.007681838236749172,0.4856642484664917,0.2520163059234619,0.059128161519765854,1.0,0.0,0.0416666679084301,0.03125,0.5160308480262756,0.014405077323317528,0.4878966510295868,0.5409051179885864,0.0,0.0,0.5156453847885132,0.015190140344202518,0.48991289734840393,0.5402708649635315,0.0,0.0
6,0.6922760009765625,0.7384254932403564,0.6461265087127686,0.739761233329773,0.47990480065345764,0.4772248864173889,-0.08042635023593903,-0.0911635011434555,0.4773297607898712,0.06779780983924866,0.009244056418538094,0.4716115891933441,0.26861855387687683,0.0388973206281662,1.0,0.02083333395421505,0.0729166641831398,0.03125,0.5167681574821472,0.015511412173509598,0.4910857677459717,0.5390735864639282,0.0,0.0,0.5181934833526611,0.017530184239149094,0.48892998695373535,0.5418450236320496,0.0,0.0
7,0.6901611685752869,0.7315452098846436,0.6487771272659302,0.7363332509994507,0.4832223653793335,0.47884583473205566,-0.06713847070932388,-0.08466722071170807,0.47899240255355835,0.058422695845365524,0.00971252005547285,0.48052504658699036,0.24785307049751282,0.05579375848174095,1.0,0.0,0.0520833320915699,0.010416666666666666,0.5176095366477966,0.01723174937069416,0.48606371879577637,0.5423328280448914,0.0,0.0,0.5182527899742126,0.020232513546943665,0.4797987639904022,0.5471121668815613,0.0,0.0
8,0.6899473667144775,0.7279691696166992,0.6519255042076111,0.7359640002250671,0.48391193151474,0.4790409207344055,-0.0643787756562233,-0.08388553559780121,0.4791472852230072,0.06868685036897659,0.008047245442867279,0.4754956066608429,0.288169264793396,0.07082191854715347,1.0,0.0,0.0520833320915699,0.041666666666666664,0.5178882479667664,0.019489672034978867,0.4786249101161957,0.5459437370300293,0.0,0.0,0.5182406902313232,0.022470535710453987,0.4720556437969208,0.5555559992790222,0.0,0.0
9,0.6899325251579285,0.7276530265808105,0.6522120237350464,0.7348877787590027,0.48436152935028076,0.4795106053352356,-0.06257554143667221,-0.08200345933437347,0.47975295782089233,0.07777103036642075,0.013081183657050133,0.4344404637813568,0.25334233045578003,0.07093928009271622,1.0,0.0,0.0520833320915699,0.052083333333333336,0.5170914530754089,0.021198581904172897,0.47279515862464905,0.5470137000083923,0.0,0.0,0.5177022218704224,0.0251566544175148,0.46346351504325867,0.5550204515457153,0.0,0.0
10,0.6904981136322021,0.7276499271392822,0.6533462405204773,0.7383073568344116,0.4829353988170624,0.47788816690444946,-0.06828629970550537,-0.08850494772195816,0.4780413508415222,0.08667245507240295,0.008508063852787018,0.37781259417533875,0.1940692514181137,0.04517294093966484,0.8786069750785828,0.010416666977107525,0.0,0.0,0.5176436305046082,0.024073410779237747,0.4643041491508484,0.5576225519180298,0.0,0.0,0.5183716416358948,0.02858629636466503,0.45739251375198364,0.5628299713134766,0.0,0.0
11,0.6892626285552979,0.7284408807754517,0.6500843167304993,0.7409619688987732,0.4825139045715332,0.4766322076320648,-0.06997514516115189,-0.09353934228420258,0.47682011127471924,0.07982483506202698,0.01066858321428299,0.4182296693325043,0.23333516716957092,0.040744900703430176,1.0,0.02083333395421505,0.03125,0.03125,0.5174535512924194,0.027260595932602882,0.45335593819618225,0.5622172355651855,0.0,0.0,0.5177892446517944,0.03419990465044975,0.4442468285560608,0.5773113369941711,0.0,0.0
12,0.6874802112579346,0.7272223234176636,0.6477380394935608,0.7430779337882996,0.48353254795074463,0.4756767153739929,-0.06589655578136444,-0.09737005829811096,0.47585994005203247,0.07418151199817657,0.014081999659538269,0.40848401188850403,0.22985558211803436,0.04468752071261406,1.0,0.010416666977107525,0.03125,0.03125,0.5161015391349792,0.03088263049721718,0.4444582760334015,0.567177951335907,0.0,0.0,0.5141982436180115,0.034890949726104736,0.43500757217407227,0.5806435346603394,0.0,0.0
13,0.6869937181472778,0.727918267250061,0.6460691094398499,0.7445974349975586,0.4831785559654236,0.47493767738342285,-0.06731544435024261,-0.10033339262008667,0.47511419653892517,0.07364806532859802,0.012286737561225891,0.4411865174770355,0.26629701256752014,0.054731741547584534,1.0,0.0,0.0520833320915699,0.052083333333333336,0.5141763091087341,0.03610307350754738,0.43406417965888977,0.5762768387794495,0.0,0.0,0.5107121467590332,0.038680847734212875,0.41494959592819214,0.584874153137207,0.0,0.0
