step,loss,w1,w2,w3,entropy,var
1,0.004984492560509618,0.32235464691596066,0.3116133013932051,0.3660320516908343,1.0961521453780934,0.0005538325083847885
2,0.004954709964641031,0.3223282656829302,0.31172588078650343,0.36594585353056636,1.0961668821316244,0.000550523331056129
3,0.004925222987685275,0.3223021965276433,0.3118376815491751,0.36586012192318157,1.0961814709245545,0.0005472470002734382
4,0.0048960277531668785,0.3222764366897069,0.3119487103804862,0.36577485292980694,1.0961959137245636,0.000544003085317218
5,0.00486712044350047,0.3222509834298402,0.3120589739163715,0.3656900426537883,1.0962102124689952,0.0005407911620113145
6,0.00483849729903283,0.32222583402982724,0.3121684787299671,0.3656056872402057,1.0962243690653586,0.0005376108126164803
7,0.004810154617100367,0.3222009857924653,0.3122772313321421,0.3655217828753927,1.0962383853918216,0.0005344616257256479
8,0.004782088751102145,0.3221764360415092,0.31238523817202907,0.36543832578646174,1.096252263297697,0.0005313431961609346
9,0.004754296109587731,0.32215218212161195,0.3124925056375549,0.36535531224083323,1.0962660046039197,0.000528255124872291
10,0.00472677315536019,0.32212822139826186,0.31259904005596817,0.3652727385457701,1.096279611103515,0.0005251970188378344
11,0.004699516404593477,0.3221045512577156,0.31270484769436796,0.36519060104791656,1.0962930845620615,0.0005221684909657807
12,0.004672522425964488,0.3220811691069284,0.3128099347602293,0.36510889613284236,1.0963064267181442,0.0005191691599980062
13,0.004645787839799279,0.32205807237348094,0.3129143074019278,0.3650276202245913,1.0963196392838008,0.0005161986504151826
14,0.0046193093172332165,0.32203525850550313,0.31301797170926277,0.36494676978523416,1.0963327239449594,0.0005132565923434605
15,0.00459308357938508,0.32201272497159483,0.31312093371397803,0.36486634131442724,1.0963456823618718,0.0005103426214627035
16,0.00456710739654469,0.32199046926074365,0.3132231993902816,0.36478633134897476,1.096358516169536,0.0005074563789162237
17,0.004541377587373994,0.3219684888822409,0.31332477465536257,0.3647067364623966,1.0963712269781134,0.0005045975112220141
18,0.004515891018121278,0.3219467813655939,0.3134256653699063,0.36462755326449997,1.0963838163733386,0.0005017656701854391
19,0.0044906446018484645,0.3219253442604362,0.31352587733860754,0.3645487784009564,1.0963962859169227,0.0004989605128133776
20,0.004465635297671048,0.3219041751364363,0.31362541631068114,0.3644704085528827,1.0964086371469492,0.0004961817012297727
21,0.004440860110010948,0.32188327158320296,0.3137242879803699,0.3643924404364274,1.0964208715782633,0.0004934289025926143
22,0.004416316087861391,0.321862631210189,0.3138224979874507,0.3643148708023604,1.096432990702855,0.00049070178901226
23,0.004392000324064236,0.32184225164659336,0.3139200519177381,0.36423769643566867,1.0964449959902343,0.00048800003747113746
24,0.004367909954599319,0.321822130541261,0.3140169553035839,0.36416091415515506,1.0964568888878037,0.00048532332974478325
25,0.004344042157885481,0.32180226556258085,0.31411321362437666,0.36408452081304254,1.096468670821219,0.00048267135232417857
26,0.004320394154093478,0.32178265439838216,0.31420883230703534,0.3640085132945825,1.0964803431947483,0.00048004379633940684
27,0.004296963204470074,0.32176329475583,0.3143038167265028,0.3639328885176673,1.0964919073916233,0.00047744035748455144
28,0.004273746610673729,0.3217441843613178,0.31439817220623456,0.3638576434324477,1.096503364774384,0.00047486073594388544
29,0.004250741714120999,0.3217253209603601,0.31449190401868615,0.36378277502095374,1.0965147166852194,0.0004723046363192471
30,0.004227945895344402,0.32170670231748266,0.3145850173857958,0.3637082802967216,1.0965259644463003,0.0004697717675586933
31,0.0042053565733603596,0.32168832621611215,0.3146775174794658,0.36363415630442214,1.0965371093601077,0.0004672618428862699
32,0.004182971205048351,0.3216701904584644,0.3147694094220392,0.3635604001194964,1.096548152709755,0.0004647745797330294
33,0.0041607872845400296,0.32165229286543146,0.31486069828677493,0.36348700884779367,1.0965590957593054,0.00046230969966915464
34,0.004138802342618831,0.32163463127646774,0.3149513890983183,0.363413979625214,1.0965699397540838,0.0004598669283372488
35,0.004117013946129512,0.3216172035494754,0.31504148683316946,0.3633413096173553,1.0965806859209812,0.0004574459953867282
36,0.0040954196973976295,0.3216000075606884,0.3151309964201477,0.3632689960191639,1.0965913354687582,0.000455046634409321
37,0.0040740172336587895,0.3215830412045566,0.3152199227408534,0.36319703605459,1.0966018895883396,0.000452668582875649
38,0.004052804226497553,0.3215663023936279,0.31530827063012573,0.36312542697624645,1.0966123494531044,0.00045031158207288507
39,0.004031778381295497,0.3215497890584307,0.31539604487649786,0.36305416606507157,1.096622716219173,0.00044797537704342576
40,0.004010937436688859,0.32153349914735563,0.31548325022264817,0.3629832506299963,1.0966329910256885,0.00044565971652463015
41,0.0039902791640352014,0.3215174306265359,0.3155698913658487,0.36291267800761545,1.0966431749950907,0.00044336435288955977
42,0.003969801366888886,0.32150158147972857,0.31565597295840964,0.3628424455618619,1.0966532692333892,0.0004410890420886988
43,0.0039495018804856265,0.3214859497081939,0.31574149960812053,0.3627725506836857,1.0966632748304308,0.0004388335435926813
44,0.003929378571235482,0.321470533330575,0.3158264758786888,0.3627029907907363,1.0966731928601599,0.0004365976203359576
45,0.003909429336224542,0.32145533038277757,0.31591090629017343,0.36263376332704905,1.0966830243808774,0.00043438103866142553
46,0.003889652102724882,0.32144033891784846,0.31599479531941665,0.36256486576273494,1.0966927704354932,0.00043218356826598206
47,0.003870044827712843,0.32142555700585457,0.3160781474004711,0.36249629559367447,1.0967024320517769,0.00043000498214699746
48,0.0038506054973954026,0.3214109827337611,0.316160966925024,0.36242805034121506,1.0967120102426,0.00042784505654969103
49,0.0038313321267444108,0.3213966142053104,0.316243258242818,0.36236012755187175,1.096721506006179,0.00042570357091537854
50,0.003812222759038877,0.3213824495408996,0.3163250256620681,0.3622925247970323,1.0967309203263103,0.0004235803078306161
51,0.003793275465414772,0.32136848687745945,0.3164062734498755,0.36222523967266523,1.0967402541726026,0.00042147505297717753
52,0.0037744883444224384,0.3213547243683316,0.31648700583263745,0.3621582697990311,1.0967495085007064,0.00041938759508287817
53,0.003755859521591541,0.3213411601831474,0.31656722699645445,0.3620916128203982,1.0967586842525374,0.00041731772587323544
54,0.0037373871490032264,0.321327792507706,0.316646941087533,0.362025266404761,1.0967677823564979,0.00041526524002393205
55,0.0037190694048695764,0.3213146195438518,0.3167261522125858,0.36195922824356236,1.0967768037276933,0.0004132299351140872
56,0.0037009044931200223,0.32130163950935386,0.3168048644392276,0.3618934960514186,1.0967857492681452,0.000411211611580304
57,0.00368289064299485,0.32128885063778356,0.316883081796368,0.3618280675658486,1.0967946198670018,0.00040921007267150246
58,0.003665026108645353,0.32127625117839326,0.3169608082746012,0.3617629405470057,1.096803416400743,0.0004072251244044924
59,0.0036473091687409804,0.3212638393959955,0.31703804782659134,0.36169811277741326,1.0968121397333834,0.00040525657552032313
60,0.0036297381260827558,0.32125161357084175,0.31711480436745537,0.361633582061703,1.096820790716671,0.00040330423744133005
