step,loss,w1,w2,w3,entropy,var
1,0.0053493558625226575,0.3191505506784571,0.31320899721838025,0.3676404521031627,1.0959782612052176,0.0005943728753967473
2,0.005321031803822499,0.3191478665135651,0.31329825748850854,0.36755387599792644,1.0959921612224135,0.0005912257577539551
3,0.0052929581328614046,0.31914533302897025,0.3133868975241762,0.36746776944685355,1.0960059378993072,0.0005881064609711421
4,0.005265131771568377,0.3191429486078129,0.31347492295792684,0.3673821284342605,1.0960195927644594,0.0005850146430404191
5,0.005237549688059607,0.3191407116480189,0.3135623393632285,0.3672969489887526,1.0960331273232704,0.0005819499670858063
6,0.005210208895856045,0.3191386205622081,0.3136491522551247,0.3672122271826673,1.096046543058376,0.0005789121012762968
7,0.005183106453114978,0.3191366737776,0.3137353670908778,0.3671279591315222,1.0960598414300362,0.0005759007187404775
8,0.005156239461875754,0.3191348697359203,0.31382098927060725,0.36704414099347243,1.0960730238765195,0.0005729154974827192
9,0.00512960506731909,0.31913320689330554,0.3139060241379207,0.36696076896877383,1.096086091814476,0.0005699561203008782
10,0.005103200457039877,0.3191316837202074,0.3139904769805391,0.3668778392992536,1.0960990466393061,0.0005670222747054975
11,0.00507702286033311,0.31913029870129606,0.3140743530309162,0.36679534826778776,1.096111889725523,0.0005641136528404643
12,0.005051069547492843,0.319129050335364,0.31415765746685037,0.3667132921977857,1.096124622427107,0.0005612299514051168
13,0.005025337829123875,0.31912793713522714,0.3142403954120916,0.36663166745268133,1.096137246077853,0.0005583708715777653
14,0.004999825055465612,0.3191269576276278,0.31432257193694196,0.3665504704354304,1.096149761991714,0.0005555361189405653
15,0.004974528615728709,0.31912611035313565,0.31440419205884884,0.36646969758801556,1.0961621714631355,0.0005527254034058106
16,0.004949445937443139,0.3191253938660489,0.31448526074299404,0.3663893453909572,1.0961744757673864,0.0005499384391434973
17,0.004924574485818423,0.3191248067342946,0.31456578290287496,0.36630941036283043,1.0961866761608807,0.0005471749445102385
18,0.004899911763115292,0.31912434753932994,0.31464576340088063,0.3662298890597896,1.0961987738814976,0.0005444346419794475
19,0.004875455308028713,0.31912401487604103,0.31472520704886137,0.36615077807509766,1.096210770148891,0.0005417172580727865
20,0.004851202695081922,0.31912380735264423,0.31480411860869295,0.3660720740386629,1.096222666164797,0.0005390225232928367
21,0.004827151534031732,0.3191237235905845,0.31488250279283403,0.3659937736165815,1.0962344631133336,0.0005363501720570208
22,0.0048032994692840565,0.319123762224436,0.31496036426487845,0.3659158735106856,1.096246162161297,0.0005336999426326616
23,0.004779644179320426,0.31912392190180094,0.3150377076401008,0.36583837045809836,1.0962577644584501,0.000531071577073262
24,0.004756183376134513,0.31912420128320923,0.315114537485997,0.36576126123079394,1.0962692711378073,0.0005284648211558961
25,0.004732914804678929,0.31912459904201773,0.3151908583228183,0.365684542635164,1.0962806833159138,0.0005258794243197415
26,0.004709836242321935,0.31912511386430975,0.3152666746241004,0.36560821151158995,1.0962920020931202,0.000523315139605716
27,0.004686945498313884,0.31912574444879416,0.3153419908171856,0.36553226473402034,1.0963032285538508,0.0005207717235971911
28,0.004664240413263161,0.3191264895067052,0.31541681128374066,0.3654566992095542,1.0963143637668684,0.0005182489363617647
29,0.004641718858621741,0.3191273477617018,0.31549114036026776,0.3653815118780305,1.096325408785535,0.0005157465413940998
30,0.004619378736179644,0.3191283179497675,0.31556498233861086,0.3653066997116217,1.0963363646480642,0.0005132643055597532
31,0.004597217977568751,0.3191293988191098,0.31563834146645575,0.3652322597144346,1.0963472323777732,0.0005108019990400449
32,0.004575234543775199,0.31913058913006065,0.31571122194782497,0.3651581889221145,1.0963580129833286,0.0005083593952778781
33,0.004553426424660757,0.3191318876549764,0.3157836279435673,0.3650844844014564,1.0963687074589865,0.0005059362709245596
34,0.004531791638492387,0.3191332931781385,0.31585556357184164,0.36501114325001993,1.0963793167848301,0.0005035324057875291
35,0.004510328231480619,0.3191348044956539,0.3159270329085954,0.36493816259575074,1.096389841927003,0.000501147582779067
36,0.004489034277325861,0.3191364204153559,0.315998039988038,0.3648655395966061,1.0964002838379363,0.000498781587865885
37,0.0044679078767726884,0.319138139756706,0.3160685888031087,0.36479327144018536,1.0964106434565744,0.0004964342100196015
38,0.004446947157172504,0.31913996135069467,0.3161386833059389,0.3647213553433664,1.0964209217085936,0.0004941052411681495
39,0.00442615027205334,0.3191418840397439,0.31620832740831056,0.3646497885519456,1.0964311195066203,0.0004917944761479768
40,0.004405515400697868,0.3191439066776091,0.31627752498210737,0.3645785683402835,1.096441237750443,0.0004895017126571572
41,0.004385040747728533,0.3191460281292817,0.3163462798597629,0.36450769201095545,1.09645127732722,0.0004872267512092952
42,0.004364724542700084,0.31914824727089236,0.31641459583470216,0.3644371568944055,1.096461239111685,0.0004849693950882508
43,0.00434456503969945,0.3191505629896141,0.3164824766617792,0.3643669603486067,1.0964711239663496,0.0004827294503036829
44,0.004324560516952481,0.3191529741835663,0.31654992605770904,0.3642970997587247,1.0964809327416987,0.0004805067255473513
45,0.004304709276437814,0.3191554797617188,0.31661694770149496,0.36422757253678634,1.0964906662763867,0.0004783010321502158
46,0.004285009643507403,0.3191580786437967,0.31668354523485087,0.3641583761213525,1.0965003253974273,0.00047611218404027016
47,0.0042654599665137944,0.3191607697601854,0.31674972226261905,0.3640895079771956,1.0965099109203804,0.0004739399977011305
48,0.004246058616443966,0.3191635520518363,0.31681548235318274,0.36402096559498104,1.0965194236495377,0.0004717842921313491
49,0.004226803986559571,0.31916642447017257,0.3168808290388742,0.36395274649095327,1.096528864378102,0.0004696448888044426
50,0.0042076944920434005,0.3191693859769963,0.3169457658163784,0.36388484820662537,1.0965382338883651,0.00046752161162960936
51,0.004188728569652303,0.31917243554439495,0.31701029614713117,0.3638172683084739,1.0965475329518828,0.0004654142869131654
52,0.004169904677375847,0.3191755721546493,0.31707442345771414,0.36375000438763666,1.0965567623296457,0.00046332274332061785
53,0.0041512212941012296,0.3191787948001414,0.31713815114024346,0.36368305405961526,1.0965659227722473,0.00046124681183943255
54,0.004132676919283875,0.31918210248326323,0.31720148255275543,0.3636164149639814,1.0965750150200497,0.00045918632574243394
55,0.004114270072623791,0.3191854942163259,0.31726442101958724,0.3635500847640869,1.096584039803346,0.0004571411205518446
56,0.004095999293747642,0.31918896902146937,0.3173269698317528,0.3634840611467779,1.0965929978425204,0.00045511103400396
57,0.004077863141896267,0.31919252593057246,0.31738913224731496,0.3634183418221126,1.0966018898482033,0.0004530959060144284
58,0.00405986019561772,0.31919616398516415,0.3174509114917528,0.36335292452308315,1.0966107165214272,0.00045109557864414447
59,0.00404198905246549,0.31919988223633416,0.3175123107583253,0.3632878070053405,1.0966194785537773,0.0004491098960657175
60,0.004024248328702096,0.3192036797446461,0.3175733332084301,0.36322298704692396,1.0966281766275396,0.00044713870453053794
61,0.004006636659007808,0.3192075555800485,0.31763398197195825,0.3631584624479932,1.096636811415848,0.0004451818523364131
62,0.0039891526961942534,0.31921150882178917,0.31769426014764574,0.3630942310305651,1.096645383582827,0.00044323918979574575
63,0.003971795110923121,0.31921553855832835,0.3177541708034192,0.3630302906382526,1.096653893783733,0.0004413105692042785
64,0.00395456259142969,0.31921964388725277,0.317813716976739,0.3629666391360083,1.0966623426650925,0.00043939584481037533
65,0.0039374538432510485,0.319223823915191,0.31787290167493804,0.362903274409871,1.09667073086484,0.0004374948727848233
66,0.003920467588959016,0.31922807775772855,0.31793172787555624,0.3628401943667153,1.096679059012449,0.00043560751119115757
