step,loss,score_mean,score_std
2,0.22003217929631347,0.5681234079695484,0.18307044756734656
3,0.3004490216092417,0.4518676967102826,0.0
5,0.2599879072281507,0.4902433102184538,0.01166296322120186
8,0.3589976713665021,0.4008358557744799,0.0
16,0.5598647336579232,0.25175890635585374,0.0
17,0.2418281330197386,0.5119338369195006,0.060162726978138355
18,0.4651436076722201,0.3502069076222556,0.2071534340423345
21,0.18352500378998066,0.5723380295955997,0.025104641868218147
25,0.33020502858724976,0.4433679627421166,0.14270880847233344
28,0.12168763581967444,0.6511624504997174,0.0
30,0.17355226226223,0.5834039577290943,0.0
31,0.21694075109581615,0.535479670541251,0.034082471041464
32,0.22267902974535966,0.5281112101691345,0.0
33,0.2823730171456372,0.472315227066161,0.06262425921137157
34,0.39242926676296097,0.37355824919200165,0.0
39,0.20461490087784967,0.5476562136135121,0.0
41,0.09977861962510745,0.6841224608730686,0.0
42,0.17860143575887927,0.5773873689328717,0.0
44,0.21513554157762046,0.5361729397795381,0.0
51,0.20126093185104008,0.5513788546531706,0.0
53,0.4919710049674862,0.2985935518834624,0.0
54,0.199611775429311,0.5532206633818851,0.0
55,0.1236427166249252,0.6483713368501255,0.0
56,0.06623950986761623,0.7426296249879257,0.0
58,0.24656674085028923,0.5034451278087627,0.0
59,0.16764120151758627,0.590559892432083,0.0
64,0.5331722871322426,0.3103371985763187,0.23986977299746393
66,0.4545285787914009,0.32581265270999815,0.0
67,0.336413366059865,0.42064066352107565,0.027497738652094844
75,0.3791732612088057,0.3842295382303735,0.0
76,0.4134117420474518,0.3691160055297922,0.12408516423077445
80,0.18792846948839506,0.566492826268903,0.0
82,0.3162706005790173,0.45869505154222256,0.1525108313216171
83,0.18829034357600843,0.5660756474173191,0.0
84,0.15855854385839294,0.6018058965567779,0.0
85,0.2718663899340761,0.48759469186632887,0.09647378090642028
87,0.22698075366182274,0.523575028059188,0.0
89,0.31327842470746453,0.4402871941604847,0.0
92,0.14344393913397402,0.6212600637938772,0.0
93,0.39248666830376105,0.3903552728644861,0.14429128654257875
96,0.15199772450144172,0.6101311442889552,0.0
98,0.2869571642439479,0.5037993275774886,0.20184661805032217
